name,code,codeType
AEROPACE,X2H13XB,PROC
AGENTPCB,XW0J3HA,PROC
AGENTPCB,XW0J3JA,PROC
AGENTPCB,XW0J3KA,PROC
AGENTPCB,XW0J3LA,PROC
AGENTPCB,XW0K3HA,PROC
AGENTPCB,XW0K3JA,PROC
AGENTPCB,XW0K3KA,PROC
AGENTPCB,XW0K3LA,PROC
AGENTPCB,XW0L3HA,PROC
AGENTPCB,XW0L3JA,PROC
AGENTPCB,XW0L3KA,PROC
AGENTPCB,XW0L3LA,PROC
AGENTPCB,XW0M3HA,PROC
AGENTPCB,XW0M3JA,PROC
AGENTPCB,XW0M3KA,PROC
AGENTPCB,XW0M3LA,PROC
ALFAPUMP1,0W1G3J6,PROC
ALFAPUMP2,0JH80YZ,PROC
ANNALISE,XXE0X1A,PROC
APREVOCCERVICAL,XRG10RB,PROC
APREVOCCERVICAL,XRG13RB,PROC
APREVOCCERVICAL,XRG14RB,PROC
APREVOCCERVICAL,XRG20RB,PROC
APREVOCCERVICAL,XRG23RB,PROC
APREVOCCERVICAL,XRG24RB,PROC
APREVOCCERVICAL,XRG40RB,PROC
APREVOCCERVICAL,XRG43RB,PROC
APREVOCCERVICAL,XRG44RB,PROC
ASTAR,XXE5X2A,PROC
AURLUMYN,XW033QB,PROC
AURLUMYN,XW043QB,PROC
AVEIR1,X2H63V9,PROC
AVEIR2,X2HK3V9,PROC
BREYANZI,XW033N7,PROC
BREYANZI,XW043N7,PROC
BREYANZI,C8300,DIAG
BREYANZI,C8301,DIAG
BREYANZI,C8302,DIAG
BREYANZI,C8303,DIAG
BREYANZI,C8304,DIAG
BREYANZI,C8305,DIAG
BREYANZI,C8306,DIAG
BREYANZI,C8307,DIAG
BREYANZI,C8308,DIAG
BREYANZI,C8309,DIAG
BREYANZI,C9110,DIAG
BREYANZI,C9112,DIAG
CASGEVY,XW133J8,PROC
CASGEVY,XW143J8,PROC
CASGEVY,D571,DIAG
CASGEVY,D5720,DIAG
CASGEVY,D5740,DIAG
CASGEVY,D5742,DIAG
CASGEVY,D5744,DIAG
CASGEVY,D5780,DIAG
CERAMENTGOF,XW0V0P7,PROC
CERAMENTGOF,M8600,DIAG
CERAMENTGOF,M86011,DIAG
CERAMENTGOF,M86012,DIAG
CERAMENTGOF,M86019,DIAG
CERAMENTGOF,M86021,DIAG
CERAMENTGOF,M86022,DIAG
CERAMENTGOF,M86029,DIAG
CERAMENTGOF,M86031,DIAG
CERAMENTGOF,M86032,DIAG
CERAMENTGOF,M86039,DIAG
CERAMENTGOF,M86041,DIAG
CERAMENTGOF,M86042,DIAG
CERAMENTGOF,M86049,DIAG
CERAMENTGOF,M86051,DIAG
CERAMENTGOF,M86052,DIAG
CERAMENTGOF,M86059,DIAG
CERAMENTGOF,M86061,DIAG
CERAMENTGOF,M86062,DIAG
CERAMENTGOF,M86069,DIAG
CERAMENTGOF,M86071,DIAG
CERAMENTGOF,M86072,DIAG
CERAMENTGOF,M86079,DIAG
CERAMENTGOF,M8608,DIAG
CERAMENTGOF,M8609,DIAG
CERAMENTGOF,M8610,DIAG
CERAMENTGOF,M86111,DIAG
CERAMENTGOF,M86112,DIAG
CERAMENTGOF,M86119,DIAG
CERAMENTGOF,M86121,DIAG
CERAMENTGOF,M86122,DIAG
CERAMENTGOF,M86129,DIAG
CERAMENTGOF,M86131,DIAG
CERAMENTGOF,M86132,DIAG
CERAMENTGOF,M86139,DIAG
CERAMENTGOF,M86141,DIAG
CERAMENTGOF,M86142,DIAG
CERAMENTGOF,M86149,DIAG
CERAMENTGOF,M86151,DIAG
CERAMENTGOF,M86152,DIAG
CERAMENTGOF,M86159,DIAG
CERAMENTGOF,M86161,DIAG
CERAMENTGOF,M86162,DIAG
CERAMENTGOF,M86169,DIAG
CERAMENTGOF,M86171,DIAG
CERAMENTGOF,M86172,DIAG
CERAMENTGOF,M86179,DIAG
CERAMENTGOF,M8618,DIAG
CERAMENTGOF,M8619,DIAG
CERAMENTGOF,M8620,DIAG
CERAMENTGOF,M86211,DIAG
CERAMENTGOF,M86212,DIAG
CERAMENTGOF,M86219,DIAG
CERAMENTGOF,M86221,DIAG
CERAMENTGOF,M86222,DIAG
CERAMENTGOF,M86229,DIAG
CERAMENTGOF,M86231,DIAG
CERAMENTGOF,M86232,DIAG
CERAMENTGOF,M86239,DIAG
CERAMENTGOF,M86241,DIAG
CERAMENTGOF,M86242,DIAG
CERAMENTGOF,M86249,DIAG
CERAMENTGOF,M86251,DIAG
CERAMENTGOF,M86252,DIAG
CERAMENTGOF,M86259,DIAG
CERAMENTGOF,M86261,DIAG
CERAMENTGOF,M86262,DIAG
CERAMENTGOF,M86269,DIAG
CERAMENTGOF,M86271,DIAG
CERAMENTGOF,M86272,DIAG
CERAMENTGOF,M86279,DIAG
CERAMENTGOF,M8628,DIAG
CERAMENTGOF,M8629,DIAG
CERAMENTGOF,M8630,DIAG
CERAMENTGOF,M86311,DIAG
CERAMENTGOF,M86312,DIAG
CERAMENTGOF,M86319,DIAG
CERAMENTGOF,M86321,DIAG
CERAMENTGOF,M86322,DIAG
CERAMENTGOF,M86329,DIAG
CERAMENTGOF,M86331,DIAG
CERAMENTGOF,M86332,DIAG
CERAMENTGOF,M86339,DIAG
CERAMENTGOF,M86341,DIAG
CERAMENTGOF,M86342,DIAG
CERAMENTGOF,M86349,DIAG
CERAMENTGOF,M86351,DIAG
CERAMENTGOF,M86352,DIAG
CERAMENTGOF,M86359,DIAG
CERAMENTGOF,M86361,DIAG
CERAMENTGOF,M86362,DIAG
CERAMENTGOF,M86369,DIAG
CERAMENTGOF,M86371,DIAG
CERAMENTGOF,M86372,DIAG
CERAMENTGOF,M86379,DIAG
CERAMENTGOF,M8638,DIAG
CERAMENTGOF,M8639,DIAG
CERAMENTGOF,M8640,DIAG
CERAMENTGOF,M86411,DIAG
CERAMENTGOF,M86412,DIAG
CERAMENTGOF,M86419,DIAG
CERAMENTGOF,M86421,DIAG
CERAMENTGOF,M86422,DIAG
CERAMENTGOF,M86429,DIAG
CERAMENTGOF,M86431,DIAG
CERAMENTGOF,M86432,DIAG
CERAMENTGOF,M86439,DIAG
CERAMENTGOF,M86441,DIAG
CERAMENTGOF,M86442,DIAG
CERAMENTGOF,M86449,DIAG
CERAMENTGOF,M86451,DIAG
CERAMENTGOF,M86452,DIAG
CERAMENTGOF,M86459,DIAG
CERAMENTGOF,M86461,DIAG
CERAMENTGOF,M86462,DIAG
CERAMENTGOF,M86469,DIAG
CERAMENTGOF,M86471,DIAG
CERAMENTGOF,M86472,DIAG
CERAMENTGOF,M86479,DIAG
CERAMENTGOF,M8648,DIAG
CERAMENTGOF,M8649,DIAG
CERAMENTGOF,M8650,DIAG
CERAMENTGOF,M86511,DIAG
CERAMENTGOF,M86512,DIAG
CERAMENTGOF,M86519,DIAG
CERAMENTGOF,M86521,DIAG
CERAMENTGOF,M86522,DIAG
CERAMENTGOF,M86529,DIAG
CERAMENTGOF,M86531,DIAG
CERAMENTGOF,M86532,DIAG
CERAMENTGOF,M86539,DIAG
CERAMENTGOF,M86541,DIAG
CERAMENTGOF,M86542,DIAG
CERAMENTGOF,M86549,DIAG
CERAMENTGOF,M86551,DIAG
CERAMENTGOF,M86552,DIAG
CERAMENTGOF,M86559,DIAG
CERAMENTGOF,M86561,DIAG
CERAMENTGOF,M86562,DIAG
CERAMENTGOF,M86569,DIAG
CERAMENTGOF,M86571,DIAG
CERAMENTGOF,M86572,DIAG
CERAMENTGOF,M86579,DIAG
CERAMENTGOF,M8658,DIAG
CERAMENTGOF,M8659,DIAG
CERAMENTGOF,M8660,DIAG
CERAMENTGOF,M86611,DIAG
CERAMENTGOF,M86612,DIAG
CERAMENTGOF,M86619,DIAG
CERAMENTGOF,M86621,DIAG
CERAMENTGOF,M86622,DIAG
CERAMENTGOF,M86629,DIAG
CERAMENTGOF,M86631,DIAG
CERAMENTGOF,M86632,DIAG
CERAMENTGOF,M86639,DIAG
CERAMENTGOF,M86641,DIAG
CERAMENTGOF,M86642,DIAG
CERAMENTGOF,M86649,DIAG
CERAMENTGOF,M86651,DIAG
CERAMENTGOF,M86652,DIAG
CERAMENTGOF,M86659,DIAG
CERAMENTGOF,M86661,DIAG
CERAMENTGOF,M86662,DIAG
CERAMENTGOF,M86669,DIAG
CERAMENTGOF,M86671,DIAG
CERAMENTGOF,M86672,DIAG
CERAMENTGOF,M86679,DIAG
CERAMENTGOF,M8668,DIAG
CERAMENTGOF,M8669,DIAG
CERAMENTGOF,M868X0,DIAG
CERAMENTGOF,M868X1,DIAG
CERAMENTGOF,M868X2,DIAG
CERAMENTGOF,M868X3,DIAG
CERAMENTGOF,M868X4,DIAG
CERAMENTGOF,M868X5,DIAG
CERAMENTGOF,M868X6,DIAG
CERAMENTGOF,M868X7,DIAG
CERAMENTGOF,M868X8,DIAG
CERAMENTGOF,M868X9,DIAG
CERAMENTGOF,M869,DIAG
CERIBELL,XX20X89,PROC
CONTEPO,XW033WB,PROC
CONTEPO,XW043WB,PROC
CYTALUXLUNG,8E0W0EN,PROC
CYTALUXLUNG,8E0W3EN,PROC
CYTALUXLUNG,8E0W4EN,PROC
CYTALUXLUNG,8E0W7EN,PROC
CYTALUXLUNG,8E0W8EN,PROC
DEFENCATH,XY0YX28,PROC
DETOURSYSTEM,X2KH3D9,PROC
DETOURSYSTEM,X2KH3E9,PROC
DETOURSYSTEM,X2KJ3D9,PROC
DETOURSYSTEM,X2KJ3E9,PROC
EMBLAVEO,XW033PB,PROC
EMBLAVEO,XW043PB,PROC
EMILYSCARE,XXEZXAB,PROC
EMILYSCARE,P0501,DIAG
EMILYSCARE,P0502,DIAG
EMILYSCARE,P0503,DIAG
EMILYSCARE,P0504,DIAG
EMILYSCARE,P0505,DIAG
EMILYSCARE,P0511,DIAG
EMILYSCARE,P0512,DIAG
EMILYSCARE,P0513,DIAG
EMILYSCARE,P0514,DIAG
EMILYSCARE,P0515,DIAG
EMILYSCARE,P0700,DIAG
EMILYSCARE,P0701,DIAG
EMILYSCARE,P0702,DIAG
EMILYSCARE,P0703,DIAG
EMILYSCARE,P0714,DIAG
EMILYSCARE,P0715,DIAG
EPKINLYCOLUMVI,XW013S9,PROC
