county,adjustmentFactor,startDate
01003,0.0140,20201001
01013,0.0299,20201001
01019,0.1030,20201001
01043,0.0408,20201001
01055,0.0149,20201001
01071,0.0599,20201001
01077,0.0217,20201001
01081,0.0303,20201001
01103,0.0422,20201001
01109,0.0082,20201001
01121,0.0469,20201001
01123,0.0305,20201001
01127,0.0670,20201001
01133,0.0389,20201001
05043,0.0218,20201001
05059,0.0529,20201001
05069,0.0131,20201001
05107,0.0027,20201001
05145,0.0129,20201001
06001,0.0233,20201001
06005,0.0867,20201001
06041,0.0158,20201001
06047,0.0302,20201001
06055,0.0688,20201001
06057,0.0714,20201001
06059,0.0027,20201001
06071,0.0028,20201001
06077,0.0478,20201001
06087,0.0042,20201001
06097,0.0211,20201001
06099,0.0402,20201001
06101,0.0494,20201001
06103,0.0058,20201001
06115,0.0919,20201001
08123,0.0050,20201001
09001,0.0024,20201001
09005,0.0017,20201001
09009,0.0013,20201001
10001,0.0225,20201001
12011,0.0007,20201001
12015,0.0108,20201001
12023,0.0243,20201001
12035,0.0125,20201001
12045,0.0013,20201001
12061,0.0061,20201001
12083,0.0111,20201001
12105,0.0105,20201001
12119,0.0255,20201001
13009,0.0224,20201001
13031,0.0086,20201001
13039,0.0611,20201001
13111,0.0031,20201001
13119,0.0177,20201001
13129,0.0404,20201001
13131,0.0143,20201001
13139,0.0016,20201001
13153,0.0552,20201001
13261,0.0212,20201001
13285,0.0286,20201001
16055,0.0351,20201001
16065,0.0207,20201001
16069,0.0331,20201001
17091,0.0296,20201001
17095,0.0098,20201001
17097,0.0050,20201001
17105,0.0129,20201001
17137,0.0188,20201001
18035,0.0021,20201001
18039,0.0042,20201001
18053,0.0220,20201001
18065,0.0679,20201001
18067,0.0104,20201001
18069,0.0183,20201001
18071,0.0299,20201001
18089,0.0211,20201001
18091,0.0068,20201001
18099,0.0399,20201001
18107,0.0397,20201001
18113,0.0444,20201001
19045,0.0107,20201001
19113,0.0311,20201001
19127,0.0169,20201001
19169,0.0002,20201001
20011,0.0035,20201001
20021,0.0121,20201001
20037,0.0028,20201001
20045,0.0243,20201001
20059,0.0509,20201001
21009,0.0017,20201001
21021,0.0160,20201001
21073,0.0480,20201001
21093,0.0091,20201001
21151,0.0448,20201001
21173,0.0632,20201001
21179,0.0324,20201001
22011,0.0080,20201001
22021,0.0218,20201001
22027,0.0259,20201001
22039,0.0232,20201001
22061,0.0188,20201001
22101,0.0116,20201001
22105,0.0003,20201001
22117,0.0437,20201001
22119,0.0459,20201001
23001,0.0220,20201001
23009,0.0305,20201001
23015,0.0221,20201001
24003,0.0076,20201001
24013,0.0028,20201001
24027,0.0081,20201001
24029,0.0720,20201001
24031,0.0144,20201001
24037,0.0254,20201001
24041,0.0112,20201001
24043,0.0242,20201001
26021,0.0152,20201001
26025,0.0165,20201001
26057,0.0266,20201001
26075,0.0265,20201001
26087,0.0209,20201001
26091,0.0876,20201001
26115,0.0358,20201001
26163,0.0215,20201001
27049,0.0995,20201001
27061,0.0136,20201001
27085,0.0281,20201001
27131,0.0820,20201001
27147,0.0489,20201001
28085,0.0204,20201001
29007,0.0175,20201001
29027,0.0015,20201001
29101,0.0564,20201001
29105,0.0042,20201001
29127,0.0179,20201001
29147,0.0256,20201001
29175,0.0200,20201001
29187,0.0172,20201001
29201,0.0061,20201001
29213,0.0039,20201001
31053,0.0092,20201001
32510,0.0011,20201001
33011,0.0576,20201001
34007,0.0082,20201001
34009,0.0316,20201001
34011,0.0131,20201001
34013,0.0387,20201001
34021,0.0190,20201001
34023,0.0491,20201001
34027,0.0276,20201001
34041,0.0883,20201001
35039,0.0435,20201001
