county,adjustmentFactor,startDate
35047,0.0384,20201001
36011,0.0428,20201001
36021,0.0886,20201001
36027,0.0439,20201001
36037,0.0146,20201001
36081,0.0060,20201001
36091,0.0005,20201001
36105,0.1278,20201001
36111,0.1315,20201001
37001,0.0751,20201001
37019,0.0254,20201001
37035,0.0094,20201001
37045,0.0348,20201001
37061,0.0122,20201001
37077,0.0943,20201001
37105,0.0433,20201001
37107,0.0207,20201001
37125,0.0142,20201001
37155,0.0061,20201001
37183,0.0047,20201001
37195,0.0368,20201001
39011,0.0214,20201001
39023,0.0143,20201001
39031,0.0275,20201001
39063,0.0148,20201001
39077,0.0101,20201001
39081,0.0047,20201001
39083,0.0590,20201001
39091,0.0333,20201001
39101,0.0351,20201001
39119,0.0159,20201001
39143,0.0144,20201001
39149,0.0384,20201001
39151,0.0041,20201001
39153,0.0137,20201001
39155,0.0065,20201001
39161,0.0213,20201001
39169,0.0118,20201001
40013,0.0305,20201001
40041,0.0126,20201001
40101,0.0117,20201001
40115,0.0025,20201001
40125,0.0374,20201001
40147,0.0116,20201001
41003,0.0028,20201001
41033,0.0016,20201001
41043,0.0168,20201001
41047,0.0090,20201001
42015,0.0143,20201001
42021,0.0151,20201001
42029,0.0306,20201001
42035,0.0522,20201001
42063,0.0135,20201001
42071,0.0100,20201001
42075,0.0117,20201001
42089,0.0657,20201001
42091,0.0432,20201001
42097,0.0763,20201001
42107,0.0522,20201001
42119,0.0234,20201001
42127,0.0422,20201001
42133,0.0015,20201001
45029,0.0097,20201001
45043,0.0078,20201001
45073,0.0236,20201001
45075,0.0067,20201001
45083,0.0049,20201001
47003,0.0633,20201001
47011,0.0379,20201001
47017,0.0073,20201001
47031,0.0181,20201001
47055,0.0697,20201001
47069,0.0620,20201001
47077,0.0182,20201001
47089,0.0014,20201001
47099,0.1099,20201001
47107,0.0054,20201001
47125,0.0399,20201001
47177,0.0240,20201001
47183,0.0066,20201001
48025,0.0190,20201001
48053,0.0183,20201001
48091,0.0134,20201001
48097,0.0543,20201001
48135,0.0095,20201001
48181,0.0315,20201001
48189,0.0040,20201001
48217,0.0530,20201001
48221,0.0699,20201001
48241,0.0129,20201001
48273,0.0291,20201001
48293,0.0097,20201001
48329,0.0009,20201001
48349,0.0442,20201001
48353,0.0032,20201001
48439,0.0007,20201001
48471,0.0416,20201001
49049,0.0071,20201001
49057,0.0062,20201001
50003,0.0545,20201001
50025,0.0394,20201001
51015,0.0127,20201001
51121,0.0108,20201001
53027,0.0219,20201001
53035,0.0128,20201001
53041,0.0163,20201001
53053,0.0015,20201001
53057,0.0206,20201001
53067,0.0116,20201001
54049,0.0374,20201001
54059,0.0340,20201001
54107,0.0149,20201001
55075,0.0040,20201001
55101,0.0089,20201001
55105,0.0160,20201001
55111,0.0240,20201001
55117,0.0048,20201001
55127,0.0415,20201001
55139,0.0053,20201001
72013,0.0171,20201001
72057,0.0110,20201001
72081,0.0103,20201001
