county,adjustmentFactor,startDate
01003,0.0140,20191001
01013,0.0299,20191001
01019,0.1030,20191001
01043,0.0408,20191001
01055,0.0149,20191001
01071,0.0599,20191001
01077,0.0217,20191001
01081,0.0303,20191001
01103,0.0332,20191001
01109,0.0082,20191001
01121,0.0469,20191001
01123,0.0305,20191001
01133,0.0389,20191001
05043,0.0218,20191001
05059,0.0529,20191001
05107,0.0027,20191001
05145,0.0129,20191001
06001,0.0233,20191001
06005,0.0867,20191001
06055,0.0688,20191001
06057,0.0714,20191001
06077,0.0478,20191001
06087,0.0042,20191001
06097,0.0195,20191001
06099,0.0402,20191001
06103,0.0058,20191001
06115,0.0919,20191001
08123,0.0050,20191001
09001,0.0024,20191001
09005,0.0017,20191001
09009,0.0013,20191001
10001,0.0225,20191001
12023,0.0243,20191001
12061,0.0061,20191001
12083,0.0111,20191001
12105,0.0105,20191001
12119,0.0293,20191001
13031,0.0086,20191001
13039,0.0611,20191001
13111,0.0031,20191001
13119,0.0177,20191001
13129,0.0404,20191001
13131,0.0143,20191001
13139,0.0006,20191001
13153,0.0552,20191001
13187,0.1000,20191001
13261,0.0212,20191001
13285,0.0286,20191001
16055,0.0351,20191001
16065,0.0207,20191001
16069,0.0331,20191001
17089,0.0179,20191001
17091,0.0296,20191001
17095,0.0098,20191001
17105,0.0129,20191001
18033,0.0305,20191001
18035,0.0021,20191001
18039,0.0042,20191001
18053,0.0220,20191001
18065,0.0679,20191001
18067,0.0104,20191001
18069,0.0183,20191001
18071,0.0299,20191001
18089,0.0211,20191001
18091,0.0054,20191001
18099,0.0399,20191001
18107,0.0397,20191001
18113,0.0287,20191001
19045,0.0107,20191001
19099,0.0447,20191001
19113,0.0311,20191001
19127,0.0169,20191001
19169,0.0002,20191001
20011,0.0035,20191001
20021,0.0121,20191001
20037,0.0028,20191001
20045,0.0125,20191001
20059,0.0509,20191001
21009,0.0017,20191001
21021,0.0160,20191001
21073,0.0563,20191001
21093,0.0091,20191001
21151,0.0448,20191001
21173,0.0632,20191001
21179,0.0375,20191001
22011,0.0080,20191001
22021,0.0349,20191001
22027,0.0259,20191001
22039,0.0232,20191001
22061,0.0188,20191001
22101,0.0116,20191001
22105,0.0003,20191001
22117,0.0437,20191001
23001,0.0220,20191001
23009,0.0305,20191001
23015,0.0221,20191001
24003,0.0100,20191001
24013,0.0028,20191001
24027,0.0081,20191001
24029,0.0720,20191001
24031,0.0144,20191001
24037,0.0178,20191001
24041,0.0112,20191001
24043,0.0242,20191001
26021,0.0152,20191001
26025,0.0165,20191001
26057,0.0266,20191001
26075,0.0265,20191001
26087,0.0209,20191001
26091,0.0876,20191001
26115,0.0358,20191001
26163,0.0215,20191001
27049,0.0995,20191001
27061,0.0136,20191001
27085,0.0281,20191001
27131,0.0820,20191001
27147,0.0489,20191001
28085,0.0204,20191001
29007,0.0175,20191001
29101,0.0564,20191001
29105,0.0042,20191001
29127,0.0179,20191001
29147,0.0256,20191001
29175,0.0200,20191001
29187,0.0172,20191001
29213,0.0039,20191001
31053,0.0092,20191001
32510,0.0011,20191001
33011,0.0203,20191001
33015,0.0325,20191001
34007,0.0082,20191001
34009,0.0316,20191001
34011,0.0131,20191001
34013,0.0387,20191001
34021,0.0242,20191001
34027,0.0276,20191001
34041,0.0883,20191001
35039,0.0619,20191001
35047,0.0548,20191001
36011,0.0428,20191001
36021,0.0886,20191001
36079,0.1062,20191001
36081,0.0060,20191001
36091,0.0005,20191001
36105,0.1278,20191001
36111,0.1315,20191001
37001,0.0751,20191001
37007,0.0340,20191001
37031,0.0078,20191001
37035,0.0093,20191001
37045,0.0348,20191001
37061,0.0122,20191001
37077,0.0943,20191001
37105,0.0433,20191001
37107,0.0207,20191001
37125,0.0142,20191001
37155,0.0061,20191001
37183,0.0111,20191001
37195,0.0368,20191001
39011,0.0467,20191001
39023,0.0143,20191001
39031,0.0275,20191001
39063,0.0148,20191001
39077,0.0123,20191001
39081,0.0047,20191001
39083,0.0590,20191001
39091,0.0333,20191001
39101,0.0351,20191001
39119,0.0159,20191001
39143,0.0144,20191001
39149,0.0384,20191001
39151,0.0041,20191001
39153,0.0137,20191001
39155,0.0065,20191001
39161,0.0213,20191001
39169,0.0118,20191001
40013,0.0305,20191001
40041,0.0126,20191001
40101,0.0117,20191001
40115,0.0025,20191001
40125,0.0374,20191001
40147,0.0116,20191001
41003,0.0028,20191001
41033,0.0016,20191001
41043,0.0168,20191001
41047,0.0090,20191001
42011,0.0058,20191001
42015,0.0129,20191001
42021,0.0151,20191001
42029,0.0296,20191001
42035,0.0352,20191001
42063,0.0135,20191001
42071,0.0100,20191001
42075,0.0117,20191001
42089,0.0657,20191001
42091,0.0392,20191001
42095,0.0286,20191001
42097,0.0763,20191001
42107,0.0522,20191001
42117,0.0172,20191001
42119,0.0297,20191001
42127,0.0422,20191001
42133,0.0015,20191001
45029,0.0097,20191001
45043,0.0050,20191001
45053,0.0011,20191001
45073,0.0236,20191001
45075,0.0067,20191001
45083,0.0049,20191001
45085,0.0044,20191001
47003,0.0633,20191001
47011,0.0379,20191001
47017,0.0073,20191001
47031,0.0181,20191001
47053,0.0174,20191001
47055,0.0639,20191001
47069,0.0620,20191001
47075,0.0684,20191001
47077,0.0164,20191001
47089,0.0041,20191001
47099,0.1064,20191001
47107,0.0054,20191001
47125,0.0399,20191001
47163,0.0015,20191001
47177,0.0240,20191001
47183,0.0066,20191001
48025,0.0190,20191001
48053,0.0183,20191001
48091,0.0134,20191001
48097,0.0543,20191001
48135,0.0095,20191001
48181,0.0315,20191001
48189,0.0040,20191001
48217,0.0530,20191001
48241,0.0129,20191001
48273,0.0291,20191001
48293,0.0097,20191001
48329,0.0009,20191001
48349,0.0442,20191001
48353,0.0032,20191001
48363,0.0550,20191001
48471,0.0416,20191001
49043,0.0525,20191001
49049,0.0071,20191001
49057,0.0062,20191001
50003,0.0545,20191001
50025,0.0394,20191001
51015,0.0127,20191001
51121,0.0108,20191001
53027,0.0219,20191001
53035,0.0128,20191001
53041,0.0163,20191001
53057,0.0206,20191001
53067,0.0116,20191001
54049,0.0374,20191001
54059,0.0340,20191001
54107,0.0149,20191001
55039,0.0073,20191001
55075,0.0040,20191001
55101,0.0312,20191001
55105,0.0394,20191001
55111,0.0240,20191001
55117,0.0048,20191001
55127,0.0415,20191001
55139,0.0053,20191001
72013,0.0171,20191001
72057,0.0110,20191001
72081,0.0103,20191001
72141,0.0149,20191001
