diagnosticRelatedGroup,effectiveDate,weight,geometricMeanLengthOfStay,lowVolumeDrg,arithmeticMeanLengthOfStay,postAcuteCare,specialPaymentPostAcuteCare,description
817,20261001,2.2816,3.6,,5.5,,,OTHER ANTEPARTUM DIAGNOSES
818,20261001,1.1592,2.7,,3.4,,,OTHER ANTEPARTUM DIAGNOSES
819,20261001,0.8599,1.6,,1.7,,,OTHER ANTEPARTUM DIAGNOSES
820,20261001,5.8648,10.7,,15.4,,,LYMPHOMA AND LEUKEMIA WITH
821,20261001,2.2386,3.3,,5.2,,,LYMPHOMA AND LEUKEMIA WITH
822,20261001,1.2040,1.5,,1.8,,,LYMPHOMA AND LEUKEMIA WITH
823,20261001,4.5848,10.1,,13.6,,,LYMPHOMA AND NON-ACUTE LEU
824,20261001,2.2656,4.9,,6.7,,,LYMPHOMA AND NON-ACUTE LEU
825,20261001,1.3494,2.2,,3.0,,,LYMPHOMA AND NON-ACUTE LEU
826,20261001,4.6778,8.4,,11.2,,,MYELOPROLIFERATIVE DISORDE
827,20261001,2.3112,4.0,,5.2,,,MYELOPROLIFERATIVE DISORDE
828,20261001,1.7038,2.4,,2.9,,,MYELOPROLIFERATIVE DISORDE
829,20261001,3.1600,5.9,,9.0,,,MYELOPROLIFERATIVE DISORDE
830,20261001,1.5050,2.1,,2.6,,,MYELOPROLIFERATIVE DISORDE
831,20261001,1.2025,3.3,,5.0,,,OTHER ANTEPARTUM DIAGNOSES
832,20261001,0.7216,2.6,,3.7,,,OTHER ANTEPARTUM DIAGNOSES
833,20261001,0.5229,1.7,,2.2,,,OTHER ANTEPARTUM DIAGNOSES
834,20261001,5.4899,9.6,,15.4,,,ACUTE LEUKEMIA WITH MCC
835,20261001,2.0858,4.4,,6.8,,,ACUTE LEUKEMIA WITH CC
836,20261001,1.2195,2.9,,4.0,,,ACUTE LEUKEMIA WITHOUT CC/
837,20261001,4.8043,10.2,,14.9,,,CHEMOTHERAPY WITH ACUTE LE
838,20261001,2.0874,5.1,,6.7,,,CHEMOTHERAPY WITH ACUTE LE
839,20261001,1.4439,4.0,,4.5,,,CHEMOTHERAPY WITH ACUTE LE
840,20261001,3.2349,6.8,,9.7,Y,,LYMPHOMA AND NON-ACUTE LEU
841,20261001,1.6314,4.0,,5.4,Y,,LYMPHOMA AND NON-ACUTE LEU
842,20261001,1.0104,2.6,,3.3,Y,,LYMPHOMA AND NON-ACUTE LEU
843,20261001,1.9948,5.4,,7.5,,,OTHER MYELOPROLIFERATIVE D
844,20261001,1.2174,3.7,,5.0,,,OTHER MYELOPROLIFERATIVE D
845,20261001,0.8516,2.4,,3.2,,,OTHER MYELOPROLIFERATIVE D
846,20261001,2.5925,5.8,,7.7,,,CHEMOTHERAPY WITHOUT ACUTE
847,20261001,1.3082,3.8,,4.3,,,CHEMOTHERAPY WITHOUT ACUTE
848,20261001,0.8494,2.6,,3.3,,,CHEMOTHERAPY WITHOUT ACUTE
849,20261001,2.7095,7.1,,9.8,,,RADIOTHERAPY
850,20261001,8.6595,15.3,,23.0,,,ACUTE LEUKEMIA WITH OTHER
853,20261001,4.9386,9.3,,12.4,Y,,INFECTIOUS AND PARASITIC D
854,20261001,1.9981,4.9,,6.2,Y,,INFECTIOUS AND PARASITIC D
855,20261001,1.4972,2.9,,3.7,Y,,INFECTIOUS AND PARASITIC D
856,20261001,4.5487,9.1,,12.1,Y,,POSTOPERATIVE OR POST-TRAU
857,20261001,2.1415,5.4,,6.7,Y,,POSTOPERATIVE OR POST-TRAU
858,20261001,1.3929,3.4,,4.2,Y,,POSTOPERATIVE OR POST-TRAU
862,20261001,1.8237,5.0,,6.6,Y,,POSTOPERATIVE AND POST-TRA
863,20261001,0.9979,3.3,,4.1,Y,,POSTOPERATIVE AND POST-TRA
864,20261001,0.8877,2.6,,3.2,,,FEVER AND INFLAMMATORY CON
865,20261001,1.4983,4.0,,5.7,,,VIRAL ILLNESS WITH MCC
866,20261001,0.8696,2.7,,3.5,,,VIRAL ILLNESS WITHOUT MCC
867,20261001,2.0932,5.4,,7.3,Y,,OTHER INFECTIOUS AND PARAS
868,20261001,1.0311,3.4,,4.3,Y,,OTHER INFECTIOUS AND PARAS
869,20261001,0.7297,2.4,,3.0,Y,,OTHER INFECTIOUS AND PARAS
870,20261001,6.9118,12.7,,15.2,Y,,SEPTICEMIA OR SEVERE SEPSI
871,20261001,1.9425,4.8,,6.4,Y,,SEPTICEMIA OR SEVERE SEPSI
872,20261001,1.0233,3.4,,4.2,Y,,SEPTICEMIA OR SEVERE SEPSI
876,20261001,3.8649,7.3,,19.3,,,O.R. PROCEDURES WITH PRINC
880,20261001,0.9602,2.8,,4.2,,,ACUTE ADJUSTMENT REACTION
881,20261001,0.9409,4.1,,6.2,,,DEPRESSIVE NEUROSES
882,20261001,1.0738,3.4,,5.9,,,NEUROSES EXCEPT DEPRESSIVE
883,20261001,1.9663,5.8,,11.3,,,DISORDERS OF PERSONALITY A
884,20261001,1.6089,4.6,,7.8,Y,,ORGANIC DISTURBANCES AND I
885,20261001,1.3968,6.5,,9.8,,,PSYCHOSES
886,20261001,2.0753,5.9,,14.9,,,BEHAVIORAL AND DEVELOPMENT
887,20261001,1.0709,3.1,,4.9,,,OTHER MENTAL DISORDER DIAG
894,20261001,0.6169,2.0,,2.9,,,"ALCOHOL, DRUG ABUSE OR DEP"
895,20261001,1.4156,7.2,,10.3,,,"ALCOHOL, DRUG ABUSE OR DEP"
896,20261001,1.7451,4.8,,7.0,Y,,"ALCOHOL, DRUG ABUSE OR DEP"
897,20261001,0.8828,3.3,,4.3,Y,,"ALCOHOL, DRUG ABUSE OR DEP"
901,20261001,4.1966,8.4,,12.5,,,WOUND DEBRIDEMENTS FOR INJ
902,20261001,1.9145,4.7,,6.5,,,WOUND DEBRIDEMENTS FOR INJ
903,20261001,1.1696,2.6,,3.3,,,WOUND DEBRIDEMENTS FOR INJ
904,20261001,3.6731,6.6,,10.2,,,SKIN GRAFTS FOR INJURIES W
905,20261001,1.4834,3.0,,4.0,,,SKIN GRAFTS FOR INJURIES W
906,20261001,1.9643,2.8,,4.4,,,HAND PROCEDURES FOR INJURI
907,20261001,3.8393,6.8,,9.4,Y,,OTHER O.R. PROCEDURES FOR
908,20261001,1.9952,3.6,,4.8,Y,,OTHER O.R. PROCEDURES FOR
909,20261001,1.3127,2.2,,2.7,Y,,OTHER O.R. PROCEDURES FOR
913,20261001,1.6346,3.9,,5.5,,,TRAUMATIC INJURY WITH MCC
914,20261001,0.8855,2.5,,3.1,,,TRAUMATIC INJURY WITHOUT M
915,20261001,1.6816,3.5,,4.8,,,ALLERGIC REACTIONS WITH MC
916,20261001,0.6663,1.8,,2.2,,,ALLERGIC REACTIONS WITHOUT
917,20261001,1.5684,3.7,,5.4,Y,,POISONING AND TOXIC EFFECT
918,20261001,0.8571,2.4,,3.4,Y,,POISONING AND TOXIC EFFECT
919,20261001,1.8308,4.3,,6.0,,,COMPLICATIONS OF TREATMENT
920,20261001,1.0023,2.8,,3.7,,,COMPLICATIONS OF TREATMENT
921,20261001,0.6884,2.1,,2.5,,,COMPLICATIONS OF TREATMENT
922,20261001,1.7494,4.2,,7.4,,,"OTHER INJURY, POISONING AN"
923,20261001,1.0177,2.8,,4.4,,,"OTHER INJURY, POISONING AN"
927,20261001,21.3505,24.0,,32.1,,,EXTENSIVE BURNS OR FULL TH
928,20261001,7.1727,12.4,,17.4,,,FULL THICKNESS BURN WITH S
929,20261001,3.2208,6.1,,8.0,,,FULL THICKNESS BURN WITH S
933,20261001,3.8942,3.0,,6.7,,,EXTENSIVE BURNS OR FULL TH
934,20261001,2.2106,4.9,,7.4,,,FULL THICKNESS BURN WITHOU
935,20261001,2.0600,3.9,,5.9,,,NON-EXTENSIVE BURNS
939,20261001,3.6285,6.3,,10.5,,,O.R. PROCEDURES WITH DIAGN
940,20261001,2.3369,3.1,,4.5,,,O.R. PROCEDURES WITH DIAGN
941,20261001,2.0277,1.9,,2.4,,,O.R. PROCEDURES WITH DIAGN
945,20261001,1.5486,5.6,,7.6,Y,,REHABILITATION WITH CC/MCC
946,20261001,1.1468,4.4,,5.9,Y,,REHABILITATION WITHOUT CC/
947,20261001,1.2694,3.7,,5.2,Y,,SIGNS AND SYMPTOMS WITH MC
948,20261001,0.8005,2.6,,3.4,Y,,SIGNS AND SYMPTOMS WITHOUT
949,20261001,1.1897,4.3,,6.7,,,AFTERCARE WITH CC/MCC
950,20261001,0.6277,3.2,,4.3,,,AFTERCARE WITHOUT CC/MCC
951,20261001,0.5560,1.8,,2.6,,,OTHER FACTORS INFLUENCING
955,20261001,6.7311,8.7,,12.8,,,CRANIOTOMY FOR MULTIPLE SI
956,20261001,3.7630,5.9,,7.3,Y,,"LIMB REATTACHMENT, HIP AND"
957,20261001,7.6199,10.1,,13.9,,,OTHER O.R. PROCEDURES FOR
958,20261001,4.2139,6.5,,8.1,,,OTHER O.R. PROCEDURES FOR
959,20261001,2.9441,3.8,,4.6,,,OTHER O.R. PROCEDURES FOR
963,20261001,2.7338,5.5,,8.0,,,OTHER MULTIPLE SIGNIFICANT
964,20261001,1.5326,3.9,,4.9,,,OTHER MULTIPLE SIGNIFICANT
965,20261001,0.9405,2.5,,3.0,,,OTHER MULTIPLE SIGNIFICANT
969,20261001,6.1213,11.7,,15.9,,,HIV WITH EXTENSIVE O.R. PR
970,20261001,2.6374,7.5,,9.4,,,HIV WITH EXTENSIVE O.R. PR
974,20261001,2.8860,6.6,,9.4,,,HIV WITH MAJOR RELATED CON
975,20261001,1.2950,3.9,,5.1,,,HIV WITH MAJOR RELATED CON
976,20261001,0.9027,3.0,,3.8,,,HIV WITH MAJOR RELATED CON
977,20261001,1.2977,3.6,,5.1,,,HIV WITH OR WITHOUT OTHER
981,20261001,4.6918,8.4,,11.8,Y,,EXTENSIVE O.R. PROCEDURES
982,20261001,2.4585,4.0,,5.6,Y,,EXTENSIVE O.R. PROCEDURES
983,20261001,1.7140,2.0,,2.6,Y,,EXTENSIVE O.R. PROCEDURES
987,20261001,3.4284,7.8,,11.1,Y,Y,NON-EXTENSIVE O.R. PROCEDU
988,20261001,1.6436,4.0,,5.5,Y,Y,NON-EXTENSIVE O.R. PROCEDU
989,20261001,1.1992,2.3,,3.0,Y,Y,NON-EXTENSIVE O.R. PROCEDU
998,20261001,0.0000,0.0,,0.0,,,PRINCIPAL DIAGNOSIS INVALI
999,20261001,0.0000,0.0,,0.0,,,UNGROUPABLE
