county,adjustmentFactor,startDate
48457,0.0104,20181001
48467,0.0562,20181001
48471,0.0407,20181001
49043,0.0525,20181001
49049,0.0071,20181001
49057,0.0062,20181001
50003,0.0545,20181001
50025,0.0394,20181001
51015,0.0162,20181001
51105,0.0021,20181001
51121,0.0203,20181001
53027,0.0219,20181001
53035,0.0083,20181001
53041,0.0111,20181001
53057,0.0148,20181001
53067,0.0176,20181001
54049,0.0287,20181001
54053,0.0315,20181001
54059,0.0340,20181001
54107,0.0149,20181001
55027,0.0305,20181001
55039,0.0073,20181001
55055,0.0445,20181001
55101,0.0312,20181001
55105,0.0394,20181001
55111,0.0219,20181001
55117,0.0089,20181001
55127,0.0296,20181001
55139,0.0010,20181001
72013,0.0171,20181001
72057,0.0110,20181001
72141,0.0149,20181001
