cbsa,effectiveDate,geographicWageIndex,name,imputedFloorWageIndex,reclassifiedWageIndex,ruralFloorWageIndex,size
01,20250101,0.7366,Alabama,,,,
02,20250101,1.1139,Alaska,,,,
03,20250101,0.9820,Arizona,,,,
04,20250101,0.7849,Arkansas,,,,
05,20250101,1.2247,California,,,,
06,20250101,0.9333,Colorado,,,,
07,20250101,1.0967,Connecticut,,,,
08,20250101,0.9936,Delaware,,,,
10,20250101,0.8756,Florida,,,,
11,20250101,0.8728,Georgia,,,,
12,20250101,1.1281,Hawaii,,,,
13,20250101,0.9069,Idaho,,,,
14,20250101,0.8773,Illinois,,,,
15,20250101,0.8313,Indiana,,,,
16,20250101,0.8100,Iowa,,,,
17,20250101,0.8440,Kansas,,,,
18,20250101,0.8448,Kentucky,,,,
19,20250101,0.8017,Louisiana,,,,
20,20250101,0.9778,Maine,,,,
21,20250101,0.9511,Maryland,,,,
22,20250101,1.0118,Massachusetts,,,,
23,20250101,0.8674,Michigan,,,,
24,20250101,0.9543,Minnesota,,,,
25,20250101,0.7260,Mississippi,,,,
26,20250101,0.7805,Missouri,,,,
27,20250101,0.8953,Montana,,,,
28,20250101,0.8588,Nebraska,,,,
29,20250101,0.9442,Nevada,,,,
30,20250101,1.0162,New Hampshire,,,,
32,20250101,0.9685,New Mexico,,,,
33,20250101,0.9088,New York,,,,
34,20250101,0.8183,North Carolina,,,,
35,20250101,0.9263,North Dakota,,,,
36,20250101,0.8406,Ohio,,,,
37,20250101,0.8034,Oklahoma,,,,
38,20250101,1.0873,Oregon,,,,
39,20250101,0.8636,Pennsylvania,,,,
40,20250101,0.6000,Puerto Rico,,,,
42,20250101,0.8051,South Carolina,,,,
43,20250101,0.8246,South Dakota,,,,
44,20250101,0.7756,Tennessee,,,,
45,20250101,0.8796,Texas,,,,
46,20250101,0.9603,Utah,,,,
47,20250101,1.0281,Vermont,,,,
48,20250101,0.8710,Virgin Islands,,,,
49,20250101,0.8371,Virginia,,,,
50,20250101,1.0701,Washington,,,,
51,20250101,0.8233,West Virginia,,,,
52,20250101,0.9377,Wisconsin,,,,
53,20250101,0.8951,Wyoming,,,,
64,20250101,0.8574,American Samoa,,,,
65,20250101,0.7965,Guam,,,,
66,20250101,0.8574,Northern Mariana Islands,,,,
10180,20250101,0.8743,"Abilene, TX",,,,
10380,20250101,0.6000,"Aguadilla, PR",,,,
10420,20250101,0.8997,"Akron, OH",,,,
10500,20250101,0.9175,"Albany, GA",,,,
10540,20250101,1.1149,"Albany, OR",,,,
10580,20250101,0.9910,"Albany-Schenectady-Troy, NY",,,,
10740,20250101,1.0262,"Albuquerque, NM",,,,
10780,20250101,0.8185,"Alexandria, LA",,,,
10900,20250101,0.9614,"Allentown-Bethlehem-Easton, PA-NJ",,,,
11020,20250101,0.8587,"Altoona, PA",,,,
11100,20250101,0.9210,"Amarillo, TX",,,,
11180,20250101,0.8299,"Ames, IA",,,,
11200,20250101,1.0158,"Amherst Town-Northampton, MA",,,,
11244,20250101,1.2045,"Anaheim-Santa Ana-Irvine, CA",,,,
11260,20250101,1.1301,"Anchorage, AK",,,,
11460,20250101,1.0256,"Ann Arbor, MI",,,,
11500,20250101,0.7471,"Anniston-Oxford, AL",,,,
11540,20250101,0.9589,"Appleton, WI",,,,
11640,20250101,0.6000,"Arecibo, PR",,,,
11694,20250101,1.0987,"Arlington-Alexandria-Reston, VA-WV",,,,
11700,20250101,0.9249,"Asheville, NC",,,,
12020,20250101,0.9143,"Athens-Clarke County, GA",,,,
12054,20250101,1.0361,"Atlanta-Sandy Springs-Roswell, GA",,,,
12100,20250101,0.9915,"Atlantic City-Hammonton, NJ",,,,
12220,20250101,0.7990,"Auburn-Opelika, AL",,,,
12260,20250101,0.9191,"Augusta-Richmond County, GA-SC",,,,
12420,20250101,1.0115,"Austin-Round Rock-San Marcos, TX",,,,
12540,20250101,1.1599,"Bakersfield-Delano, CA",,,,
12580,20250101,1.0402,"Baltimore-Columbia-Towson, MD",,,,
12620,20250101,0.9228,"Bangor, ME",,,,
12700,20250101,1.0599,"Barnstable Town, MA",,,,
12940,20250101,0.8363,"Baton Rouge, LA",,,,
12980,20250101,0.9149,"Battle Creek, MI",,,,
13020,20250101,0.9155,"Bay City, MI",,,,
13140,20250101,0.8638,"Beaumont-Port Arthur, TX",,,,
13220,20250101,0.8242,"Beckley, WV",,,,
13380,20250101,1.0932,"Bellingham, WA",,,,
13460,20250101,1.1940,"Bend, OR",,,,
13740,20250101,0.9533,"Billings, MT",,,,
13780,20250101,1.0142,"Binghamton, NY",,,,
