cbsa,effectiveDate,geographicWageIndex,name,imputedFloorWageIndex,reclassifiedWageIndex,ruralFloorWageIndex,size
01,20200101,0.6642,"ALABAMA",,,,
02,20200101,1.2688,"ALASKA",,,,
03,20200101,0.9169,"ARIZONA",,,,
04,20200101,0.7278,"ARKANSAS",,,,
05,20200101,1.2890,"CALIFORNIA",,,,
06,20200101,1.0081,"COLORADO",,,,
07,20200101,1.0301,"CONNECTICUT",,,,
10,20200101,0.8190,"FLORIDA",,,,
11,20200101,0.7404,"GEORGIA",,,,
12,20200101,1.2238,"HAWAII",,,,
13,20200101,0.8009,"IDAHO",,,,
14,20200101,0.8242,"ILLINOIS",,,,
15,20200101,0.8319,"INDIANA",,,,
16,20200101,0.8402,"IOWA",,,,
17,20200101,0.7667,"KANSAS",,,,
18,20200101,0.7981,"KENTUCKY",,,,
19,20200101,0.6956,"LOUISIANA",,,,
20,20200101,0.8411,"MAINE",,,,
21,20200101,0.8846,"MARYLAND",,,,
22,20200101,1.1059,"MASSACHUSETTS",,,,
23,20200101,0.8368,"MICHIGAN",,,,
24,20200101,0.9045,"MINNESOTA",,,,
25,20200101,0.7497,"MISSISSIPPI",,,,
26,20200101,0.7855,"MISSOURI",,,,
27,20200101,0.8692,"MONTANA",,,,
28,20200101,0.8934,"NEBRASKA",,,,
29,20200101,0.8988,"NEVADA",,,,
30,20200101,1.0057,"NEW HAMPSHIRE",,,,
32,20200101,0.8771,"NEW MEXICO",,,,
33,20200101,0.8448,"NEW YORK",,,,
34,20200101,0.7798,"NORTH CAROLINA",,,,
35,20200101,0.8504,"NORTH DAKOTA",,,,
36,20200101,0.8104,"OHIO",,,,
37,20200101,0.7703,"OKLAHOMA",,,,
38,20200101,1.0561,"OREGON",,,,
39,20200101,0.7984,"PENNSYLVANIA",,,,
40,20200101,0.5000,"PUERTO RICO",,,,
42,20200101,0.8305,"SOUTH CAROLINA",,,,
43,20200101,0.7886,"SOUTH DAKOTA",,,,
44,20200101,0.7076,"TENNESSEE",,,,
45,20200101,0.8131,"TEXAS",,,,
46,20200101,0.8896,"UTAH",,,,
47,20200101,0.9611,"VERMONT",,,,
48,20200101,0.6964,"VIRGIN ISLANDS",,,,
49,20200101,0.7669,"VIRGINIA",,,,
50,20200101,1.0179,"WASHINGTON",,,,
51,20200101,0.7300,"WEST VIRGINIA",,,,
52,20200101,0.8832,"WISCONSIN",,,,
53,20200101,0.9602,"WYOMING",,,,
64,20200101,0.9611,"AMERICAN SAMOA",,,,
65,20200101,0.9611,"GUAM",,,,
66,20200101,0.9611,"NORTHERN MARIANA ISLANDS",,,,
10180,20200101,0.8520,"Abilene, TX",,,,
10380,20200101,0.5000,"Aguadilla-Isabela, PR",,,,
10420,20200101,0.8332,"Akron, OH",,,,
10500,20200101,0.8070,"Albany, GA",,,,
10540,20200101,1.0831,"Albany, OR",,,,
10580,20200101,0.8239,"Albany-Schenectady-Troy, NY",,,,
10740,20200101,0.9081,"Albuquerque, NM",,,,
10780,20200101,0.8554,"Alexandria, LA",,,,
10900,20200101,0.9470,"Allentown-Bethlehem-Easton, PA-NJ",,,,
