code,effectiveDate,weight,threshold
1FC11,20260101,1.0804,4
1FC21,20260101,1.1372,4
1FC31,20260101,1.2794,4
2FC11,20260101,1.2847,4
2FC21,20260101,1.3414,4
2FC31,20260101,1.4837,4
3FC11,20260101,0.7480,2
3FC21,20260101,0.8047,2
3FC31,20260101,0.9469,2
4FC11,20260101,1.2162,3
4FC21,20260101,1.2730,3
4FC31,20260101,1.4152,3
1FA11,20260101,0.8689,3
1FA21,20260101,0.9257,3
1FA31,20260101,1.0679,3
2FA11,20260101,1.0732,3
2FA21,20260101,1.1299,3
2FA31,20260101,1.2721,2
3FA11,20260101,0.5364,2
3FA21,20260101,0.5932,2
3FA31,20260101,0.7354,2
4FA11,20260101,1.0047,3
4FA21,20260101,1.0614,2
4FA31,20260101,1.2036,3
1FB11,20260101,1.0012,4
1FB21,20260101,1.0580,4
1FB31,20260101,1.2002,3
2FB11,20260101,1.2055,3
2FB21,20260101,1.2622,4
2FB31,20260101,1.4045,4
3FB11,20260101,0.6688,2
3FB21,20260101,0.7255,2
3FB31,20260101,0.8677,2
4FB11,20260101,1.1370,3
4FB21,20260101,1.1938,3
4FB31,20260101,1.3360,4
1DC11,20260101,1.0043,2
1DC21,20260101,1.0611,2
1DC31,20260101,1.2033,2
2DC11,20260101,1.2086,3
2DC21,20260101,1.2653,3
2DC31,20260101,1.4076,3
3DC11,20260101,0.6719,2
3DC21,20260101,0.7286,2
3DC31,20260101,0.8708,2
4DC11,20260101,1.1401,2
4DC21,20260101,1.1969,2
4DC31,20260101,1.3391,2
1DA11,20260101,0.8949,2
1DA21,20260101,0.9516,2
1DA31,20260101,1.0938,2
2DA11,20260101,1.0991,3
2DA21,20260101,1.1559,3
2DA31,20260101,1.2981,3
3DA11,20260101,0.5624,2
3DA21,20260101,0.6192,2
3DA31,20260101,0.7614,2
4DA11,20260101,1.0306,2
4DA21,20260101,1.0874,2
4DA31,20260101,1.2296,3
1DB11,20260101,1.0374,2
1DB21,20260101,1.0941,2
1DB31,20260101,1.2363,2
2DB11,20260101,1.2416,3
2DB21,20260101,1.2984,3
2DB31,20260101,1.4406,3
3DB11,20260101,0.7049,2
3DB21,20260101,0.7616,2
3DB31,20260101,0.9039,2
4DB11,20260101,1.1731,3
4DB21,20260101,1.2299,3
4DB31,20260101,1.3721,3
1HC11,20260101,1.1020,4
1HC21,20260101,1.1588,3
1HC31,20260101,1.3010,3
2HC11,20260101,1.3063,4
2HC21,20260101,1.3630,4
2HC31,20260101,1.5053,4
3HC11,20260101,0.7696,2
3HC21,20260101,0.8263,2
3HC31,20260101,0.9685,3
4HC11,20260101,1.2378,3
4HC21,20260101,1.2946,3
4HC31,20260101,1.4368,3
1HA11,20260101,0.8972,4
1HA21,20260101,0.9540,3
1HA31,20260101,1.0962,4
2HA11,20260101,1.1015,3
2HA21,20260101,1.1582,4
2HA31,20260101,1.3004,4
3HA11,20260101,0.5647,2
3HA21,20260101,0.6215,2
3HA31,20260101,0.7637,2
4HA11,20260101,1.0330,3
4HA21,20260101,1.0897,3
4HA31,20260101,1.2320,3
1HB11,20260101,0.9949,4
1HB21,20260101,1.0517,4
1HB31,20260101,1.1939,3
2HB11,20260101,1.1992,4
2HB21,20260101,1.2559,4
2HB31,20260101,1.3982,4
3HB11,20260101,0.6625,2
3HB21,20260101,0.7192,2
3HB31,20260101,0.8614,2
4HB11,20260101,1.1307,3
4HB21,20260101,1.1875,3
4HB31,20260101,1.3297,3
1IC11,20260101,1.3161,4
1IC21,20260101,1.3728,4
1IC31,20260101,1.5151,4
2IC11,20260101,1.5203,4
2IC21,20260101,1.5771,4
2IC31,20260101,1.7193,4
3IC11,20260101,0.9836,3
3IC21,20260101,1.0404,3
3IC31,20260101,1.1826,3
4IC11,20260101,1.4519,4
4IC21,20260101,1.5086,4
4IC31,20260101,1.6508,4
1IA11,20260101,1.1921,4
1IA21,20260101,1.2489,4
1IA31,20260101,1.3911,4
2IA11,20260101,1.3964,3
2IA21,20260101,1.4531,4
2IA31,20260101,1.5954,4
3IA11,20260101,0.8597,3
3IA21,20260101,0.9164,3
3IA31,20260101,1.0586,3
4IA11,20260101,1.3279,3
4IA21,20260101,1.3847,3
4IA31,20260101,1.5269,3
1IB11,20260101,1.2361,5
1IB21,20260101,1.2929,4
1IB31,20260101,1.4351,4
2IB11,20260101,1.4404,4
2IB21,20260101,1.4971,4
2IB31,20260101,1.6393,4
3IB11,20260101,0.9036,3
3IB21,20260101,0.9604,3
3IB31,20260101,1.1026,3
4IB11,20260101,1.3719,4
4IB21,20260101,1.4286,3
4IB31,20260101,1.5709,4
1JC11,20260101,1.1020,3
1JC21,20260101,1.1588,3
1JC31,20260101,1.3010,2
2JC11,20260101,1.3063,3
2JC21,20260101,1.3630,3
2JC31,20260101,1.5053,3
3JC11,20260101,0.7696,2
3JC21,20260101,0.8263,2
3JC31,20260101,0.9685,2
4JC11,20260101,1.2378,3
4JC21,20260101,1.2946,3
4JC31,20260101,1.4368,3
1JA11,20260101,0.8912,2
1JA21,20260101,0.9479,2
1JA31,20260101,1.0902,3
2JA11,20260101,1.0954,3
2JA21,20260101,1.1522,3
2JA31,20260101,1.2944,3
3JA11,20260101,0.5587,2
3JA21,20260101,0.6155,2
3JA31,20260101,0.7577,2
4JA11,20260101,1.0270,3
4JA21,20260101,1.0837,3
4JA31,20260101,1.2259,3
1JB11,20260101,0.9957,3
1JB21,20260101,1.0524,2
1JB31,20260101,1.1947,3
2JB11,20260101,1.1999,3
2JB21,20260101,1.2567,3
2JB31,20260101,1.3989,4
3JB11,20260101,0.6632,2
3JB21,20260101,0.7200,2
3JB31,20260101,0.8622,2
4JB11,20260101,1.1315,3
4JB21,20260101,1.1882,3
4JB31,20260101,1.3304,3
1KC11,20260101,1.1546,2
1KC21,20260101,1.2113,2
1KC31,20260101,1.3535,2
