code,effectiveDate,weight,threshold
2LA21,20240101,1.1892,3
2LA31,20240101,1.3480,4
3LA11,20240101,0.5574,2
3LA21,20240101,0.6135,2
3LA31,20240101,0.7723,2
4LA11,20240101,1.0445,3
4LA21,20240101,1.1006,3
4LA31,20240101,1.2594,3
1LB11,20240101,1.0263,4
1LB21,20240101,1.0825,3
1LB31,20240101,1.2413,3
2LB11,20240101,1.2413,4
2LB21,20240101,1.2974,4
2LB31,20240101,1.4562,4
3LB11,20240101,0.6656,2
3LB21,20240101,0.7218,2
3LB31,20240101,0.8805,2
4LB11,20240101,1.1527,3
4LB21,20240101,1.2089,3
4LB31,20240101,1.3676,4
1GC11,20240101,1.1505,3
1GC21,20240101,1.2067,2
1GC31,20240101,1.3655,3
2GC11,20240101,1.3654,4
2GC21,20240101,1.4216,4
2GC31,20240101,1.5804,4
3GC11,20240101,0.7898,2
3GC21,20240101,0.8459,2
3GC31,20240101,1.0047,2
4GC11,20240101,1.2769,3
4GC21,20240101,1.3330,3
4GC31,20240101,1.4918,4
1GA11,20240101,0.8974,2
1GA21,20240101,0.9536,2
1GA31,20240101,1.1124,2
2GA11,20240101,1.1124,3
2GA21,20240101,1.1685,3
2GA31,20240101,1.3273,4
3GA11,20240101,0.5367,2
3GA21,20240101,0.5929,2
3GA31,20240101,0.7517,2
4GA11,20240101,1.0238,3
4GA21,20240101,1.0800,3
4GA31,20240101,1.2388,3
1GB11,20240101,1.0244,2
1GB21,20240101,1.0806,2
1GB31,20240101,1.2394,2
2GB11,20240101,1.2393,4
2GB21,20240101,1.2955,4
2GB31,20240101,1.4543,5
3GB11,20240101,0.6637,2
3GB21,20240101,0.7198,2
3GB31,20240101,0.8786,2
4GB11,20240101,1.1508,3
4GB21,20240101,1.2069,3
4GB31,20240101,1.3657,4
1EC11,20240101,1.2024,5
1EC21,20240101,1.2586,4
1EC31,20240101,1.4174,4
2EC11,20240101,1.4174,5
2EC21,20240101,1.4735,5
2EC31,20240101,1.6323,5
3EC11,20240101,0.8417,2
3EC21,20240101,0.8979,2
3EC31,20240101,1.0567,3
4EC11,20240101,1.3288,4
4EC21,20240101,1.3850,4
4EC31,20240101,1.5437,4
1EA11,20240101,0.9895,4
1EA21,20240101,1.0456,4
1EA31,20240101,1.2044,4
2EA11,20240101,1.2044,5
2EA21,20240101,1.2606,5
2EA31,20240101,1.4194,5
3EA11,20240101,0.6287,2
3EA21,20240101,0.6849,2
3EA31,20240101,0.8437,2
4EA11,20240101,1.1158,4
4EA21,20240101,1.1720,4
4EA31,20240101,1.3308,4
1EB11,20240101,1.0644,5
1EB21,20240101,1.1206,4
1EB31,20240101,1.2794,4
2EB11,20240101,1.2794,5
2EB21,20240101,1.3355,5
2EB31,20240101,1.4943,5
3EB11,20240101,0.7037,2
3EB21,20240101,0.7599,2
3EB31,20240101,0.9187,2
4EB11,20240101,1.1908,4
4EB21,20240101,1.2470,4
4EB31,20240101,1.4058,4
1BC11,20240101,1.3263,4
1BC21,20240101,1.3825,4
1BC31,20240101,1.5413,4
2BC11,20240101,1.5412,5
2BC21,20240101,1.5974,5
2BC31,20240101,1.7562,5
3BC11,20240101,0.9656,2
3BC21,20240101,1.0217,3
3BC31,20240101,1.1805,3
4BC11,20240101,1.4527,4
4BC21,20240101,1.5088,4
4BC31,20240101,1.6676,4
1BA11,20240101,1.0817,4
1BA21,20240101,1.1379,4
1BA31,20240101,1.2967,4
2BA11,20240101,1.2967,4
2BA21,20240101,1.3528,4
2BA31,20240101,1.5116,5
3BA11,20240101,0.7210,2
3BA21,20240101,0.7772,2
3BA31,20240101,0.9360,2
4BA11,20240101,1.2081,3
4BA21,20240101,1.2643,4
4BA31,20240101,1.4231,4
1BB11,20240101,1.1933,4
1BB21,20240101,1.2495,4
1BB31,20240101,1.4083,4
2BB11,20240101,1.4083,5
2BB21,20240101,1.4644,5
2BB31,20240101,1.6232,5
3BB11,20240101,0.8326,2
3BB21,20240101,0.8888,2
3BB31,20240101,1.0476,2
4BB11,20240101,1.3197,4
4BB21,20240101,1.3759,4
4BB31,20240101,1.5347,4
1CC11,20240101,1.5022,4
1CC21,20240101,1.5584,4
1CC31,20240101,1.7171,4
2CC11,20240101,1.7171,5
2CC21,20240101,1.7733,4
2CC31,20240101,1.9321,4
3CC11,20240101,1.1415,3
3CC21,20240101,1.1976,3
3CC31,20240101,1.3564,3
4CC11,20240101,1.6286,4
4CC21,20240101,1.6847,4
4CC31,20240101,1.8435,4
1CA11,20240101,1.2677,4
1CA21,20240101,1.3239,4
1CA31,20240101,1.4826,4
2CA11,20240101,1.4826,4
2CA21,20240101,1.5388,4
2CA31,20240101,1.6976,4
3CA11,20240101,0.9070,2
3CA21,20240101,0.9631,3
3CA31,20240101,1.1219,3
4CA11,20240101,1.3940,3
4CA21,20240101,1.4502,4
4CA31,20240101,1.6090,4
1CB11,20240101,1.3725,4
1CB21,20240101,1.4287,4
1CB31,20240101,1.5875,4
2CB11,20240101,1.5875,4
2CB21,20240101,1.6436,5
2CB31,20240101,1.8024,4
3CB11,20240101,1.0118,3
3CB21,20240101,1.0680,3
3CB31,20240101,1.2268,3
4CB11,20240101,1.4989,4
4CB21,20240101,1.5551,4
4CB31,20240101,1.7139,4
