code,effectiveDate,weight,threshold
1FC11,20230101,1.1009,4
1FC21,20230101,1.1591,4
1FC31,20230101,1.3019,4
2FC11,20230101,1.3208,4
2FC21,20230101,1.379,4
2FC31,20230101,1.5218,4
3FC11,20230101,0.7342,2
3FC21,20230101,0.7924,2
3FC31,20230101,0.9352,2
4FC11,20230101,1.2357,3
4FC21,20230101,1.294,3
4FC31,20230101,1.4368,3
1FA11,20230101,0.8691,3
1FA21,20230101,0.9273,3
1FA31,20230101,1.0701,3
2FA11,20230101,1.089,3
2FA21,20230101,1.1472,3
2FA31,20230101,1.29,3
3FA11,20230101,0.5023,2
3FA21,20230101,0.5606,2
3FA31,20230101,0.7034,2
4FA11,20230101,1.0039,2
4FA21,20230101,1.0622,3
4FA31,20230101,1.205,3
1FB11,20230101,1.0042,4
1FB21,20230101,1.0624,4
1FB31,20230101,1.2052,4
2FB11,20230101,1.2241,3
2FB21,20230101,1.2823,4
2FB31,20230101,1.4251,4
3FB11,20230101,0.6375,2
3FB21,20230101,0.6957,2
3FB31,20230101,0.8385,2
4FB11,20230101,1.139,3
4FB21,20230101,1.1973,3
4FB31,20230101,1.3401,3
1DC11,20230101,0.9991,2
1DC21,20230101,1.0573,2
1DC31,20230101,1.2001,2
2DC11,20230101,1.219,3
2DC21,20230101,1.2772,3
2DC31,20230101,1.42,4
3DC11,20230101,0.6324,2
3DC21,20230101,0.6906,2
3DC31,20230101,0.8334,2
4DC11,20230101,1.134,3
4DC21,20230101,1.1922,3
4DC31,20230101,1.335,3
1DA11,20230101,0.8765,2
1DA21,20230101,0.9347,2
1DA31,20230101,1.0775,2
2DA11,20230101,1.0964,3
2DA21,20230101,1.1546,3
2DA31,20230101,1.2974,3
3DA11,20230101,0.5098,2
3DA21,20230101,0.568,2
3DA31,20230101,0.7108,2
4DA11,20230101,1.0113,2
4DA21,20230101,1.0696,2
4DA31,20230101,1.2124,3
1DB11,20230101,1.0219,2
1DB21,20230101,1.0801,2
1DB31,20230101,1.2229,2
2DB11,20230101,1.2418,4
2DB21,20230101,1.3,4
2DB31,20230101,1.4428,4
3DB11,20230101,0.6552,2
3DB21,20230101,0.7134,2
3DB31,20230101,0.8562,2
4DB11,20230101,1.1568,3
4DB21,20230101,1.215,3
4DB31,20230101,1.3578,3
1HC11,20230101,1.1357,4
1HC21,20230101,1.1939,3
1HC31,20230101,1.3367,3
2HC11,20230101,1.3556,4
2HC21,20230101,1.4138,4
2HC31,20230101,1.5566,4
3HC11,20230101,0.7689,2
3HC21,20230101,0.8272,2
3HC31,20230101,0.97,3
4HC11,20230101,1.2705,4
4HC21,20230101,1.3288,3
4HC31,20230101,1.4716,4
1HA11,20230101,0.9025,4
1HA21,20230101,0.9608,3
1HA31,20230101,1.1036,3
2HA11,20230101,1.1224,3
2HA21,20230101,1.1807,4
2HA31,20230101,1.3235,4
3HA11,20230101,0.5358,2
3HA21,20230101,0.5941,2
3HA31,20230101,0.7368,2
4HA11,20230101,1.0374,3
4HA21,20230101,1.0957,3
4HA31,20230101,1.2384,3
1HB11,20230101,1.0198,4
1HB21,20230101,1.0781,4
1HB31,20230101,1.2209,4
2HB11,20230101,1.2397,4
2HB21,20230101,1.298,4
2HB31,20230101,1.4408,4
3HB11,20230101,0.6531,2
3HB21,20230101,0.7114,2
3HB31,20230101,0.8541,2
4HB11,20230101,1.1547,4
4HB21,20230101,1.213,3
4HB31,20230101,1.3557,4
1IC11,20230101,1.3363,4
1IC21,20230101,1.3945,4
1IC31,20230101,1.5373,4
2IC11,20230101,1.5562,4
2IC21,20230101,1.6144,4
2IC31,20230101,1.7572,4
3IC11,20230101,0.9696,3
3IC21,20230101,1.0278,3
3IC31,20230101,1.1706,3
4IC11,20230101,1.4712,4
4IC21,20230101,1.5294,4
4IC31,20230101,1.6722,4
1IA11,20230101,1.1616,4
1IA21,20230101,1.2198,4
1IA31,20230101,1.3626,3
2IA11,20230101,1.3815,3
2IA21,20230101,1.4397,3
2IA31,20230101,1.5825,4
3IA11,20230101,0.7949,3
3IA21,20230101,0.8531,2
3IA31,20230101,0.9959,3
4IA11,20230101,1.2965,3
4IA21,20230101,1.3547,3
4IA31,20230101,1.4975,3
1IB11,20230101,1.2302,4
1IB21,20230101,1.2884,4
1IB31,20230101,1.4312,4
2IB11,20230101,1.4501,4
2IB21,20230101,1.5083,4
2IB31,20230101,1.6511,4
3IB11,20230101,0.8635,3
3IB21,20230101,0.9217,3
3IB31,20230101,1.0645,3
4IB11,20230101,1.3651,4
4IB21,20230101,1.4233,3
4IB31,20230101,1.5661,4
1JC11,20230101,1.1114,3
1JC21,20230101,1.1697,2
1JC31,20230101,1.3124,2
2JC11,20230101,1.3313,4
2JC21,20230101,1.3896,3
2JC31,20230101,1.5323,3
3JC11,20230101,0.7447,2
3JC21,20230101,0.8029,2
3JC31,20230101,0.9457,2
4JC11,20230101,1.2463,3
4JC21,20230101,1.3045,3
4JC31,20230101,1.4473,3
1JA11,20230101,0.8857,3
1JA21,20230101,0.9439,2
1JA31,20230101,1.0867,2
2JA11,20230101,1.1056,3
2JA21,20230101,1.1638,3
2JA31,20230101,1.3066,4
3JA11,20230101,0.519,2
3JA21,20230101,0.5772,2
3JA31,20230101,0.72,2
4JA11,20230101,1.0206,3
4JA21,20230101,1.0788,3
4JA31,20230101,1.2216,3
1JB11,20230101,1.0253,3
1JB21,20230101,1.0835,3
1JB31,20230101,1.2263,3
2JB11,20230101,1.2452,4
2JB21,20230101,1.3034,4
2JB31,20230101,1.4462,4
3JB11,20230101,0.6585,2
3JB21,20230101,0.7168,2
3JB31,20230101,0.8596,2
4JB11,20230101,1.1601,3
4JB21,20230101,1.2184,3
4JB31,20230101,1.3612,4
1KC11,20230101,1.1453,2
1KC21,20230101,1.2035,2
1KC31,20230101,1.3463,2
2KC11,20230101,1.3652,3
2KC21,20230101,1.4234,3
2KC31,20230101,1.5662,3
3KC11,20230101,0.7786,2
3KC21,20230101,0.8368,2
3KC31,20230101,0.9796,2
4KC11,20230101,1.2802,3
4KC21,20230101,1.3384,3
4KC31,20230101,1.4812,3
1KA11,20230101,0.9232,2
1KA21,20230101,0.9815,2
1KA31,20230101,1.1242,2
2KA11,20230101,1.1431,3
2KA21,20230101,1.2013,3
2KA31,20230101,1.3441,3
3KA11,20230101,0.5565,2
3KA21,20230101,0.6147,2
3KA31,20230101,0.7575,2
4KA11,20230101,1.0581,3
4KA21,20230101,1.1163,3
4KA31,20230101,1.2591,3
1KB11,20230101,1.0195,2
1KB21,20230101,1.0777,2
1KB31,20230101,1.2205,2
2KB11,20230101,1.2394,3
2KB21,20230101,1.2976,3
2KB31,20230101,1.4404,4
3KB11,20230101,0.6527,2
3KB21,20230101,0.711,2
3KB31,20230101,0.8538,2
4KB11,20230101,1.1543,3
4KB21,20230101,1.2126,3
4KB31,20230101,1.3554,3
1AC11,20230101,1.1485,4
1AC21,20230101,1.2067,4
1AC31,20230101,1.3495,3
2AC11,20230101,1.3684,4
2AC21,20230101,1.4266,4
2AC31,20230101,1.5694,4
3AC11,20230101,0.7818,2
3AC21,20230101,0.84,2
3AC31,20230101,0.9828,2
4AC11,20230101,1.2834,3
4AC21,20230101,1.3416,3
4AC31,20230101,1.4844,4
1AA11,20230101,0.9364,3
1AA21,20230101,0.9947,3
1AA31,20230101,1.1375,3
2AA11,20230101,1.1563,3
2AA21,20230101,1.2146,3
2AA31,20230101,1.3574,4
3AA11,20230101,0.5697,2
3AA21,20230101,0.628,2
3AA31,20230101,0.7707,2
4AA11,20230101,1.0713,3
4AA21,20230101,1.1296,3
4AA31,20230101,1.2723,3
1AB11,20230101,1.0374,4
1AB21,20230101,1.0956,4
1AB31,20230101,1.2384,3
2AB11,20230101,1.2573,4
2AB21,20230101,1.3155,4
2AB31,20230101,1.4583,4
3AB11,20230101,0.6707,2
3AB21,20230101,0.7289,2
3AB31,20230101,0.8717,2
4AB11,20230101,1.1723,3
4AB21,20230101,1.2305,3
4AB31,20230101,1.3733,4
1LC11,20230101,1.1489,3
1LC21,20230101,1.2071,3
1LC31,20230101,1.3499,2
2LC11,20230101,1.3688,4
2LC21,20230101,1.427,4
2LC31,20230101,1.5698,4
3LC11,20230101,0.7822,2
3LC21,20230101,0.8404,2
3LC31,20230101,0.9832,2
4LC11,20230101,1.2838,3
4LC21,20230101,1.342,3
4LC31,20230101,1.4848,3
1LA11,20230101,0.9137,2
1LA21,20230101,0.972,2
1LA31,20230101,1.1147,3
2LA11,20230101,1.1336,3
2LA21,20230101,1.1919,4
2LA31,20230101,1.3346,4
3LA11,20230101,0.547,2
3LA21,20230101,0.6052,2
3LA31,20230101,0.748,2
4LA11,20230101,1.0486,3
4LA21,20230101,1.1068,3
4LA31,20230101,1.2496,3
1LB11,20230101,1.0315,3
1LB21,20230101,1.0898,3
1LB31,20230101,1.2326,3
2LB11,20230101,1.2514,4
2LB21,20230101,1.3097,4
2LB31,20230101,1.4524,4
3LB11,20230101,0.6648,2
3LB21,20230101,0.7231,2
3LB31,20230101,0.8658,2
