code,effectiveDate,weight,threshold
4LB11,20230101,1.1664,3
4LB21,20230101,1.2247,3
4LB31,20230101,1.3674,4
1GC11,20230101,1.174,3
1GC21,20230101,1.2322,2
1GC31,20230101,1.375,2
2GC11,20230101,1.3938,4
2GC21,20230101,1.4521,4
2GC31,20230101,1.5949,4
3GC11,20230101,0.8072,2
3GC21,20230101,0.8655,2
3GC31,20230101,1.0082,2
4GC11,20230101,1.3088,3
4GC21,20230101,1.3671,4
4GC31,20230101,1.5098,4
1GA11,20230101,0.9067,2
1GA21,20230101,0.9649,2
1GA31,20230101,1.1077,2
2GA11,20230101,1.1266,3
2GA21,20230101,1.1848,3
2GA31,20230101,1.3276,4
3GA11,20230101,0.5399,2
3GA21,20230101,0.5982,2
3GA31,20230101,0.741,2
4GA11,20230101,1.0415,3
4GA21,20230101,1.0998,3
4GA31,20230101,1.2426,4
1GB11,20230101,1.0347,2
1GB21,20230101,1.0929,2
1GB31,20230101,1.2357,2
2GB11,20230101,1.2546,4
2GB21,20230101,1.3128,4
2GB31,20230101,1.4556,5
3GB11,20230101,0.668,2
3GB21,20230101,0.7262,2
3GB31,20230101,0.869,2
4GB11,20230101,1.1696,3
4GB21,20230101,1.2278,3
4GB31,20230101,1.3706,4
1EC11,20230101,1.2271,4
1EC21,20230101,1.2854,4
1EC31,20230101,1.4281,4
2EC11,20230101,1.447,5
2EC21,20230101,1.5053,5
2EC31,20230101,1.648,5
3EC11,20230101,0.8604,2
3EC21,20230101,0.9186,2
3EC31,20230101,1.0614,3
4EC11,20230101,1.362,4
4EC21,20230101,1.4202,4
4EC31,20230101,1.563,5
1EA11,20230101,1.0084,4
1EA21,20230101,1.0666,4
1EA31,20230101,1.2094,4
2EA11,20230101,1.2283,5
2EA21,20230101,1.2865,5
2EA31,20230101,1.4293,5
3EA11,20230101,0.6416,2
3EA21,20230101,0.6999,2
3EA31,20230101,0.8427,2
4EA11,20230101,1.1432,4
4EA21,20230101,1.2015,4
4EA31,20230101,1.3443,4
1EB11,20230101,1.0936,5
1EB21,20230101,1.1519,4
1EB31,20230101,1.2946,4
2EB11,20230101,1.3135,5
2EB21,20230101,1.3718,5
2EB31,20230101,1.5145,5
3EB11,20230101,0.7269,2
3EB21,20230101,0.7851,2
3EB31,20230101,0.9279,2
4EB11,20230101,1.2285,4
4EB21,20230101,1.2867,4
4EB31,20230101,1.4295,4
1BC11,20230101,1.3547,4
1BC21,20230101,1.413,4
1BC31,20230101,1.5557,4
2BC11,20230101,1.5746,5
2BC21,20230101,1.6328,5
2BC31,20230101,1.7756,4
3BC11,20230101,0.988,2
3BC21,20230101,1.0462,3
3BC31,20230101,1.189,3
4BC11,20230101,1.4896,4
4BC21,20230101,1.5478,4
4BC31,20230101,1.6906,4
1BA11,20230101,1.094,4
1BA21,20230101,1.1523,4
1BA31,20230101,1.2951,4
2BA11,20230101,1.3139,4
2BA21,20230101,1.3722,4
2BA31,20230101,1.515,5
3BA11,20230101,0.7273,2
3BA21,20230101,0.7856,2
3BA31,20230101,0.9283,2
4BA11,20230101,1.2289,4
4BA21,20230101,1.2872,4
4BA31,20230101,1.4299,4
1BB11,20230101,1.2124,4
1BB21,20230101,1.2707,4
1BB31,20230101,1.4134,4
2BB11,20230101,1.4323,5
2BB21,20230101,1.4905,5
2BB31,20230101,1.6333,5
3BB11,20230101,0.8457,2
3BB21,20230101,0.9039,2
3BB31,20230101,1.0467,2
4BB11,20230101,1.3473,4
4BB21,20230101,1.4055,4
4BB31,20230101,1.5483,4
1CC11,20230101,1.5148,4
1CC21,20230101,1.573,4
1CC31,20230101,1.7158,4
2CC11,20230101,1.7347,5
2CC21,20230101,1.7929,4
2CC31,20230101,1.9357,4
3CC11,20230101,1.1481,3
3CC21,20230101,1.2063,3
3CC31,20230101,1.3491,3
4CC11,20230101,1.6497,4
4CC21,20230101,1.7079,4
4CC31,20230101,1.8507,4
1CA11,20230101,1.2725,4
1CA21,20230101,1.3308,4
1CA31,20230101,1.4735,4
2CA11,20230101,1.4924,4
2CA21,20230101,1.5507,4
2CA31,20230101,1.6934,4
3CA11,20230101,0.9058,2
3CA21,20230101,0.964,3
3CA31,20230101,1.1068,3
4CA11,20230101,1.4074,3
4CA21,20230101,1.4656,4
4CA31,20230101,1.6084,4
1CB11,20230101,1.3822,4
1CB21,20230101,1.4404,4
1CB31,20230101,1.5832,4
2CB11,20230101,1.6021,4
2CB21,20230101,1.6603,5
2CB31,20230101,1.8031,5
3CB11,20230101,1.0154,3
3CB21,20230101,1.0737,3
3CB31,20230101,1.2165,3
4CB11,20230101,1.517,4
4CB21,20230101,1.5753,4
4CB31,20230101,1.7181,4
