code,effectiveDate,weight,threshold
4CA11,20220101,1.3632,3
4CA21,20220101,1.4276,3
4CA31,20220101,1.5829,3
4CB11,20220101,1.4824,4
4CB21,20220101,1.5467,4
4CB31,20220101,1.7020,4
4CC11,20220101,1.6069,4
4CC21,20220101,1.6712,4
4CC31,20220101,1.8265,4
4DA11,20220101,0.9922,2
4DA21,20220101,1.0565,2
4DA31,20220101,1.2118,2
4DB11,20220101,1.1331,3
4DB21,20220101,1.1974,3
4DB31,20220101,1.3527,3
4DC11,20220101,1.1028,3
4DC21,20220101,1.1671,3
4DC31,20220101,1.3224,3
4EA11,20220101,1.1385,4
4EA21,20220101,1.2028,3
4EA31,20220101,1.3581,4
4EB11,20220101,1.2414,4
4EB21,20220101,1.3057,4
4EB31,20220101,1.4610,4
4EC11,20220101,1.4030,4
4EC21,20220101,1.4673,4
4EC31,20220101,1.6226,5
4FA11,20220101,0.9837,2
4FA21,20220101,1.0480,2
4FA31,20220101,1.2033,2
4FB11,20220101,1.1381,3
4FB21,20220101,1.2024,3
4FB31,20220101,1.3577,3
4FC11,20220101,1.2292,3
4FC21,20220101,1.2935,3
4FC31,20220101,1.4488,3
4GA11,20220101,1.0080,3
4GA21,20220101,1.0723,3
4GA31,20220101,1.2276,4
4GB11,20220101,1.1619,3
4GB21,20220101,1.2262,4
4GB31,20220101,1.3815,4
4GC11,20220101,1.3259,4
4GC21,20220101,1.3902,4
4GC31,20220101,1.5455,4
4HA11,20220101,1.0330,3
4HA21,20220101,1.0974,3
4HA31,20220101,1.2526,3
4HB11,20220101,1.1544,3
4HB21,20220101,1.2187,3
4HB31,20220101,1.3740,4
4HC11,20220101,1.2656,4
4HC21,20220101,1.3300,3
4HC31,20220101,1.4853,4
4IA11,20220101,1.2632,3
4IA21,20220101,1.3275,3
4IA31,20220101,1.4828,3
4IB11,20220101,1.3808,3
4IB21,20220101,1.4452,3
4IB31,20220101,1.6005,4
4IC11,20220101,1.4543,4
4IC21,20220101,1.5187,3
4IC31,20220101,1.6740,3
4JA11,20220101,1.0152,3
4JA21,20220101,1.0795,3
4JA31,20220101,1.2348,3
4JB11,20220101,1.1546,3
4JB21,20220101,1.2189,3
4JB31,20220101,1.3742,4
4JC11,20220101,1.2455,3
4JC21,20220101,1.3098,3
4JC31,20220101,1.4651,4
4KA11,20220101,1.0339,2
4KA21,20220101,1.0982,3
4KA31,20220101,1.2535,3
4KB11,20220101,1.1553,3
4KB21,20220101,1.2196,3
4KB31,20220101,1.3749,4
4KC11,20220101,1.2869,3
4KC21,20220101,1.3513,3
4KC31,20220101,1.5066,3
4LA11,20220101,1.0388,3
4LA21,20220101,1.1031,3
4LA31,20220101,1.2584,3
4LB11,20220101,1.1535,3
4LB21,20220101,1.2178,3
4LB31,20220101,1.3731,4
4LC11,20220101,1.2606,3
4LC21,20220101,1.3249,3
4LC31,20220101,1.4802,3
