code,effectiveDate,weight,threshold
1AA11,20220101,0.9503,4
1AA21,20220101,1.0147,4
1AA31,20220101,1.1699,4
1AB11,20220101,1.0672,5
1AB21,20220101,1.1316,5
1AB31,20220101,1.2868,4
1AC11,20220101,1.1748,4
1AC21,20220101,1.2391,4
1AC31,20220101,1.3944,4
1BA11,20220101,1.1280,5
1BA21,20220101,1.1923,5
1BA31,20220101,1.3476,4
1BB11,20220101,1.2600,5
1BB21,20220101,1.3244,5
1BB31,20220101,1.4796,5
1BC11,20220101,1.3847,5
1BC21,20220101,1.4491,5
1BC31,20220101,1.6044,5
1CA11,20220101,1.2442,5
1CA21,20220101,1.3085,4
1CA31,20220101,1.4638,4
1CB11,20220101,1.3633,5
1CB21,20220101,1.4277,5
1CB31,20220101,1.5830,5
1CC11,20220101,1.4878,5
1CC21,20220101,1.5521,5
1CC31,20220101,1.7074,5
1DA11,20220101,0.8731,3
1DA21,20220101,0.9374,3
1DA31,20220101,1.0927,2
1DB11,20220101,1.0140,3
1DB21,20220101,1.0783,3
1DB31,20220101,1.2336,2
1DC11,20220101,0.9837,3
1DC21,20220101,1.0481,2
1DC31,20220101,1.2033,2
1EA11,20220101,1.0194,5
1EA21,20220101,1.0837,5
1EA31,20220101,1.2390,5
1EB11,20220101,1.1223,5
1EB21,20220101,1.1867,5
1EB31,20220101,1.3419,5
1EC11,20220101,1.2839,5
1EC21,20220101,1.3483,5
1EC31,20220101,1.5035,5
1FA11,20220101,0.8646,3
1FA21,20220101,0.9289,4
1FA31,20220101,1.0842,3
1FB11,20220101,1.0190,4
1FB21,20220101,1.0833,4
1FB31,20220101,1.2386,5
1FC11,20220101,1.1101,4
1FC21,20220101,1.1744,4
1FC31,20220101,1.3297,4
1GA11,20220101,0.8889,3
1GA21,20220101,0.9532,3
1GA31,20220101,1.1085,4
1GB11,20220101,1.0428,4
1GB21,20220101,1.1072,4
1GB31,20220101,1.2625,5
1GC11,20220101,1.2068,4
1GC21,20220101,1.2711,5
1GC31,20220101,1.4264,4
1HA11,20220101,0.9139,4
1HA21,20220101,0.9783,4
1HA31,20220101,1.1336,4
1HB11,20220101,1.0353,5
1HB21,20220101,1.0996,5
1HB31,20220101,1.2549,5
1HC11,20220101,1.1466,5
1HC21,20220101,1.2109,5
1HC31,20220101,1.3662,4
1IA11,20220101,1.1441,4
1IA21,20220101,1.2084,4
1IA31,20220101,1.3637,4
1IB11,20220101,1.2618,5
1IB21,20220101,1.3261,5
1IB31,20220101,1.4814,4
1IC11,20220101,1.3353,5
1IC21,20220101,1.3996,5
1IC31,20220101,1.5549,5
1JA11,20220101,0.8961,3
1JA21,20220101,0.9604,3
1JA31,20220101,1.1157,3
1JB11,20220101,1.0355,4
1JB21,20220101,1.0999,4
1JB31,20220101,1.2551,4
1JC11,20220101,1.1264,4
1JC21,20220101,1.1908,3
1JC31,20220101,1.3461,3
1KA11,20220101,0.9148,3
1KA21,20220101,0.9791,3
1KA31,20220101,1.1344,3
1KB11,20220101,1.0362,3
1KB21,20220101,1.1006,3
1KB31,20220101,1.2558,4
1KC11,20220101,1.1679,3
1KC21,20220101,1.2322,3
1KC31,20220101,1.3875,3
1LA11,20220101,0.9197,4
1LA21,20220101,0.9840,4
1LA31,20220101,1.1393,4
1LB11,20220101,1.0344,4
1LB21,20220101,1.0987,5
1LB31,20220101,1.2540,5
1LC11,20220101,1.1415,4
1LC21,20220101,1.2058,4
1LC31,20220101,1.3611,4
2AA11,20220101,1.1634,3
2AA21,20220101,1.2277,3
2AA31,20220101,1.3830,3
2AB11,20220101,1.2803,4
2AB21,20220101,1.3446,4
2AB31,20220101,1.4999,5
2AC11,20220101,1.3879,4
2AC21,20220101,1.4522,4
2AC31,20220101,1.6075,5
2BA11,20220101,1.3410,5
2BA21,20220101,1.4054,5
2BA31,20220101,1.5606,5
2BB11,20220101,1.4731,6
2BB21,20220101,1.5374,6
2BB31,20220101,1.6927,6
2BC11,20220101,1.5978,5
2BC21,20220101,1.6621,5
2BC31,20220101,1.8174,5
2CA11,20220101,1.4572,4
2CA21,20220101,1.5216,4
2CA31,20220101,1.6768,4
2CB11,20220101,1.5764,5
2CB21,20220101,1.6407,5
2CB31,20220101,1.7960,5
2CC11,20220101,1.7009,5
2CC21,20220101,1.7652,5
2CC31,20220101,1.9205,5
2DA11,20220101,1.0862,3
2DA21,20220101,1.1505,3
2DA31,20220101,1.3058,3
2DB11,20220101,1.2271,4
2DB21,20220101,1.2914,4
2DB31,20220101,1.4467,4
2DC11,20220101,1.1968,4
2DC21,20220101,1.2611,4
2DC31,20220101,1.4164,4
2EA11,20220101,1.2324,5
2EA21,20220101,1.2968,5
2EA31,20220101,1.4521,5
2EB11,20220101,1.3354,5
2EB21,20220101,1.3997,6
2EB31,20220101,1.5550,6
2EC11,20220101,1.4970,6
2EC21,20220101,1.5613,6
2EC31,20220101,1.7166,6
2FA11,20220101,1.0777,3
2FA21,20220101,1.1420,3
2FA31,20220101,1.2973,3
2FB11,20220101,1.2321,4
2FB21,20220101,1.2964,4
2FB31,20220101,1.4517,3
2FC11,20220101,1.3232,4
2FC21,20220101,1.3875,4
2FC31,20220101,1.5428,4
2GA11,20220101,1.1019,3
2GA21,20220101,1.1663,4
2GA31,20220101,1.3216,4
2GB11,20220101,1.2559,4
2GB21,20220101,1.3202,5
2GB31,20220101,1.4755,5
2GC11,20220101,1.4199,5
2GC21,20220101,1.4842,5
2GC31,20220101,1.6395,5
2HA11,20220101,1.1270,4
2HA21,20220101,1.1913,4
2HA31,20220101,1.3466,4
2HB11,20220101,1.2484,5
2HB21,20220101,1.3127,4
2HB31,20220101,1.4680,5
2HC11,20220101,1.3596,4
2HC21,20220101,1.4240,4
2HC31,20220101,1.5793,5
2IA11,20220101,1.3572,3
2IA21,20220101,1.4215,3
2IA31,20220101,1.5768,4
2IB11,20220101,1.4748,5
2IB21,20220101,1.5392,4
2IB31,20220101,1.6945,5
2IC11,20220101,1.5483,4
2IC21,20220101,1.6127,4
2IC31,20220101,1.7680,4
2JA11,20220101,1.1092,3
2JA21,20220101,1.1735,3
2JA31,20220101,1.3288,4
2JB11,20220101,1.2486,4
2JB21,20220101,1.3129,4
2JB31,20220101,1.4682,4
2JC11,20220101,1.3395,4
2JC21,20220101,1.4038,4
2JC31,20220101,1.5591,4
2KA11,20220101,1.1278,3
2KA21,20220101,1.1922,3
2KA31,20220101,1.3475,4
2KB11,20220101,1.2493,3
2KB21,20220101,1.3136,4
2KB31,20220101,1.4689,4
2KC11,20220101,1.3809,3
2KC21,20220101,1.4453,3
2KC31,20220101,1.6005,4
2LA11,20220101,1.1327,4
2LA21,20220101,1.1971,4
2LA31,20220101,1.3524,4
2LB11,20220101,1.2474,4
2LB21,20220101,1.3118,4
2LB31,20220101,1.4671,5
2LC11,20220101,1.3546,4
2LC21,20220101,1.4189,4
2LC31,20220101,1.5742,4
3AA11,20220101,0.5566,2
3AA21,20220101,0.6210,2
3AA31,20220101,0.7762,2
3AB11,20220101,0.6735,2
3AB21,20220101,0.7379,2
3AB31,20220101,0.8931,3
3AC11,20220101,0.7811,2
3AC21,20220101,0.8454,2
3AC31,20220101,1.0007,2
3BA11,20220101,0.7343,2
3BA21,20220101,0.7986,2
3BA31,20220101,0.9539,2
3BB11,20220101,0.8663,2
3BB21,20220101,0.9307,2
3BB31,20220101,1.0860,3
3BC11,20220101,0.9910,2
3BC21,20220101,1.0554,3
3BC31,20220101,1.2107,3
3CA11,20220101,0.8505,2
3CA21,20220101,0.9148,3
3CA31,20220101,1.0701,3
3CB11,20220101,0.9696,3
3CB21,20220101,1.0340,3
3CB31,20220101,1.1893,3
3CC11,20220101,1.0941,3
3CC21,20220101,1.1585,3
3CC31,20220101,1.3137,3
3DA11,20220101,0.4794,2
3DA21,20220101,0.5438,2
3DA31,20220101,0.6990,2
3DB11,20220101,0.6203,2
3DB21,20220101,0.6846,2
3DB31,20220101,0.8399,2
3DC11,20220101,0.5900,2
3DC21,20220101,0.6544,2
3DC31,20220101,0.8096,2
3EA11,20220101,0.6257,2
3EA21,20220101,0.6900,2
3EA31,20220101,0.8453,2
3EB11,20220101,0.7286,2
3EB21,20220101,0.7930,2
3EB31,20220101,0.9482,3
3EC11,20220101,0.8902,2
3EC21,20220101,0.9546,2
3EC31,20220101,1.1098,3
3FA11,20220101,0.4709,2
3FA21,20220101,0.5352,2
3FA31,20220101,0.6905,2
3FB11,20220101,0.6253,2
3FB21,20220101,0.6896,2
3FB31,20220101,0.8449,2
3FC11,20220101,0.7164,2
3FC21,20220101,0.7807,2
3FC31,20220101,0.9360,3
3GA11,20220101,0.4952,2
3GA21,20220101,0.5595,2
3GA31,20220101,0.7148,2
3GB11,20220101,0.6491,2
3GB21,20220101,0.7135,2
3GB31,20220101,0.8688,2
3GC11,20220101,0.8131,2
3GC21,20220101,0.8774,2
3GC31,20220101,1.0327,2
3HA11,20220101,0.5202,2
3HA21,20220101,0.5846,2
3HA31,20220101,0.7399,2
3HB11,20220101,0.6416,2
3HB21,20220101,0.7059,2
3HB31,20220101,0.8612,3
3HC11,20220101,0.7529,2
3HC21,20220101,0.8172,2
3HC31,20220101,0.9725,3
3IA11,20220101,0.7504,2
3IA21,20220101,0.8147,2
3IA31,20220101,0.9700,3
3IB11,20220101,0.8681,3
3IB21,20220101,0.9324,3
3IB31,20220101,1.0877,3
3IC11,20220101,0.9416,3
3IC21,20220101,1.0059,3
3IC31,20220101,1.1612,3
3JA11,20220101,0.5024,2
3JA21,20220101,0.5667,2
3JA31,20220101,0.7220,2
3JB11,20220101,0.6418,2
3JB21,20220101,0.7062,2
3JB31,20220101,0.8615,2
3JC11,20220101,0.7327,2
3JC21,20220101,0.7971,2
3JC31,20220101,0.9524,2
3KA11,20220101,0.5211,2
3KA21,20220101,0.5854,2
3KA31,20220101,0.7407,2
3KB11,20220101,0.6425,2
3KB21,20220101,0.7069,2
3KB31,20220101,0.8622,2
3KC11,20220101,0.7742,2
3KC21,20220101,0.8385,2
3KC31,20220101,0.9938,2
3LA11,20220101,0.5260,2
3LA21,20220101,0.5903,2
3LA31,20220101,0.7456,2
3LB11,20220101,0.6407,2
3LB21,20220101,0.7050,2
3LB31,20220101,0.8603,2
3LC11,20220101,0.7478,2
3LC21,20220101,0.8121,2
3LC31,20220101,0.9674,3
4AA11,20220101,1.0694,3
4AA21,20220101,1.1337,3
4AA31,20220101,1.2890,3
4AB11,20220101,1.1863,3
4AB21,20220101,1.2506,3
4AB31,20220101,1.4059,4
4AC11,20220101,1.2939,3
4AC21,20220101,1.3582,3
4AC31,20220101,1.5135,3
4BA11,20220101,1.2470,3
4BA21,20220101,1.3114,4
4BA31,20220101,1.4666,4
4BB11,20220101,1.3791,4
4BB21,20220101,1.4434,4
4BB31,20220101,1.5987,5
4BC11,20220101,1.5038,4
4BC21,20220101,1.5681,4
4BC31,20220101,1.7234,4
