code,category
01063,A
01129,A
05047,C
12075,A
13259,A
13263,C
16077,A
17057,C
17087,C
18047,C
18121,C
18171,C
19015,C
19099,C
20061,C
21043,C
22007,A
22067,A
25011,C
26067,C
26155,C
27075,B
28031,A
28051,A
28131,A
29053,C
29089,C
30095,B
37007,C
37029,C
37077,C
37085,C
39123,C
45027,C
47053,A
47161,C
48203,A
48431,A
51097,C
51113,C
51175,C
51620,C
54035,C
54065,C
55069,C
72001,C
72083,C
