code,effectiveDate,weight,threshold
1IC31,20200101,01.5348,5
1JA11,20200101,00.9559,3
1JA21,20200101,01.0066,3
1JA31,20200101,01.1032,3
1JB11,20200101,01.1106,4
1JB21,20200101,01.1614,4
1JB31,20200101,01.2580,4
1JC11,20200101,01.1975,4
1JC21,20200101,01.2482,3
1JC31,20200101,01.3449,3
1KA11,20200101,00.9888,3
1KA21,20200101,01.0396,3
1KA31,20200101,01.1362,3
1KB11,20200101,01.1147,3
1KB21,20200101,01.1655,3
1KB31,20200101,01.2621,4
1KC11,20200101,01.2283,3
1KC21,20200101,01.2790,3
1KC31,20200101,01.3757,3
1LA11,20200101,00.9633,4
1LA21,20200101,01.0141,4
1LA31,20200101,01.1107,4
1LB11,20200101,01.1011,4
1LB21,20200101,01.1518,5
1LB31,20200101,01.2484,5
1LC11,20200101,01.2089,4
1LC21,20200101,01.2596,4
1LC31,20200101,01.3563,4
2AA11,20200101,01.1925,3
2AA21,20200101,01.2432,3
2AA31,20200101,01.3398,3
2AB11,20200101,01.3255,4
2AB21,20200101,01.3763,4
2AB31,20200101,01.4729,5
2AC11,20200101,01.4237,4
2AC21,20200101,01.4744,4
2AC31,20200101,01.5711,5
2BA11,20200101,01.3729,5
2BA21,20200101,01.4236,5
2BA31,20200101,01.5203,5
2BB11,20200101,01.5326,6
2BB21,20200101,01.5833,6
2BB31,20200101,01.6800,6
2BC11,20200101,01.6349,5
2BC21,20200101,01.6856,5
2BC31,20200101,01.7823,5
2CA11,20200101,01.4269,4
2CA21,20200101,01.4777,4
2CA31,20200101,01.5743,4
2CB11,20200101,01.5712,5
2CB21,20200101,01.6219,5
2CB31,20200101,01.7186,5
2CC11,20200101,01.6957,5
2CC21,20200101,01.7464,5
2CC31,20200101,01.8430,5
2DA11,20200101,01.1331,3
2DA21,20200101,01.1839,3
2DA31,20200101,01.2805,3
2DB11,20200101,01.3266,4
2DB21,20200101,01.3773,4
2DB31,20200101,01.4739,4
2DC11,20200101,01.3888,4
2DC21,20200101,01.4395,4
2DC31,20200101,01.5361,4
2EA11,20200101,01.2614,5
2EA21,20200101,01.3122,5
2EA31,20200101,01.4088,5
2EB11,20200101,01.3716,5
2EB21,20200101,01.4223,6
2EB31,20200101,01.5190,6
2EC11,20200101,01.5266,6
2EC21,20200101,01.5773,6
2EC31,20200101,01.6739,6
2FA11,20200101,01.1085,3
2FA21,20200101,01.1592,3
2FA31,20200101,01.2558,3
2FB11,20200101,01.2708,4
2FB21,20200101,01.3216,4
2FB31,20200101,01.4182,3
2FC11,20200101,01.3599,4
2FC21,20200101,01.4106,4
2FC31,20200101,01.5072,4
2GA11,20200101,01.0918,3
2GA21,20200101,01.1426,4
2GA31,20200101,01.2392,4
2GB11,20200101,01.2448,4
2GB21,20200101,01.2956,5
2GB31,20200101,01.3922,5
2GC11,20200101,01.4027,5
2GC21,20200101,01.4535,5
2GC31,20200101,01.5501,5
2HA11,20200101,01.1469,4
2HA21,20200101,01.1977,4
2HA31,20200101,01.2943,4
2HB11,20200101,01.2980,5
2HB21,20200101,01.3487,4
2HB31,20200101,01.4453,5
2HC11,20200101,01.4098,4
2HC21,20200101,01.4605,4
2HC31,20200101,01.5571,5
2IA11,20200101,01.2780,3
2IA21,20200101,01.3288,3
2IA31,20200101,01.4254,4
2IB11,20200101,01.4513,5
2IB21,20200101,01.5020,4
2IB31,20200101,01.5987,5
2IC11,20200101,01.5675,4
2IC21,20200101,01.6182,4
2IC31,20200101,01.7149,4
2JA11,20200101,01.1360,3
2JA21,20200101,01.1867,3
2JA31,20200101,01.2833,4
2JB11,20200101,01.2907,4
2JB21,20200101,01.3415,4
2JB31,20200101,01.4381,4
2JC11,20200101,01.3776,4
2JC21,20200101,01.4283,4
2JC31,20200101,01.5250,4
2KA11,20200101,01.1689,3
2KA21,20200101,01.2197,3
2KA31,20200101,01.3163,4
2KB11,20200101,01.2948,3
2KB21,20200101,01.3456,4
2KB31,20200101,01.4422,4
2KC11,20200101,01.4084,3
2KC21,20200101,01.4591,3
2KC31,20200101,01.5558,4
2LA11,20200101,01.1434,4
2LA21,20200101,01.1942,4
2LA31,20200101,01.2908,4
2LB11,20200101,01.2812,4
2LB21,20200101,01.3319,4
2LB31,20200101,01.4285,5
2LC11,20200101,01.3890,4
2LC21,20200101,01.4398,4
2LC31,20200101,01.5364,4
3AA11,20200101,00.6063,2
3AA21,20200101,00.6570,2
3AA31,20200101,00.7537,2
3AB11,20200101,00.7394,2
3AB21,20200101,00.7901,2
3AB31,20200101,00.8867,3
3AC11,20200101,00.8375,2
3AC21,20200101,00.8883,2
3AC31,20200101,00.9849,2
3BA11,20200101,00.7867,2
3BA21,20200101,00.8374,2
3BA31,20200101,00.9341,2
3BB11,20200101,00.9464,2
3BB21,20200101,00.9971,2
3BB31,20200101,01.0938,3
3BC11,20200101,01.0487,2
3BC21,20200101,01.0994,3
3BC31,20200101,01.1961,3
3CA11,20200101,00.8408,2
3CA21,20200101,00.8915,3
3CA31,20200101,00.9881,3
3CB11,20200101,00.9850,3
3CB21,20200101,01.0358,3
3CB31,20200101,01.1324,3
3CC11,20200101,01.1095,3
3CC21,20200101,01.1602,3
3CC31,20200101,01.2569,3
3DA11,20200101,00.5470,2
3DA21,20200101,00.5977,2
3DA31,20200101,00.6943,2
3DB11,20200101,00.7404,2
3DB21,20200101,00.7911,2
3DB31,20200101,00.8878,2
3DC11,20200101,00.8026,2
3DC21,20200101,00.8533,2
3DC31,20200101,00.9500,2
3EA11,20200101,00.6753,2
3EA21,20200101,00.7260,2
3EA31,20200101,00.8226,2
3EB11,20200101,00.7854,2
3EB21,20200101,00.8362,2
3EB31,20200101,00.9328,3
3EC11,20200101,00.9404,2
3EC21,20200101,00.9911,2
3EC31,20200101,01.0878,3
3FA11,20200101,00.5223,2
3FA21,20200101,00.5730,2
3FA31,20200101,00.6697,2
3FB11,20200101,00.6847,2
3FB21,20200101,00.7354,2
3FB31,20200101,00.8320,2
3FC11,20200101,00.7737,2
3FC21,20200101,00.8244,2
3FC31,20200101,00.9211,3
3GA11,20200101,00.5057,2
3GA21,20200101,00.5564,2
3GA31,20200101,00.6530,2
3GB11,20200101,00.6587,2
3GB21,20200101,00.7094,2
3GB31,20200101,00.8060,2
3GC11,20200101,00.8166,2
3GC21,20200101,00.8673,2
3GC31,20200101,00.9639,2
3HA11,20200101,00.5608,2
3HA21,20200101,00.6115,2
3HA31,20200101,00.7081,2
3HB11,20200101,00.7118,2
3HB21,20200101,00.7625,2
3HB31,20200101,00.8592,3
3HC11,20200101,00.8236,2
3HC21,20200101,00.8743,2
3HC31,20200101,00.9710,3
3IA11,20200101,00.6919,2
3IA21,20200101,00.7426,2
3IA31,20200101,00.8392,3
3IB11,20200101,00.8651,3
3IB21,20200101,00.9159,3
3IB31,20200101,01.0125,3
3IC11,20200101,00.9813,3
3IC21,20200101,01.0321,3
3IC31,20200101,01.1287,3
3JA11,20200101,00.5498,2
3JA21,20200101,00.6005,2
3JA31,20200101,00.6972,2
3JB11,20200101,00.7046,2
3JB21,20200101,00.7553,2
3JB31,20200101,00.8520,2
3JC11,20200101,00.7914,2
3JC21,20200101,00.8422,2
3JC31,20200101,00.9388,2
3KA11,20200101,00.5828,2
3KA21,20200101,00.6335,2
3KA31,20200101,00.7301,2
3KB11,20200101,00.7087,2
3KB21,20200101,00.7594,2
3KB31,20200101,00.8560,2
3KC11,20200101,00.8222,2
3KC21,20200101,00.8730,2
3KC31,20200101,00.9696,2
3LA11,20200101,00.5573,2
3LA21,20200101,00.6080,2
3LA31,20200101,00.7047,2
3LB11,20200101,00.6950,2
3LB21,20200101,00.7457,2
3LB31,20200101,00.8424,2
3LC11,20200101,00.8029,2
3LC21,20200101,00.8536,2
3LC31,20200101,00.9502,3
4AA11,20200101,01.0538,3
4AA21,20200101,01.1045,3
4AA31,20200101,01.2011,3
4AB11,20200101,01.1868,3
4AB21,20200101,01.2376,3
4AB31,20200101,01.3342,4
4AC11,20200101,01.2850,3
4AC21,20200101,01.3357,3
4AC31,20200101,01.4324,3
4BA11,20200101,01.2342,3
4BA21,20200101,01.2849,4
4BA31,20200101,01.3815,4
4BB11,20200101,01.3939,4
4BB21,20200101,01.4446,4
4BB31,20200101,01.5412,5
4BC11,20200101,01.4962,4
4BC21,20200101,01.5469,4
4BC31,20200101,01.6435,4
4CA11,20200101,01.2882,3
4CA21,20200101,01.3390,3
4CA31,20200101,01.4356,3
4CB11,20200101,01.4325,4
4CB21,20200101,01.4832,4
4CB31,20200101,01.5799,4
4CC11,20200101,01.5570,4
4CC21,20200101,01.6077,4
4CC31,20200101,01.7043,4
4DA11,20200101,00.9944,2
4DA21,20200101,01.0452,2
4DA31,20200101,01.1418,2
4DB11,20200101,01.1878,3
4DB21,20200101,01.2386,3
4DB31,20200101,01.3352,3
4DC11,20200101,01.2500,3
4DC21,20200101,01.3008,3
4DC31,20200101,01.3974,3
4EA11,20200101,01.1227,4
4EA21,20200101,01.1735,3
4EA31,20200101,01.2701,4
4EB11,20200101,01.2329,4
4EB21,20200101,01.2836,4
4EB31,20200101,01.3803,4
4EC11,20200101,01.3879,4
4EC21,20200101,01.4386,4
4EC31,20200101,01.5352,5
4FA11,20200101,00.9698,2
4FA21,20200101,01.0205,2
4FA31,20200101,01.1171,2
4FB11,20200101,01.1321,3
4FB21,20200101,01.1828,3
4FB31,20200101,01.2795,3
4FC11,20200101,01.2212,3
4FC21,20200101,01.2719,3
4FC31,20200101,01.3685,3
4GA11,20200101,00.9531,3
4GA21,20200101,01.0038,3
4GA31,20200101,01.1005,4
4GB11,20200101,01.1061,3
4GB21,20200101,01.1568,4
4GB31,20200101,01.2535,4
4GC11,20200101,01.2640,4
4GC21,20200101,01.3147,4
4GC31,20200101,01.4114,4
4HA11,20200101,01.0082,3
4HA21,20200101,01.0590,3
4HA31,20200101,01.1556,3
4HB11,20200101,01.1593,3
4HB21,20200101,01.2100,3
4HB31,20200101,01.3066,4
4HC11,20200101,01.2711,4
4HC21,20200101,01.3218,3
4HC31,20200101,01.4184,4
4IA11,20200101,01.1393,3
4IA21,20200101,01.1900,3
4IA31,20200101,01.2867,3
4IB11,20200101,01.3126,3
4IB21,20200101,01.3633,3
4IB31,20200101,01.4600,4
4IC11,20200101,01.4288,4
4IC21,20200101,01.4795,3
4IC31,20200101,01.5762,3
4JA11,20200101,00.9973,3
4JA21,20200101,01.0480,3
4JA31,20200101,01.1446,3
4JB11,20200101,01.1520,3
4JB21,20200101,01.2028,3
4JB31,20200101,01.2994,4
4JC11,20200101,01.2389,3
4JC21,20200101,01.2896,3
4JC31,20200101,01.3863,4
4KA11,20200101,01.0302,2
4KA21,20200101,01.0810,3
4KA31,20200101,01.1776,3
4KB11,20200101,01.1561,3
4KB21,20200101,01.2069,3
4KB31,20200101,01.3035,4
4KC11,20200101,01.2697,3
4KC21,20200101,01.3204,3
4KC31,20200101,01.4171,3
4LA11,20200101,01.0047,3
4LA21,20200101,01.0555,3
4LA31,20200101,01.1521,3
4LB11,20200101,01.1425,3
4LB21,20200101,01.1932,3
4LB31,20200101,01.2898,4
4LC11,20200101,01.2503,3
4LC21,20200101,01.3010,3
4LC31,20200101,01.3977,3
