apc,statusIndicator,effectiveDate,paymentRate,nationalCoinsurance,minimumCoinsurance
01502,S,20250101,000075.50,00015.10,00015.10
01503,S,20250101,000150.50,00030.10,00030.10
01504,S,20250101,000250.50,00050.10,00050.10
01505,S,20250101,000350.50,00070.10,00070.10
01506,S,20250101,000450.50,00090.10,00090.10
01507,S,20250101,000550.50,00110.10,00110.10
01508,S,20250101,000650.50,00130.10,00130.10
01509,S,20250101,000750.50,00000.00,00000.00
01510,S,20250101,000850.50,00170.10,00170.10
01511,S,20250101,000950.50,00190.10,00190.10
01512,S,20250101,001050.50,00210.10,00210.10
01513,S,20250101,001150.50,00230.10,00230.10
01514,S,20250101,001250.50,00250.10,00250.10
01515,S,20250101,001350.50,00270.10,00270.10
01516,S,20250101,001450.50,00290.10,00290.10
01517,S,20250101,001550.50,00310.10,00310.10
01518,S,20250101,001650.50,00330.10,00330.10
01519,S,20250101,001750.50,00350.10,00350.10
01520,S,20250101,001850.50,00370.10,00370.10
01521,S,20250101,001950.50,00390.10,00390.10
01522,S,20250101,002250.50,00450.10,00450.10
01523,S,20250101,002750.50,00550.10,00550.10
01524,S,20250101,003250.50,00650.10,00650.10
01525,S,20250101,003750.50,00750.10,00750.10
01526,S,20250101,004250.50,00850.10,00850.10
01527,S,20250101,004750.50,00950.10,00950.10
01528,S,20250101,005250.50,01050.10,01050.10
01529,S,20250101,005750.50,01150.10,01150.10
01530,S,20250101,006250.50,01250.10,01250.10
01531,S,20250101,006750.50,01350.10,01350.10
01532,S,20250101,007250.50,01450.10,01450.10
01533,S,20250101,007750.50,01550.10,01550.10
01534,S,20250101,008250.50,01650.10,01650.10
01535,S,20250101,008750.50,01750.10,01750.10
01536,S,20250101,009250.50,01850.10,01850.10
01537,S,20250101,009750.50,01950.10,01950.10
01539,T,20250101,000075.50,00015.10,00015.10
01540,T,20250101,000150.50,00030.10,00030.10
01541,T,20250101,000250.50,00050.10,00050.10
01542,T,20250101,000350.50,00070.10,00070.10
01543,T,20250101,000450.50,00090.10,00090.10
01544,T,20250101,000550.50,00110.10,00110.10
01545,T,20250101,000650.50,00130.10,00130.10
01546,T,20250101,000750.50,00150.10,00150.10
01547,T,20250101,000850.50,00170.10,00170.10
01548,T,20250101,000950.50,00190.10,00190.10
01549,T,20250101,001050.50,00210.10,00210.10
01550,T,20250101,001150.50,00230.10,00230.10
01551,T,20250101,001250.50,00250.10,00250.10
01552,T,20250101,001350.50,00270.10,00270.10
01553,T,20250101,001450.50,00290.10,00290.10
01554,T,20250101,001550.50,00310.10,00310.10
01555,T,20250101,001650.50,00330.10,00330.10
01556,T,20250101,001750.50,00350.10,00350.10
01557,T,20250101,001850.50,00370.10,00370.10
01558,T,20250101,001950.50,00390.10,00390.10
01559,T,20250101,002250.50,00450.10,00450.10
01560,T,20250101,002750.50,00550.10,00550.10
01561,T,20250101,003250.50,00650.10,00650.10
01562,T,20250101,003750.50,00750.10,00750.10
01563,T,20250101,004250.50,00850.10,00850.10
01564,T,20250101,004750.50,00950.10,00950.10
01565,T,20250101,005250.50,01050.10,01050.10
01566,T,20250101,005750.50,01150.10,01150.10
01567,T,20250101,006250.50,01250.10,01250.10
01568,T,20250101,006750.50,01350.10,01350.10
01569,T,20250101,007250.50,01450.10,01450.10
01570,T,20250101,007750.50,01550.10,01550.10
01571,T,20250101,008250.50,01650.10,01650.10
01572,T,20250101,008750.50,01750.10,01750.10
01573,T,20250101,009250.50,01850.10,01850.10
01574,T,20250101,009750.50,01950.10,01950.10
01575,S,20250101,012500.50,02500.10,02500.10
01576,S,20250101,017500.50,03500.10,03500.10
01577,S,20250101,022500.50,04500.10,04500.10
01578,S,20250101,027500.50,05500.10,05500.10
01579,S,20250101,035000.50,07000.10,07000.10
01580,S,20250101,045000.50,09000.10,09000.10
01581,S,20250101,055000.50,11000.10,11000.10
01582,S,20250101,065000.50,13000.10,13000.10
01583,S,20250101,075000.50,15000.10,15000.10
01584,S,20250101,085000.50,17000.10,17000.10
01585,S,20250101,095000.50,19000.10,19000.10
01589,T,20250101,012500.50,02500.10,02500.10
01590,T,20250101,017500.50,03500.10,03500.10
01591,T,20250101,022500.50,04500.10,04500.10
01592,T,20250101,027500.50,05500.10,05500.10
01593,T,20250101,035000.50,07000.10,07000.10
01594,T,20250101,045000.50,09000.10,09000.10
01595,T,20250101,055000.50,11000.10,11000.10
01596,T,20250101,065000.50,13000.10,13000.10
01597,T,20250101,075000.50,15000.10,15000.10
01598,T,20250101,085000.50,17000.10,17000.10
01599,T,20250101,095000.50,19000.10,19000.10
01608,K,20250101,000790.78,00158.16,00158.16
01609,K,20250101,000034.34,00006.87,00006.87
01613,K,20250101,000077.94,00015.59,00015.59
01630,K,20250101,000139.93,00027.99,00027.99
01643,K,20250101,014774.74,02954.95,02954.95
01656,K,20250101,000002.34,00000.47,00000.47
01658,K,20250101,000050.09,00010.02,00010.02
01660,K,20250101,000028.46,00005.70,00005.70
01662,K,20250101,000001.81,00000.37,00000.37
01664,K,20250101,002194.62,00438.93,00438.93
01670,K,20250101,000581.78,00116.36,00116.36
01675,K,20250101,000179.12,00035.83,00035.83
01683,K,20250101,004588.77,00917.76,00917.76
01685,K,20250101,000003.04,00000.61,00000.61
01686,K,20250101,000007.53,00001.51,00001.51
01687,K,20250101,004888.10,00977.63,00977.63
01688,K,20250101,000491.68,00098.34,00098.34
01689,K,20250101,000006.44,00001.29,00001.29
01690,K,20250101,000032.20,00006.44,00006.44
01694,K,20250101,000009.65,00001.93,00001.93
01696,K,20250101,000033.99,00006.80,00006.80
01700,K,20250101,000042.57,00008.52,00008.52
01701,K,20250101,000055.82,00011.17,00011.17
01704,K,20250101,000001.40,00000.28,00000.28
01705,K,20250101,000002.52,00000.51,00000.51
01710,K,20250101,000014.38,00002.88,00002.88
01712,K,20250101,000013.34,00002.67,00002.67
01745,K,20250101,000165.25,00033.05,00033.05
01746,K,20250101,000017.26,00003.46,00003.46
01747,K,20250101,000683.17,00136.64,00136.64
01748,K,20250101,000000.39,00000.08,00000.08
01761,K,20250101,000001.58,00000.32,00000.32
01809,K,20250101,002337.69,00467.54,00467.54
01822,K,20250101,000000.36,00000.08,00000.08
01823,K,20250101,000015.61,00003.13,00003.13
01824,K,20250101,000003.94,00000.79,00000.79
01825,K,20250101,000100.58,00020.12,00020.12
01826,K,20250101,000017.50,00003.51,00003.51
01827,K,20250101,000003.22,00000.65,00000.65
01829,K,20250101,000024.37,00004.88,00004.88
01832,K,20250101,000715.90,00143.19,00143.19
01836,K,20250101,000040.94,00008.19,00008.19
01844,K,20250101,000002.10,00000.42,00000.42
01846,K,20250101,000001.24,00000.25,00000.25
01847,K,20250101,000013.62,00002.73,00002.73
01848,K,20250101,000138.35,00027.67,00027.67
01849,K,20250101,000050.32,00010.07,00010.07
01850,K,20250101,000049.85,00009.98,00009.98
01851,K,20250101,000498.52,00099.71,00099.71
01852,K,20250101,002203.14,00440.63,00440.63
01853,K,20250101,000002.59,00000.52,00000.52
01856,K,20250101,000001.38,00000.28,00000.28
01857,K,20250101,000009.11,00001.83,00001.83
01859,K,20250101,000001.26,00000.26,00000.26
01861,K,20250101,000012.95,00002.59,00002.59
01901,S,20250101,107500.50,21500.10,21500.10
01902,T,20250101,107500.50,21500.10,21500.10
01903,S,20250101,122500.50,24500.10,24500.10
01904,T,20250101,122500.50,24500.10,24500.10
01905,S,20250101,137500.50,27500.10,27500.10
01906,T,20250101,137500.50,27500.10,27500.10
01907,S,20250101,152500.50,30500.10,30500.10
01908,T,20250101,152500.50,30500.10,30500.10
02038,H,20250101,000000.00,00000.00,00000.00
02039,H,20250101,000000.00,00000.00,00000.00
02040,H,20250101,000000.00,00000.00,00000.00
02041,H,20250101,000000.00,00000.00,00000.00
02042,H,20250101,000000.00,00000.00,00000.00
02043,H,20250101,000000.00,00000.00,00000.00
02044,H,20250101,000000.00,00000.00,00000.00
02045,H,20250101,000000.00,00000.00,00000.00
02046,H,20250101,000000.00,00000.00,00000.00
02047,H,20250101,000000.00,00000.00,00000.00
02048,H1,20250101,000000.00,00000.00,00000.00
02049,H,20250101,000000.00,00000.00,00000.00
02050,H,20250101,000000.00,00000.00,00000.00
02051,H,20250101,000000.00,00000.00,00000.00
02052,H,20250101,000000.00,00000.00,00000.00
02053,H,20250101,000000.00,00000.00,00000.00
02054,H,20250101,000000.00,00000.00,00000.00
02055,H,20250101,000000.00,00000.00,00000.00
02056,H1,20250101,000000.00,00000.00,00000.00
02057,H1,20250101,000000.00,00000.00,00000.00
02058,H1,20250101,000000.00,00000.00,00000.00
02059,H1,20250101,000000.00,00000.00,00000.00
02074,H,20251001,000000.00,00000.00,00000.00
02077,H,20251001,000000.00,00000.00,00000.00
02078,H,20251001,000000.00,00000.00,00000.00
02616,U,20250101,017485.10,03497.02,03497.02
02632,U,20250101,000208.58,00041.72,00041.72
02634,U,20250101,000162.84,00032.57,00032.57
02635,U,20250101,000069.38,00013.88,00013.88
02636,U,20250101,000052.91,00010.59,00010.59
02638,U,20250101,000037.04,00007.41,00007.41
02639,U,20250101,000035.11,00007.03,00007.03
02640,U,20250101,000069.69,00013.94,00013.94
02641,U,20250101,000079.77,00015.96,00015.96
02642,U,20250101,000107.86,00021.58,00021.58
02643,U,20250101,000096.56,00019.32,00019.32
02645,U,20250101,000868.33,00173.67,00173.67
02646,U,20250101,000342.39,00068.48,00068.48
02647,U,20250101,000564.50,00112.90,00112.90
02648,U,20250101,000004.69,00000.94,00000.94
02698,U,20250101,000037.04,00007.41,00007.41
02699,U,20250101,000035.11,00007.03,00007.03
02731,K,20250101,000082.19,00016.44,00016.44
02770,K,20250101,000004.26,00000.86,00000.86
04001,S,20250101,000139.34,00027.87,00027.87
04002,S,20250101,000052.73,00010.55,00010.55
04003,S,20250101,000145.10,00029.02,00029.02
04004,S,20250101,000117.61,00023.53,00023.53
04005,S,20250101,000117.61,00023.53,00023.53
04006,S,20250101,000116.97,00023.40,00023.40
04007,S,20250101,000208.69,00041.74,00041.74
04008,S,20250101,000162.04,00032.41,00032.41
04009,S,20250101,000163.31,00032.67,00032.67
04010,S,20250101,000160.74,00032.15,00032.15
04011,S,20250101,000213.48,00042.70,00042.70
04012,S,20250101,000213.80,00042.76,00042.76
04013,S,20250101,000214.77,00042.96,00042.96
04014,S,20250101,000213.48,00042.70,00042.70
04015,S,20250101,000333.33,00066.67,00066.67
04016,S,20250101,000332.05,00066.41,00066.41
05012,V,20250101,000128.87,00025.78,00025.78
05021,V,20250101,000088.05,00017.61,00017.61
05022,V,20250101,000158.36,00031.68,00031.68
05023,V,20250101,000276.89,00055.38,00055.38
05024,V,20250101,000425.82,00085.17,00085.17
05025,V,20250101,000613.10,00122.62,00122.62
05031,V,20250101,000084.07,00016.82,00016.82
05032,V,20250101,000110.66,00022.14,00022.14
05033,V,20250101,000186.59,00037.32,00037.32
05034,V,20250101,000285.55,00057.11,00057.11
05035,V,20250101,000403.89,00080.78,00080.78
05041,S,20250101,000842.61,00168.53,00168.53
05045,S,20250101,001323.17,00264.64,00264.64
05051,T,20250101,000198.70,00039.74,00039.74
05052,T,20250101,000399.53,00079.91,00079.91
05053,T,20250101,000612.13,00122.43,00122.43
05054,T,20250101,001829.23,00365.85,00365.85
05055,T,20250101,003660.97,00732.20,00732.20
05061,S,20250101,000137.90,00027.58,00027.58
05071,T,20250101,000703.59,00140.72,00140.72
05072,J1,20250101,001620.24,00324.05,00324.05
05073,J1,20250101,002862.05,00572.41,00572.41
05091,J1,20250101,003829.28,00765.86,00765.86
05092,J1,20250101,006521.46,01304.30,01304.30
05093,J1,20250101,009569.05,01913.81,01913.81
05094,J1,20250101,017398.35,03479.67,03479.67
05101,T,20250101,000157.79,00031.56,00031.56
05102,T,20250101,000265.58,00053.12,00053.12
05111,T,20250101,000239.88,00047.98,00047.98
05112,J1,20250101,001600.41,00320.09,00320.09
05113,J1,20250101,003244.61,00648.93,00648.93
05114,J1,20250101,007143.73,01428.75,01428.75
05115,J1,20250101,012866.82,02573.37,02573.37
05116,J1,20250101,018390.05,03678.01,03678.01
05151,T,20250101,000194.14,00038.83,00038.83
05152,T,20250101,000388.31,00077.67,00077.67
05153,J1,20250101,001724.47,00344.90,00344.90
05154,J1,20250101,003686.95,00737.39,00737.39
05155,J1,20250101,006922.47,01384.50,01384.50
05161,T,20250101,000232.22,00046.45,00046.45
05162,T,20250101,000509.25,00101.85,00101.85
05163,J1,20250101,001481.28,00296.26,00296.26
05164,J1,20250101,003243.07,00648.62,00648.62
05165,J1,20250101,005915.66,01183.14,01183.14
05166,J1,20250101,031807.82,06942.79,06361.57
05181,T,20250101,000618.26,00123.66,00123.66
05182,J1,20250101,001553.44,00310.69,00310.69
05183,J1,20250101,003147.50,00629.50,00629.50
05184,J1,20250101,005405.70,01081.14,01081.14
05191,J1,20250101,003216.41,00863.75,00643.29
05192,J1,20250101,005701.52,01140.31,01140.31
05193,J1,20250101,011340.57,02268.12,02268.12
05194,J1,20250101,017956.72,03591.35,03591.35
05200,J1,20250101,028428.33,05685.67,05685.67
05211,J1,20250101,001213.99,00242.80,00242.80
05212,J1,20250101,007588.10,01517.62,01517.62
05213,J1,20250101,024532.30,04906.46,04906.46
05221,T,20250101,003639.30,00727.86,00727.86
05222,J1,20250101,008275.98,01655.20,01655.20
05223,J1,20250101,010465.33,02093.07,02093.07
05224,J1,20250101,019071.16,03814.24,03814.24
05231,J1,20250101,022446.19,04489.24,04489.24
05232,J1,20250101,032061.58,06412.32,06412.32
05241,S,20250101,000437.18,00087.44,00087.44
05242,S,20250101,001639.28,00327.86,00327.86
05243,S,20250101,004685.17,00937.04,00937.04
05244,J1,20250101,059142.33,11828.47,11828.47
05301,T,20250101,000937.56,00187.52,00187.52
05302,J1,20250101,001896.99,00379.40,00379.40
05303,J1,20250101,003804.53,00760.91,00760.91
05311,T,20250101,000911.71,00182.35,00182.35
05312,T,20250101,001179.08,00235.82,00235.82
05313,J1,20250101,002742.39,00548.48,00548.48
05331,J1,20250101,005952.81,01190.57,01190.57
05341,J1,20250101,003529.06,00705.82,00705.82
05342,J1,20250101,006239.75,01247.95,01247.95
05361,J1,20250101,005834.36,01166.88,01166.88
05362,J1,20250101,010411.22,02082.25,02082.25
05371,T,20250101,000243.21,00048.65,00048.65
05372,J1,20250101,000667.47,00133.50,00133.50
05373,J1,20250101,002048.51,00409.71,00409.71
05374,J1,20250101,003448.97,00689.80,00689.80
05375,J1,20250101,005083.62,01016.73,01016.73
05376,J1,20250101,009247.15,01849.43,01849.43
05377,J1,20250101,012992.42,02598.49,02598.49
05378,J1,20250101,020128.56,04025.72,04025.72
05401,S,20250101,000699.72,00139.95,00139.95
05411,T,20250101,000201.17,00040.24,00040.24
05412,T,20250101,000304.19,00060.84,00060.84
05413,T,20250101,000870.74,00174.15,00174.15
05414,J1,20250101,003179.53,00635.91,00635.91
05415,J1,20250101,004936.45,00987.29,00987.29
05416,J1,20250101,007394.81,01478.97,01478.97
05431,J1,20250101,001952.77,00390.56,00390.56
05432,J1,20250101,006404.07,01280.82,01280.82
05441,T,20250101,000295.19,00059.04,00059.04
05442,T,20250101,000692.52,00138.51,00138.51
05443,T,20250101,000890.29,00178.06,00178.06
05461,J1,20250101,003439.01,00687.81,00687.81
05462,J1,20250101,006562.90,01312.58,01312.58
05463,J1,20250101,012470.31,02494.07,02494.07
05464,J1,20250101,021444.39,04288.88,04288.88
05465,J1,20250101,030473.59,06094.72,06094.72
05471,J1,20250101,017674.12,03534.83,03534.83
05481,T,20250101,000548.60,00109.72,00109.72
05491,J1,20250101,002280.73,00456.15,00456.15
05492,J1,20250101,004022.86,00804.58,00804.58
05493,J1,20250101,005159.71,01031.95,01031.95
05494,J1,20250101,014289.31,02857.87,02857.87
05495,J1,20250101,015364.83,03072.97,03072.97
05496,J1,20250101,016416.44,03283.29,03283.29
05501,T,20250101,000298.93,00059.79,00059.79
05502,T,20250101,000968.54,00193.71,00193.71
05503,J1,20250101,002332.96,00466.60,00466.60
05504,J1,20250101,003771.00,00754.20,00754.20
05521,S,20250101,000088.05,00017.61,00017.61
05522,S,20250101,000106.34,00021.27,00021.27
05523,S,20250101,000241.72,00048.35,00048.35
05524,S,20250101,000548.30,00109.66,00109.66
05571,S,20250101,000178.02,00035.61,00035.61
05572,S,20250101,000357.13,00071.43,00071.43
05573,S,20250101,000790.06,00158.02,00158.02
05591,S,20250101,000401.83,00080.37,00080.37
05592,S,20250101,000538.27,00107.66,00107.66
05593,S,20250101,001305.48,00261.10,00261.10
05594,S,20250101,001458.59,00291.72,00291.72
05611,S,20250101,000132.77,00031.05,00026.56
05612,S,20250101,000366.07,00073.22,00073.22
05613,S,20250101,001368.26,00273.66,00273.66
05621,S,20250101,000109.50,00021.90,00021.90
05622,S,20250101,000262.98,00052.60,00052.60
05623,S,20250101,000578.47,00115.70,00115.70
05624,S,20250101,000693.81,00138.77,00138.77
05625,S,20250101,001275.51,00255.11,00255.11
05626,S,20250101,001755.91,00351.19,00351.19
05627,J1,20250101,007644.49,01528.90,01528.90
05661,S,20250101,000224.13,00044.83,00044.83
05671,S,20250101,000053.43,00010.69,00010.69
05672,S,20250101,000171.36,00034.28,00034.28
05673,S,20250101,000359.72,00071.95,00071.95
05674,S,20250101,000816.90,00163.38,00163.38
05691,S,20250101,000046.14,00009.23,00009.23
05692,S,20250101,000071.17,00014.24,00014.24
05693,S,20250101,000210.69,00042.14,00042.14
05694,S,20250101,000331.69,00066.34,00066.34
05721,S,20250101,000156.46,00031.30,00031.30
05722,S,20250101,000311.40,00062.28,00062.28
05723,S,20250101,000530.60,00106.12,00106.12
05724,S,20250101,001017.39,00203.48,00203.48
05731,S,20250101,000024.49,00004.90,00004.90
05732,S,20250101,000039.25,00007.85,00007.85
05733,S,20250101,000059.40,00011.88,00011.88
05734,S,20250101,000128.90,00025.78,00025.78
05735,S,20250101,000399.04,00079.81,00079.81
05741,S,20250101,000037.29,00007.46,00007.46
05742,S,20250101,000091.79,00018.36,00018.36
05743,S,20250101,000299.91,00059.99,00059.99
05771,S,20250101,000125.91,00025.19,00025.19
05781,S,20250101,000654.38,00130.88,00130.88
05791,S,20250101,000203.39,00040.68,00040.68
05801,S,20250101,000661.10,00132.22,00132.22
05811,S,20250101,000025.30,00005.06,00005.06
05821,S,20250101,000029.79,00005.96,00005.96
05822,S,20250101,000092.50,00018.50,00018.50
05823,S,20250101,000160.67,00032.14,00032.14
05851,P,20250101,000111.24,00022.25,00022.25
05852,P,20250101,000168.32,00033.67,00033.67
05853,P,20250101,000111.24,00022.25,00022.25
05854,P,20250101,000168.32,00033.67,00033.67
05861,P,20250101,000269.19,00053.84,00053.84
05862,P,20250101,000408.55,00081.71,00081.71
05863,P,20250101,000269.19,00053.84,00053.84
05864,P,20250101,000408.55,00081.71,00081.71
05871,T,20250101,001662.63,00332.53,00332.53
05881,J1,20250101,013512.80,02702.56,02702.56
07043,K,20250101,000032.22,00006.45,00006.45
07046,K,20250101,000133.08,00026.62,00026.62
07048,K,20250101,000091.47,00018.30,00018.30
07308,K,20250101,000396.97,00079.40,00079.40
08004,S,20250101,000306.50,00061.30,00061.30
08005,S,20250101,000224.55,00044.91,00044.91
08006,S,20250101,000435.12,00087.03,00087.03
08007,S,20250101,000540.27,00108.06,00108.06
08008,S,20250101,000854.83,00170.97,00170.97
08010,S,20250101,000408.55,00081.71,00081.71
08011,J2,20250101,002647.73,00529.55,00529.55
09002,K,20250101,000157.72,00031.55,00031.55
09003,K,20250101,000719.87,00143.98,00143.98
09004,G,20250101,000012.19,00002.44,00002.44
09005,K,20250101,002777.14,00555.43,00555.43
09006,K,20250101,000254.78,00050.96,00050.96
09008,G,20250101,000018.11,00003.63,00003.63
09009,G,20250101,004926.00,00985.21,00985.21
09010,G,20250101,000032.57,00006.52,00006.52
09012,K,20250101,000007.20,00001.44,00001.44
09013,G,20250101,000014.63,00002.93,00002.93
09016,K,20250101,003418.49,00683.70,00683.70
09017,G,20250101,000170.80,00034.16,00034.16
09018,K,20250101,000012.99,00002.60,00002.60
09020,K,20250101,000004.20,00000.84,00000.84
09022,K,20250101,000001.49,00000.30,00000.30
09024,K,20250101,000011.13,00002.23,00002.23
09025,K,20250101,000108.93,00021.79,00021.79
09026,K,20250101,000048.55,00009.71,00009.71
09027,K,20250101,000016.50,00003.30,00003.30
09028,K,20250101,002618.85,00523.77,00523.77
09029,K,20250101,000074.47,00014.90,00014.90
09030,K,20250101,000092.81,00018.57,00018.57
09032,K,20250101,000174.58,00034.92,00034.92
09033,K,20250101,000528.00,00105.61,00105.61
09034,K,20250101,000016.82,00003.37,00003.37
09035,K,20250101,489455.96,97891.20,97891.20
09036,K,20250101,000027.18,00005.44,00005.44
09038,K,20250101,000382.79,00076.56,00076.56
09042,K,20250101,000192.30,00038.47,00038.47
