cbsa,effectiveDate,geographicWageIndex,reclassifiedWageIndex,name,imputedFloorWageIndex,ruralFloorWageIndex,size
13220,20191001,0.8000,0.0000,"Beckley, WV",,,
13380,20191001,1.2089,0.0000,"Bellingham, WA",,,
13460,20191001,1.1625,0.0000,"Bend-Redmond, OR",,,
13740,20191001,0.9224,0.0000,"Billings, MT",,,
13780,20191001,0.8409,0.0000,"Binghamton, NY",,,
13820,20191001,0.8000,0.0000,"Birmingham-Hoover, AL",,,
13900,20191001,0.8647,0.0000,"Bismarck, ND",,,
13980,20191001,0.8669,0.0000,"Blacksburg-Christiansburg-Radford, VA",,,
14010,20191001,0.9235,0.0000,"Bloomington, IL",,,
14020,20191001,0.8810,0.0000,"Bloomington, IN",,,
14100,20191001,0.8891,0.0000,"Bloomsburg-Berwick, PA",,,
14260,20191001,0.9242,0.0000,"Boise City, ID",,,
14454,20191001,1.2426,0.0000,"Boston, MA",,,
14500,20191001,1.0226,0.0000,"Boulder, CO",,,
14540,20191001,0.8153,0.0000,"Bowling Green, KY",,,
14740,20191001,1.0964,0.0000,"Bremerton-Silverdale, WA",,,
14860,20191001,1.2331,0.0000,"Bridgeport-Stamford-Norwalk, CT",,,
15180,20191001,0.8547,0.0000,"Brownsville-Harlingen, TX",,,
15260,20191001,0.8101,0.0000,"Brunswick, GA",,,
15380,20191001,1.0487,0.0000,"Buffalo-Cheektowaga-Niagara Falls, NY",,,
15500,20191001,0.8434,0.0000,"Burlington, NC",,,
15540,20191001,0.9753,0.0000,"Burlington-South Burlington, VT",,,
15680,20191001,0.9500,0.0000,"California-Lexington Park, MD",,,
15764,20191001,1.1025,0.0000,"Cambridge-Newton-Framingham, MA",,,
15804,20191001,1.0629,0.0000,"Camden, NJ",,,
15940,20191001,0.8203,0.0000,"Canton-Massillon, OH",,,
15980,20191001,0.9303,0.0000,"Cape Coral-Fort Myers, FL",,,
16020,20191001,0.8015,0.0000,"Cape Girardeau, MO-IL",,,
16060,20191001,0.8221,0.0000,"Carbondale-Marion, IL",,,
16180,20191001,1.0070,0.0000,"Carson City, NV",,,
16220,20191001,0.9631,0.0000,"Casper, WY",,,
16300,20191001,0.8710,0.0000,"Cedar Rapids, IA",,,
16540,20191001,1.0989,0.0000,"Chambersburg-Waynesboro, PA",,,
16580,20191001,0.8703,0.0000,"Champaign-Urbana, IL",,,
16620,20191001,0.8061,0.0000,"Charleston, WV",,,
16700,20191001,0.8925,0.0000,"Charleston-North Charleston, SC",,,
16740,20191001,0.9362,0.0000,"Charlotte-Concord-Gastonia, NC-SC",,,
16820,20191001,0.9502,0.0000,"Charlottesville, VA",,,
16860,20191001,0.8525,0.0000,"Chattanooga, TN-GA",,,
16940,20191001,0.9188,0.0000,"Cheyenne, WY",,,
16974,20191001,1.0405,0.0000,"Chicago-Naperville-Arlington Heights, IL",,,
17020,20191001,1.1240,0.0000,"Chico, CA",,,
17140,20191001,0.9332,0.0000,"Cincinnati, OH-KY-IN",,,
17300,20191001,0.8000,0.0000,"Clarksville, TN-KY",,,
17420,20191001,0.8000,0.0000,"Cleveland, TN",,,
17460,20191001,0.8819,0.0000,"Cleveland-Elyria, OH",,,
17660,20191001,0.9303,0.0000,"Coeur d'Alene, ID",,,
17780,20191001,0.8764,0.0000,"College Station-Bryan, TX",,,
17820,20191001,0.9513,0.0000,"Colorado Springs, CO",,,
17860,20191001,0.8391,0.0000,"Columbia, MO",,,
17900,20191001,0.8475,0.0000,"Columbia, SC",,,
17980,20191001,0.8000,0.0000,"Columbus, GA-AL",,,
18020,20191001,1.0244,0.0000,"Columbus, IN",,,
18140,20191001,0.9457,0.0000,"Columbus, OH",,,
18580,20191001,0.9362,0.0000,"Corpus Christi, TX",,,
18700,20191001,1.0962,0.0000,"Corvallis, OR",,,
18880,20191001,0.8798,0.0000,"Crestview-Fort Walton Beach-Destin, FL",,,
19060,20191001,0.8656,0.0000,"Cumberland, MD-WV",,,
19124,20191001,0.9747,0.0000,"Dallas-Plano-Irving, TX",,,
19140,20191001,0.8730,0.0000,"Dalton, GA",,,
19180,20191001,0.8993,0.0000,"Danville, IL",,,
19300,20191001,0.8000,0.0000,"Daphne-Fairhope-Foley, AL",,,
19340,20191001,0.9059,0.0000,"Davenport-Moline-Rock Island, IA-IL",,,
19380,20191001,0.9378,0.0000,"Dayton, OH",,,
19460,20191001,0.7602,0.0000,"Decatur, AL",,,
19500,20191001,0.8387,0.0000,"Decatur, IL",,,
19660,20191001,0.8000,0.0000,"Deltona-Daytona Beach-Ormond Beach, FL",,,
19740,20191001,1.0183,0.0000,"Denver-Aurora-Lakewood, CO",,,
19780,20191001,0.9217,0.0000,"Des Moines-West Des Moines, IA",,,
19804,20191001,0.8896,0.0000,"Detroit-Dearborn-Livonia, MI",,,
20020,20191001,0.8000,0.0000,"Dothan, AL",,,
20100,20191001,0.9921,0.0000,"Dover, DE",,,
20220,20191001,0.8855,0.0000,"Dubuque, IA",,,
20260,20191001,0.9683,0.0000,"Duluth, MN-WI",,,
20500,20191001,0.9710,0.0000,"Durham-Chapel Hill, NC",,,
20524,20191001,1.2553,0.0000,"Dutchess County-Putnam County, NY",,,
20700,20191001,0.9525,0.0000,"East Stroudsburg, PA",,,
20740,20191001,0.9991,0.0000,"Eau Claire, WI",,,
20940,20191001,0.9088,0.0000,"El Centro, CA",,,
20994,20191001,1.0502,0.0000,"Elgin, IL",,,
21060,20191001,0.8000,0.0000,"Elizabethtown-Fort Knox, KY",,,
21140,20191001,0.9317,0.0000,"Elkhart-Goshen, IN",,,
21300,20191001,0.8572,0.0000,"Elmira, NY",,,
21340,20191001,0.8000,0.0000,"El Paso, TX",,,
21420,20191001,0.8959,0.0000,"Enid, OK",,,
21500,20191001,0.8000,0.0000,"Erie, PA",,,
21660,20191001,1.2220,0.0000,"Eugene, OR",,,
21780,20191001,0.9138,0.0000,"Evansville, IN-KY",,,
21820,20191001,1.0763,0.0000,"Fairbanks, AK",,,
22020,20191001,0.8000,0.0000,"Fargo, ND-MN",,,
22140,20191001,0.9382,0.0000,"Farmington, NM",,,
22180,20191001,0.8434,0.0000,"Fayetteville, NC",,,
22220,20191001,0.8323,0.0000,"Fayetteville-Springdale-Rogers, AR-MO",,,
22380,20191001,1.1007,0.0000,"Flagstaff, AZ",,,
22420,20191001,1.0790,0.0000,"Flint, MI",,,
22500,20191001,0.8000,0.0000,"Florence, SC",,,
22520,20191001,0.7547,0.0000,"Florence-Muscle Shoals, AL",,,
22540,20191001,0.8835,0.0000,"Fond du Lac, WI",,,
22660,20191001,0.9826,0.0000,"Fort Collins, CO",,,
22744,20191001,0.9568,0.0000,"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL",,,
22900,20191001,0.8000,0.0000,"Fort Smith, AR-OK",,,
23060,20191001,0.8789,0.0000,"Fort Wayne, IN",,,
23104,20191001,0.9792,0.0000,"Fort Worth-Arlington, TX",,,
23420,20191001,1.1484,0.0000,"Fresno, CA",,,
23460,20191001,0.7779,0.0000,"Gadsden, AL",,,
23540,20191001,0.9194,0.0000,"Gainesville, FL",,,
23580,20191001,0.8816,0.0000,"Gainesville, GA",,,
23844,20191001,0.9339,0.0000,"Gary, IN",,,
23900,20191001,1.0444,0.0000,"Gettysburg, PA",,,
24020,20191001,0.8036,0.0000,"Glens Falls, NY",,,
24140,20191001,0.8502,0.0000,"Goldsboro, NC",,,
24220,20191001,0.8029,0.0000,"Grand Forks, ND-MN",,,
24260,20191001,0.9581,0.0000,"Grand Island, NE",,,
24300,20191001,0.9348,0.0000,"Grand Junction, CO",,,
24340,20191001,0.8816,0.0000,"Grand Rapids-Wyoming, MI",,,
24420,20191001,1.0061,0.0000,"Grants Pass, OR",,,
24500,20191001,0.8303,0.0000,"Great Falls, MT",,,
24540,20191001,0.8988,0.0000,"Greeley, CO",,,
24580,20191001,0.9346,0.0000,"Green Bay, WI",,,
24660,20191001,0.8952,0.0000,"Greensboro-High Point, NC",,,
24780,20191001,0.9353,0.0000,"Greenville, NC",,,
24860,20191001,0.8887,0.0000,"Greenville-Anderson-Mauldin, SC",,,
25020,20191001,0.4315,0.0000,"Guayama, PR",,,
25060,20191001,0.8000,0.0000,"Gulfport-Biloxi-Pascagoula, MS",,,
25180,20191001,0.9072,0.0000,"Hagerstown-Martinsburg, MD-WV",,,
25220,20191001,0.8396,0.0000,"Hammond, LA",,,
25260,20191001,1.0496,0.0000,"Hanford-Corcoran, CA",,,
25420,20191001,0.9572,0.0000,"Harrisburg-Carlisle, PA",,,
25500,20191001,0.9563,0.0000,"Harrisonburg, VA",,,
25540,20191001,1.0740,0.0000,"Hartford-West Hartford-East Hartford, CT",,,
25620,20191001,0.8000,0.0000,"Hattiesburg, MS",,,
25860,20191001,0.8780,0.0000,"Hickory-Lenoir-Morganton, NC",,,
25940,20191001,0.8000,0.0000,"Hilton Head Island-Bluffton-Beaufort, SC",,,
25980,20191001,0.8322,0.0000,"Hinesville-Fort Stewart, GA",,,
26140,20191001,0.8221,0.0000,"Homosassa Springs, FL",,,
26300,20191001,0.8466,0.0000,"Hot Springs, AR",,,
26380,20191001,0.8000,0.0000,"Houma-Thibodaux, LA",,,
26420,20191001,1.0018,0.0000,"Houston-The Woodlands-Sugar Land, TX",,,
26580,20191001,0.8432,0.0000,"Huntington-Ashland, WV-KY-OH",,,
26620,20191001,0.8099,0.0000,"Huntsville, AL",,,
26820,20191001,0.8780,0.0000,"Idaho Falls, ID",,,
26900,20191001,1.0106,0.0000,"Indianapolis-Carmel-Anderson, IN",,,
26980,20191001,0.9780,0.0000,"Iowa City, IA",,,
27060,20191001,0.9165,0.0000,"Ithaca, NY",,,
27100,20191001,0.8816,0.0000,"Jackson, MI",,,
27140,20191001,0.8122,0.0000,"Jackson, MS",,,
27180,20191001,0.8000,0.0000,"Jackson, TN",,,
27260,20191001,0.8703,0.0000,"Jacksonville, FL",,,
27340,20191001,0.8000,0.0000,"Jacksonville, NC",,,
27500,20191001,0.8914,0.0000,"Janesville-Beloit, WI",,,
27620,20191001,0.8411,0.0000,"Jefferson City, MO",,,
27740,20191001,0.8000,0.0000,"Johnson City, TN",,,
27780,20191001,0.8015,0.0000,"Johnstown, PA",,,
27860,20191001,0.8000,0.0000,"Jonesboro, AR",,,
27900,20191001,0.8000,0.0000,"Joplin, MO",,,
27980,20191001,1.2578,0.0000,"Kahului-Wailuku-Lahaina, HI",,,
28020,20191001,0.9930,0.0000,"Kalamazoo-Portage, MI",,,
28100,20191001,0.9038,0.0000,"Kankakee, IL",,,
28140,20191001,0.9351,0.0000,"Kansas City, MO-KS",,,
28420,20191001,0.9676,0.0000,"Kennewick-Richland, WA",,,
28660,20191001,0.9618,0.0000,"Killeen-Temple, TX",,,
28700,20191001,0.7727,0.0000,"Kingsport-Bristol-Bristol, TN-VA",,,
28740,20191001,0.8878,0.0000,"Kingston, NY",,,
28940,20191001,0.8000,0.0000,"Knoxville, TN",,,
29020,20191001,0.9434,0.0000,"Kokomo, IN",,,
29100,20191001,0.9570,0.0000,"La Crosse-Onalaska, WI-MN",,,
29180,20191001,0.8000,0.0000,"Lafayette, LA",,,
29200,20191001,0.9613,0.0000,"Lafayette-West Lafayette, IN",,,
29340,20191001,0.8000,0.0000,"Lake Charles, LA",,,
29404,20191001,1.0177,0.0000,"Lake County-Kenosha County, IL-WI",,,
29420,20191001,0.9887,0.0000,"Lake Havasu City-Kingman, AZ",,,
29460,20191001,0.8011,0.0000,"Lakeland-Winter Haven, FL",,,
29540,20191001,0.9031,0.0000,"Lancaster, PA",,,
29620,20191001,0.9835,0.0000,"Lansing-East Lansing, MI",,,
29700,20191001,0.8029,0.0000,"Laredo, TX",,,
29740,20191001,0.9004,0.0000,"Las Cruces, NM",,,
29820,20191001,1.1924,0.0000,"Las Vegas-Henderson-Paradise, NV",,,
29940,20191001,0.8676,0.0000,"Lawrence, KS",,,
30020,20191001,0.8000,0.0000,"Lawton, OK",,,
30140,20191001,0.9335,0.0000,"Lebanon, PA",,,
30300,20191001,0.8579,0.0000,"Lewiston, ID-WA",,,
30340,20191001,0.8479,0.0000,"Lewiston-Auburn, ME",,,
30460,20191001,0.9045,0.0000,"Lexington-Fayette, KY",,,
30620,20191001,0.8701,0.0000,"Lima, OH",,,
30700,20191001,0.9708,0.0000,"Lincoln, NE",,,
30780,20191001,0.8020,0.0000,"Little Rock-North Little Rock-Conway, AR",,,
30860,20191001,0.9004,0.0000,"Logan, UT-ID",,,
30980,20191001,0.8106,0.0000,"Longview, TX",,,
31020,20191001,1.0998,0.0000,"Longview, WA",,,
31084,20191001,1.3093,0.0000,"Los Angeles-Long Beach-Glendale, CA",,,
31140,20191001,0.8844,0.0000,"Louisville/Jefferson County, KY-IN",,,
31180,20191001,0.8420,0.0000,"Lubbock, TX",,,
31340,20191001,0.8737,0.0000,"Lynchburg, VA",,,
31420,20191001,0.8513,0.0000,"Macon-Bibb County, GA",,,
31460,20191001,0.8000,0.0000,"Madera, CA",,,
31540,20191001,1.0573,0.0000,"Madison, WI",,,
31700,20191001,0.9418,0.0000,"Manchester-Nashua, NH",,,
31740,20191001,0.9179,0.0000,"Manhattan, KS",,,
31860,20191001,1.0407,0.0000,"Mankato-North Mankato, MN",,,
31900,20191001,0.8839,0.0000,"Mansfield, OH",,,
32420,20191001,0.3950,0.0000,"Mayag�ez, PR",,,
32580,20191001,0.8264,0.0000,"McAllen-Edinburg-Mission, TX",,,
32780,20191001,1.0695,0.0000,"Medford, OR",,,
32820,20191001,0.8753,0.0000,"Memphis, TN-MS-AR",,,
32900,20191001,1.3777,0.0000,"Merced, CA",,,
33124,20191001,0.9489,0.0000,"Miami-Miami Beach-Kendall, FL",,,
33140,20191001,0.9319,0.0000,"Michigan City-La Porte, IN",,,
33220,20191001,0.9235,0.0000,"Midland, MI",,,
33260,20191001,0.9932,0.0000,"Midland, TX",,,
33340,20191001,0.9529,0.0000,"Milwaukee-Waukesha-West Allis, WI",,,
33460,20191001,1.1356,0.0000,"Minneapolis-St Paul-Bloomington, MN-WI",,,
33540,20191001,0.9278,0.0000,"Missoula, MT",,,
33660,20191001,0.8000,0.0000,"Mobile, AL",,,
33700,20191001,1.3195,0.0000,"Modesto, CA",,,
33740,20191001,0.8000,0.0000,"Monroe, LA",,,
33780,20191001,0.8927,0.0000,"Monroe, MI",,,
33860,20191001,0.8000,0.0000,"Montgomery, AL",,,
33874,20191001,0.9900,0.0000,"Montgomery County-Bucks County-Chester County, PA",,,
34060,20191001,0.8237,0.0000,"Morgantown, WV",,,
34100,20191001,0.8000,0.0000,"Morristown, TN",,,
34580,20191001,0.9606,0.0000,"Mount Vernon-Anacortes, WA",,,
34620,20191001,0.8941,0.0000,"Muncie, IN",,,
34740,20191001,0.9102,0.0000,"Muskegon, MI",,,
34820,20191001,0.8477,0.0000,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",,,
34900,20191001,1.5823,0.0000,"Napa, CA",,,
34940,20191001,0.8611,0.0000,"Naples-Immokalee-Marco Island, FL",,,
34980,20191001,0.8841,0.0000,"Nashville-Davidson--Murfreesboro--Franklin, TN",,,
35004,20191001,1.2874,0.0000,"Nassau County-Suffolk County, NY",,,
35084,20191001,1.1113,0.0000,"Newark, NJ-PA",,,
35100,20191001,0.8278,0.0000,"New Bern, NC",,,
35300,20191001,1.1702,0.0000,"New Haven-Milford, CT",,,
35380,20191001,0.8201,0.0000,"New Orleans-Metairie, LA",,,
35614,20191001,1.2745,0.0000,"New York-Jersey City-White Plains, NY-NJ",,,
35660,20191001,0.8500,0.0000,"Niles-Benton Harbor, MI",,,
35840,20191001,0.9341,0.0000,"North Port-Sarasota-Bradenton, FL",,,
35980,20191001,1.1709,0.0000,"Norwich-New London, CT",,,
36084,20191001,1.7895,0.0000,"Oakland-Hayward-Berkeley, CA",,,
36100,20191001,0.8301,0.0000,"Ocala, FL",,,
36140,20191001,1.0876,0.0000,"Ocean City, NJ",,,
36220,20191001,0.8590,0.0000,"Odessa, TX",,,
36260,20191001,0.9004,0.0000,"Ogden-Clearfield, UT",,,
36420,20191001,0.8900,0.0000,"Oklahoma City, OK",,,
36500,20191001,1.1482,0.0000,"Olympia-Tumwater, WA",,,
36540,20191001,0.9289,0.0000,"Omaha-Council Bluffs, NE-IA",,,
36740,20191001,0.8717,0.0000,"Orlando-Kissimmee-Sanford, FL",,,
36780,20191001,0.9129,0.0000,"Oshkosh-Neenah, WI",,,
36980,20191001,0.8787,0.0000,"Owensboro, KY",,,
37100,20191001,1.3514,0.0000,"Oxnard-Thousand Oaks-Ventura, CA",,,
37340,20191001,0.9036,0.0000,"Palm Bay-Melbourne-Titusville, FL",,,
37460,20191001,0.8108,0.0000,"Panama City, FL",,,
37620,20191001,0.8000,0.0000,"Parkersburg-Vienna, WV",,,
37860,20191001,0.8366,0.0000,"Pensacola-Ferry Pass-Brent, FL",,,
37900,20191001,0.8604,0.0000,"Peoria, IL",,,
37964,20191001,1.1098,0.0000,"Philadelphia, PA",,,
38060,20191001,0.9905,0.0000,"Phoenix-Mesa-Scottsdale, AZ",,,
38220,20191001,0.8147,0.0000,"Pine Bluff, AR",,,
38300,20191001,0.8563,0.0000,"Pittsburgh, PA",,,
38340,20191001,1.0853,0.0000,"Pittsfield, MA",,,
38540,20191001,0.8934,0.0000,"Pocatello, ID",,,
38660,20191001,0.4474,0.0000,"Ponce, PR",,,
38860,20191001,1.0217,0.0000,"Portland-South Portland, ME",,,
38900,20191001,1.1921,0.0000,"Portland-Vancouver-Hillsboro, OR-WA",,,
38940,20191001,0.9068,0.0000,"Port St Lucie, FL",,,
39140,20191001,0.9866,0.0000,"Prescott, AZ",,,
39300,20191001,1.0360,0.0000,"Providence-Warwick, RI-MA",,,
39340,20191001,0.9400,0.0000,"Provo-Orem, UT",,,
39380,20191001,0.8364,0.0000,"Pueblo, CO",,,
39460,20191001,0.8561,0.0000,"Punta Gorda, FL",,,
39540,20191001,0.9093,0.0000,"Racine, WI",,,
39580,20191001,0.9407,0.0000,"Raleigh, NC",,,
39660,20191001,0.8640,0.0000,"Rapid City, SD",,,
39740,20191001,1.0075,0.0000,"Reading, PA",,,
39820,20191001,1.4128,0.0000,"Redding, CA",,,
39900,20191001,0.9210,0.0000,"Reno, NV",,,
40060,20191001,0.9228,0.0000,"Richmond, VA",,,
40140,20191001,1.2152,0.0000,"Riverside-San Bernardino-Ontario, CA",,,
40220,20191001,0.8891,0.0000,"Roanoke, VA",,,
40340,20191001,1.0686,0.0000,"Rochester, MN",,,
40380,20191001,0.8466,0.0000,"Rochester, NY",,,
40420,20191001,0.9749,0.0000,"Rockford, IL",,,
40484,20191001,1.0115,0.0000,"Rockingham County-Strafford County, NH",,,
40580,20191001,0.8296,0.0000,"Rocky Mount, NC",,,
40660,20191001,0.8755,0.0000,"Rome, GA",,,
40900,20191001,1.6823,0.0000,"Sacramento--Roseville--Arden-Arcade, CA",,,
40980,20191001,0.8629,0.0000,"Saginaw, MI",,,
41060,20191001,0.9489,0.0000,"St Cloud, MN",,,
41100,20191001,0.9314,0.0000,"St George, UT",,,
41140,20191001,0.9491,0.0000,"St Joseph, MO-KS",,,
41180,20191001,0.9389,0.0000,"St Louis, MO-IL",,,
41420,20191001,1.0853,0.0000,"Salem, OR",,,
41500,20191001,1.7866,0.0000,"Salinas, CA",,,
41540,20191001,0.9330,0.0000,"Salisbury, MD-DE",,,
41620,20191001,0.9728,0.0000,"Salt Lake City, UT",,,
41660,20191001,0.8110,0.0000,"San Angelo, TX",,,
41700,20191001,0.8432,0.0000,"San Antonio-New Braunfels, TX",,,
41740,20191001,1.2562,0.0000,"San Diego-Carlsbad, CA",,,
41884,20191001,1.8174,0.0000,"San Francisco-Redwood City-South San Francisco, CA",,,
41900,20191001,0.5153,0.0000,"San Germ�n, PR",,,
41940,20191001,1.9126,0.0000,"San Jose-Sunnyvale-Santa Clara, CA",,,
41980,20191001,0.4814,0.0000,"San Juan-Carolina-Caguas, PR",,,
42020,20191001,1.3499,0.0000,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",,,
42034,20191001,1.8169,0.0000,"San Rafael, CA",,,
42100,20191001,1.8448,0.0000,"Santa Cruz-Watsonville, CA",,,
42140,20191001,1.0591,0.0000,"Santa Fe, NM",,,
42200,20191001,1.4379,0.0000,"Santa Maria-Santa Barbara, CA",,,
42220,20191001,1.7230,0.0000,"Santa Rosa, CA",,,
42340,20191001,0.8000,0.0000,"Savannah, GA",,,
42540,20191001,0.8387,0.0000,"Scranton--Wilkes-Barre--Hazleton, PA",,,
42644,20191001,1.1718,0.0000,"Seattle-Bellevue-Everett, WA",,,
42680,20191001,0.8000,0.0000,"Sebastian-Vero Beach, FL",,,
42700,20191001,0.8000,0.0000,"Sebring, FL",,,
43100,20191001,0.9382,0.0000,"Sheboygan, WI",,,
43300,20191001,0.8973,0.0000,"Sherman-Denison, TX",,,
43340,20191001,0.8047,0.0000,"Shreveport-Bossier City, LA",,,
43420,20191001,0.8391,0.0000,"Sierra Vista-Douglas, AZ",,,
43524,20191001,0.9853,0.0000,"Silver Spring-Frederick-Rockville, MD",,,
43580,20191001,0.8482,0.0000,"Sioux City, IA-NE-SD",,,
43620,20191001,0.8000,0.0000,"Sioux Falls, SD",,,
43780,20191001,0.9269,0.0000,"South Bend-Mishawaka, IN-MI",,,
43900,20191001,0.8561,0.0000,"Spartanburg, SC",,,
44060,20191001,1.1109,0.0000,"Spokane-Spokane Valley, WA",,,
44100,20191001,0.9461,0.0000,"Springfield, IL",,,
44140,20191001,1.0140,0.0000,"Springfield, MA",,,
44180,20191001,0.8000,0.0000,"Springfield, MO",,,
44220,20191001,0.9027,0.0000,"Springfield, OH",,,
44300,20191001,1.0247,0.0000,"State College, PA",,,
44420,20191001,0.8909,0.0000,"Staunton-Waynesboro, VA",,,
44700,20191001,1.4956,0.0000,"Stockton-Lodi, CA",,,
44940,20191001,0.7573,0.0000,"Sumter, SC",,,
45060,20191001,1.0156,0.0000,"Syracuse, NY",,,
45104,20191001,1.1561,0.0000,"Tacoma-Lakewood, WA",,,
45220,20191001,0.8097,0.0000,"Tallahassee, FL",,,
45300,20191001,0.8835,0.0000,"Tampa-St Petersburg-Clearwater, FL",,,
45460,20191001,0.9197,0.0000,"Terre Haute, IN",,,
45500,20191001,0.8540,0.0000,"Texarkana, TX-AR",,,
45540,20191001,0.8187,0.0000,"The Villages, FL",,,
45780,20191001,0.9095,0.0000,"Toledo, OH",,,
45820,20191001,0.8959,0.0000,"Topeka, KS",,,
45940,20191001,1.0091,0.0000,"Trenton, NJ",,,
46060,20191001,0.8708,0.0000,"Tucson, AZ",,,
46140,20191001,0.8416,0.0000,"Tulsa, OK",,,
46220,20191001,0.8000,0.0000,"Tuscaloosa, AL",,,
46300,20191001,0.8291,0.0000,"Twin Falls, Idaho",,,
46340,20191001,0.8278,0.0000,"Tyler, TX",,,
46520,20191001,1.2444,0.0000,"Urban Honolulu, HI",,,
46540,20191001,0.9224,0.0000,"Utica-Rome, NY",,,
46660,20191001,0.8000,0.0000,"Valdosta, GA",,,
46700,20191001,1.8629,0.0000,"Vallejo-Fairfield, CA",,,
47020,20191001,0.8776,0.0000,"Victoria, TX",,,
47220,20191001,1.1147,0.0000,"Vineland-Bridgeton, NJ",,,
47260,20191001,0.8841,0.0000,"Virginia Beach-Norfolk-Newport News, VA-NC",,,
47300,20191001,0.9457,0.0000,"Visalia-Porterville, CA",,,
47380,20191001,0.9099,0.0000,"Waco, TX",,,
47460,20191001,1.0593,0.0000,"Walla Walla, WA",,,
47580,20191001,0.8000,0.0000,"Warner Robins, GA",,,
47664,20191001,0.9470,0.0000,"Warren-Troy-Farmington Hills, MI",,,
47894,20191001,1.0197,0.0000,"Washington-Arlington-Alexandria, DC-VA-MD-WV",,,
47940,20191001,0.8070,0.0000,"Waterloo-Cedar Falls, IA",,,
48060,20191001,0.9111,0.0000,"Watertown-Fort Drum, NY",,,
48140,20191001,0.8869,0.0000,"Wausau, WI",,,
48260,20191001,0.8000,0.0000,"Weirton-Steubenville, WV-OH",,,
48300,20191001,0.9400,0.0000,"Wenatchee, WA",,,
48424,20191001,0.9138,0.0000,"West Palm Beach-Boca Raton-Delray Beach, FL",,,
48540,20191001,0.7505,0.0000,"Wheeling, WV-OH",,,
48620,20191001,0.8549,0.0000,"Wichita, KS",,,
48660,20191001,0.9185,0.0000,"Wichita Falls, TX",,,
48700,20191001,0.8740,0.0000,"Williamsport, PA",,,
48864,20191001,1.1279,0.0000,"Wilmington, DE-MD-NJ",,,
48900,20191001,0.8941,0.0000,"Wilmington, NC",,,
49020,20191001,0.8941,0.0000,"Winchester, VA-WV",,,
49180,20191001,0.9124,0.0000,"Winston-Salem, NC",,,
49340,20191001,1.1577,0.0000,"Worcester, MA-CT",,,
49420,20191001,0.9950,0.0000,"Yakima, WA",,,
49620,20191001,0.9262,0.0000,"York-Hanover, PA",,,
49660,20191001,0.8052,0.0000,"Youngstown-Warren-Boardman, OH-PA",,,
49700,20191001,1.3023,0.0000,"Yuba City, CA",,,
49740,20191001,0.9538,0.0000,"Yuma, AZ",,,
99901,20191001,0.7638,0.0000,ALABAMA,,,
99902,20191001,1.2688,0.0000,ALASKA,,,
99903,20191001,0.9169,0.0000,ARIZONA,,,
99904,20191001,0.8000,0.0000,ARKANSAS,,,
99905,20191001,1.2890,0.0000,CALIFORNIA,,,
99906,20191001,1.0081,0.0000,COLORADO,,,
99907,20191001,1.0301,0.0000,CONNECTICUT,,,
