cbsa,effectiveDate,wageIndex1,wageIndex2,geographicWageIndex,name
41940,20251001,0,0,1.8317,"San Jose-Sunnyvale-Santa Clara, CA"
41980,20251001,0,0,0.3589,"San Juan-Bayam�n-Caguas, PR"
42020,20251001,0,0,1.2790,"San Luis Obispo-Paso Robles, CA"
42034,20251001,0,0,1.6942,"San Rafael, CA"
42100,20251001,0,0,1.7061,"Santa Cruz-Watsonville, CA"
42140,20251001,0,0,1.0066,"Santa Fe, NM"
42200,20251001,0,0,1.2721,"Santa Maria-Santa Barbara, CA"
42220,20251001,0,0,1.6243,"Santa Rosa-Petaluma, CA"
42340,20251001,0,0,0.8220,"Savannah, GA"
42540,20251001,0,0,0.8797,"Scranton--Wilkes-Barre, PA"
42644,20251001,0,0,1.2566,"Seattle-Bellevue-Kent, WA"
42680,20251001,0,0,1.0152,"Sebastian-Vero Beach-West Vero Corridor, FL"
42700,20251001,0,0,0.9382,"Sebring, FL"
43100,20251001,0,0,0.9382,"Sheboygan, WI"
43300,20251001,0,0,0.8258,"Sherman-Denison, TX"
43340,20251001,0,0,0.8149,"Shreveport-Bossier City, LA"
43420,20251001,0,0,0.8166,"Sierra Vista-Douglas, AZ"
43580,20251001,0,0,0.8657,"Sioux City, IA-NE-SD"
43620,20251001,0,0,0.7942,"Sioux Falls, SD-MN"
43640,20251001,0,0,0.8210,"Slidell-Mandeville-Covington, LA"
43780,20251001,0,0,0.9670,"South Bend-Mishawaka, IN-MI"
43900,20251001,0,0,0.8368,"Spartanburg, SC"
44060,20251001,0,0,1.1032,"Spokane-Spokane Valley, WA"
44100,20251001,0,0,0.9599,"Springfield, IL"
44140,20251001,0,0,0.9905,"Springfield, MA"
44180,20251001,0,0,0.7952,"Springfield, MO"
44220,20251001,0,0,0.9114,"Springfield, OH"
44300,20251001,0,0,1.1057,"State College, PA"
44420,20251001,0,0,0.8633,"Staunton-Stuarts Draft, VA"
44700,20251001,0,0,1.5112,"Stockton-Lodi, CA"
44940,20251001,0,0,0.8921,"Sumter, SC"
45060,20251001,0,0,1.0186,"Syracuse, NY"
45104,20251001,0,0,1.2721,"Tacoma-Lakewood, WA"
45220,20251001,0,0,0.7398,"Tallahassee, FL"
45294,20251001,0,0,0.8981,"Tampa, FL"
45460,20251001,0,0,0.9159,"Terre Haute, IN"
45500,20251001,0,0,0.9197,"Texarkana, TX-AR"
45780,20251001,0,0,0.8907,"Toledo, OH"
45820,20251001,0,0,0.8196,"Topeka, KS"
45900,20251001,0,0,0.8413,"Traverse City, MI"
45940,20251001,0,0,1.0307,"Trenton-Princeton, NJ"
46060,20251001,0,0,0.8886,"Tucson, AZ"
46140,20251001,0,0,0.8448,"Tulsa, OK"
46220,20251001,0,0,0.7863,"Tuscaloosa, AL"
46300,20251001,0,0,0.9347,"Twin Falls, ID"
46340,20251001,0,0,0.9099,"Tyler, TX"
46520,20251001,0,0,1.1771,"Urban Honolulu, HI"
46540,20251001,0,0,0.9113,"Utica-Rome, NY"
46660,20251001,0,0,0.6916,"Valdosta, GA"
46700,20251001,0,0,1.7191,"Vallejo, CA"
47020,20251001,0,0,0.8505,"Victoria, TX"
47220,20251001,0,0,1.0810,"Vineland, NJ"
47260,20251001,0,0,0.8942,"Virginia Beach-Chesapeake-Norfolk, VA-NC"
47300,20251001,0,0,0.9591,"Visalia, CA"
47380,20251001,0,0,0.9448,"Waco, TX"
47460,20251001,0,0,0.9758,"Walla Walla, WA"
47580,20251001,0,0,0.7476,"Warner Robins, GA"
47664,20251001,0,0,0.8862,"Warren-Troy-Farmington Hills, MI"
47764,20251001,0,0,1.0737,"Washington, DC-MD"
47930,20251001,0,0,0.9586,"Waterbury-Shelton, CT"
47940,20251001,0,0,0.8080,"Waterloo-Cedar Falls, IA"
48060,20251001,0,0,0.8520,"Watertown-Fort Drum, NY"
48140,20251001,0,0,0.8798,"Wausau, WI"
48260,20251001,0,0,0.7286,"Weirton-Steubenville, WV-OH"
48300,20251001,0,0,1.0076,"Wenatchee-East Wenatchee, WA"
48424,20251001,0,0,0.9189,"West Palm Beach-Boca Raton-Delray Beach, FL"
48540,20251001,0,0,0.7479,"Wheeling, WV-OH"
48620,20251001,0,0,0.8348,"Wichita, KS"
48660,20251001,0,0,0.9080,"Wichita Falls, TX"
48680,20251001,0,0,0.9601,"Wildwood-The Villages, FL"
48700,20251001,0,0,0.8077,"Williamsport, PA"
48864,20251001,0,0,1.0868,"Wilmington, DE-MD-NJ"
48900,20251001,0,0,0.9865,"Wilmington, NC"
49020,20251001,0,0,0.9496,"Winchester, VA-WV"
49180,20251001,0,0,0.9296,"Winston-Salem, NC"
49340,20251001,0,0,0.9981,"Worcester, MA"
49420,20251001,0,0,0.9201,"Yakima, WA"
49620,20251001,0,0,0.9375,"York-Hanover, PA"
49660,20251001,0,0,0.8631,"Youngstown-Warren, OH"
49700,20251001,0,0,1.3084,"Yuba City, CA"
49740,20251001,0,0,0.9517,"Yuma, AZ"
