cbsa,effectiveDate,geographicWageIndex,name,imputedFloorWageIndex,reclassifiedWageIndex,ruralFloorWageIndex,size
01,20191001,00.6642,"ALABAMA",,,,
02,20191001,01.2688,"ALASKA",,,,
03,20191001,00.9169,"ARIZONA",,,,
04,20191001,00.7278,"ARKANSAS",,,,
05,20191001,01.2890,"CALIFORNIA",,,,
06,20191001,01.0081,"COLORADO",,,,
07,20191001,01.0301,"CONNECTICUT",,,,
10,20191001,00.8190,"FLORIDA",,,,
11,20191001,00.7404,"GEORGIA",,,,
12,20191001,01.2238,"HAWAII",,,,
13,20191001,00.8009,"IDAHO",,,,
14,20191001,00.8242,"ILLINOIS",,,,
15,20191001,00.8319,"INDIANA",,,,
16,20191001,00.8402,"IOWA",,,,
17,20191001,00.7667,"KANSAS",,,,
18,20191001,00.7981,"KENTUCKY",,,,
19,20191001,00.6956,"LOUISIANA",,,,
20,20191001,00.8411,"MAINE",,,,
21,20191001,00.8846,"MARYLAND",,,,
22,20191001,01.1059,"MASSACHUSETTS",,,,
23,20191001,00.8368,"MICHIGAN",,,,
24,20191001,00.9045,"MINNESOTA",,,,
25,20191001,00.7497,"MISSISSIPPI",,,,
26,20191001,00.7855,"MISSOURI",,,,
27,20191001,00.8692,"MONTANA",,,,
28,20191001,00.8934,"NEBRASKA",,,,
29,20191001,00.8988,"NEVADA",,,,
30,20191001,01.0057,"NEW HAMPSHIRE",,,,
32,20191001,00.8771,"NEW MEXICO",,,,
33,20191001,00.8448,"NEW YORK",,,,
34,20191001,00.7798,"NORTH CAROLINA",,,,
35,20191001,00.8504,"NORTH DAKOTA",,,,
36,20191001,00.8104,"OHIO",,,,
37,20191001,00.7703,"OKLAHOMA",,,,
38,20191001,01.0561,"OREGON",,,,
39,20191001,00.7984,"PENNSYLVANIA",,,,
40,20191001,00.4047,"PUERTO RICO",,,,
42,20191001,00.8305,"SOUTH CAROLINA",,,,
43,20191001,00.7886,"SOUTH DAKOTA",,,,
44,20191001,00.7076,"TENNESSEE",,,,
45,20191001,00.8131,"TEXAS",,,,
46,20191001,00.8896,"UTAH",,,,
47,20191001,00.9611,"VERMONT",,,,
48,20191001,00.6964,"VIRGIN ISLANDS",,,,
48,20191001,00.7398,"VIRGIN ISLANDS",,,,
49,20191001,00.7669,"VIRGINIA",,,,
50,20191001,01.0179,"WASHINGTON",,,,
51,20191001,00.7300,"WEST VIRGINIA",,,,
52,20191001,00.8832,"WISCONSIN",,,,
53,20191001,00.9602,"WYOMING",,,,
65,20191001,00.9611,"GUAM",,,,
10180,20191001,00.8520,"Abilene, TX",,,,
10380,20191001,00.3211,"Aguadilla-Isabela, PR",,,,
10420,20191001,00.8332,"Akron, OH",,,,
10500,20191001,00.8070,"Albany, GA",,,,
10540,20191001,01.0831,"Albany, OR",,,,
