cbsa,effectiveDate,geographicWageIndex,name,imputedFloorWageIndex,reclassifiedWageIndex,ruralFloorWageIndex,size
01,20221001,0.6621,ALABAMA,,,,
02,20221001,1.2055,ALASKA,,,,
03,20221001,0.8594,ARIZONA,,,,
04,20221001,0.7255,ARKANSAS,,,,
05,20221001,1.2873,CALIFORNIA,,,,
06,20221001,1.0297,COLORADO,,,,
07,20221001,0.963,CONNECTICUT,,,,
10,20221001,0.8184,FLORIDA,,,,
11,20221001,0.7491,GEORGIA,,,,
12,20221001,1.231,HAWAII,,,,
13,20221001,0.7738,IDAHO,,,,
14,20221001,0.8433,ILLINOIS,,,,
15,20221001,0.838,INDIANA,,,,
16,20221001,0.7954,IOWA,,,,
17,20221001,0.7956,KANSAS,,,,
18,20221001,0.7937,KENTUCKY,,,,
19,20221001,0.6943,LOUISIANA,,,,
20,20221001,0.8362,MAINE,,,,
21,20221001,0.8539,MARYLAND,,,,
22,20221001,1.3264,MASSACHUSETTS,,,,
23,20221001,0.8255,MICHIGAN,,,,
24,20221001,0.8968,MINNESOTA,,,,
25,20221001,0.7209,MISSISSIPPI,,,,
26,20221001,0.7861,MISSOURI,,,,
27,20221001,0.8364,MONTANA,,,,
28,20221001,0.8807,NEBRASKA,,,,
29,20221001,1.081,NEVADA,,,,
30,20221001,1.0293,NEW HAMPSHIRE,,,,
32,20221001,0.8548,NEW MEXICO,,,,
33,20221001,0.8445,NEW YORK,,,,
34,20221001,0.8079,NORTH CAROLINA,,,,
35,20221001,0.7916,NORTH DAKOTA,,,,
36,20221001,0.8079,OHIO,,,,
37,20221001,0.7659,OKLAHOMA,,,,
38,20221001,1.0393,OREGON,,,,
39,20221001,0.8108,PENNSYLVANIA,,,,
40,20221001,0.4047,PUERTO RICO,,,,
42,20221001,0.8025,SOUTH CAROLINA,,,,
43,20221001,0.8075,SOUTH DAKOTA,,,,
44,20221001,0.7221,TENNESSEE,,,,
45,20221001,0.8372,TEXAS,,,,
46,20221001,0.8768,UTAH,,,,
47,20221001,0.9439,VERMONT,,,,
48,20221001,0.6002,VIRGIN ISLANDS,,,,
49,20221001,0.8023,VIRGINIA,,,,
50,20221001,1.0266,WASHINGTON,,,,
51,20221001,0.7244,WEST VIRGINIA,,,,
52,20221001,0.8611,WISCONSIN,,,,
53,20221001,0.9364,WYOMING,,,,
65,20221001,0.9611,GUAM,,,,
10180,20221001,0.8527,"Abilene, TX",,,,
10380,20221001,0.2965,"Aguadilla-Isabela, PR",,,,
10420,20221001,0.8351,"Akron, OH",,,,
10500,20221001,0.8627,"Albany, GA",,,,
10540,20221001,1.072,"Albany-Lebanon, OR",,,,
10580,20221001,0.8037,"Albany-Schenectady-Troy, NY",,,,
10740,20221001,0.901,"Albuquerque, NM",,,,
10780,20221001,0.874,"Alexandria, LA",,,,
10900,20221001,0.9489,"Allentown-Bethlehem-Easton, PA-NJ",,,,
11020,20221001,0.8535,"Altoona, PA",,,,
11100,20221001,0.8232,"Amarillo, TX",,,,
11180,20221001,0.8663,"Ames, IA",,,,
11244,20221001,1.2835,"Anaheim-Santa Ana-Irvine, CA",,,,
11260,20221001,1.1938,"Anchorage, AK",,,,
11460,20221001,1.0253,"Ann Arbor, MI",,,,
11500,20221001,0.6554,"Anniston-Oxford, AL",,,,
11540,20221001,0.9615,"Appleton, WI",,,,
11640,20221001,0.3427,"Arecibo, PR",,,,
11700,20221001,0.82,"Asheville, NC",,,,
12020,20221001,0.8799,"Athens-Clarke County, GA",,,,
12060,20221001,0.9494,"Atlanta-Sandy Springs-Alpharetta, GA",,,,
12100,20221001,1.0854,"Atlantic City-Hammonton, NJ",,,,
12220,20221001,0.6822,"Auburn-Opelika, AL",,,,
12260,20221001,0.8531,"Augusta-Richmond County, GA-SC",,,,
12420,20221001,0.9508,"Austin-Round Rock-Georgetown, TX",,,,
12540,20221001,1.1984,"Bakersfield, CA",,,,
12580,20221001,0.9466,"Baltimore-Columbia-Towson, MD",,,,
12620,20221001,0.9213,"Bangor, ME",,,,
12700,20221001,1.1892,"Barnstable Town, MA",,,,
12940,20221001,0.788,"Baton Rouge, LA",,,,
12980,20221001,0.9182,"Battle Creek, MI",,,,
13020,20221001,0.9075,"Bay City, MI",,,,
13140,20221001,0.8853,"Beaumont-Port Arthur, TX",,,,
13220,20221001,0.7675,"Beckley, WV",,,,
13380,20221001,1.1777,"Bellingham, WA",,,,
13460,20221001,1.1281,"Bend, OR",,,,
13740,20221001,0.8843,"Billings, MT",,,,
13780,20221001,0.8217,"Binghamton, NY",,,,
13820,20221001,0.8046,"Birmingham-Hoover, AL",,,,
13900,20221001,0.86,"Bismarck, ND",,,,
13980,20221001,0.8588,"Blacksburg-Christiansburg, VA",,,,
14010,20221001,0.9247,"Bloomington, IL",,,,
14020,20221001,0.9286,"Bloomington, IN",,,,
14100,20221001,0.8657,"Bloomsburg-Berwick, PA",,,,
14260,20221001,0.9326,"Boise City, ID",,,,
14454,20221001,1.1747,"Boston, MA",,,,
14500,20221001,1.0126,"Boulder, CO",,,,
14540,20221001,0.8546,"Bowling Green, KY",,,,
14740,20221001,1.1835,"Bremerton-Silverdale-Port Orchard, WA",,,,
14860,20221001,1.1751,"Bridgeport-Stamford-Norwalk, CT",,,,
15180,20221001,0.8154,"Brownsville-Harlingen, TX",,,,
15260,20221001,0.8782,"Brunswick, GA",,,,
15380,20221001,1.0433,"Buffalo-Cheektowaga, NY",,,,
15500,20221001,0.8811,"Burlington, NC",,,,
15540,20221001,0.9548,"Burlington-South Burlington, VT",,,,
15680,20221001,0.8847,"California-Lexington Park, MD",,,,
15764,20221001,1.0668,"Cambridge-Newton-Framingham, MA",,,,
15804,20221001,1.0504,"Camden, NJ",,,,
15940,20221001,0.7995,"Canton-Massillon, OH",,,,
15980,20221001,0.9056,"Cape Coral-Fort Myers, FL",,,,
16020,20221001,0.8052,"Cape Girardeau, MO-IL",,,,
16060,20221001,0.8353,"Carbondale-Marion, IL",,,,
16180,20221001,0.9854,"Carson City, NV",,,,
16220,20221001,0.9831,"Casper, WY",,,,
16300,20221001,0.8621,"Cedar Rapids, IA",,,,
16540,20221001,1.1057,"Chambersburg-Waynesboro, PA",,,,
16580,20221001,0.8916,"Champaign-Urbana, IL",,,,
16620,20221001,0.8385,"Charleston, WV",,,,
16700,20221001,0.9182,"Charleston-North Charleston, SC",,,,
16740,20221001,0.9502,"Charlotte-Concord-Gastonia, NC-SC",,,,
16820,20221001,0.9127,"Charlottesville, VA",,,,
16860,20221001,0.8439,"Chattanooga, TN-GA",,,,
16940,20221001,0.9031,"Cheyenne, WY",,,,
16984,20221001,1.0437,"Chicago-Naperville-Evanston, IL",,,,
17020,20221001,1.0856,"Chico, CA",,,,
17140,20221001,0.9266,"Cincinnati, OH-KY-IN",,,,
17300,20221001,0.7414,"Clarksville, TN-KY",,,,
17420,20221001,0.7294,"Cleveland, TN",,,,
17460,20221001,0.8868,"Cleveland-Elyria, OH",,,,
17660,20221001,0.9278,"Coeur d'Alene, ID",,,,
17780,20221001,0.8655,"College Station-Bryan, TX",,,,
17820,20221001,0.9692,"Colorado Springs, CO",,,,
17860,20221001,0.8466,"Columbia, MO",,,,
17900,20221001,0.8196,"Columbia, SC",,,,
17980,20221001,0.805,"Columbus, GA-AL",,,,
18020,20221001,1.0002,"Columbus, IN",,,,
18140,20221001,0.9471,"Columbus, OH",,,,
18580,20221001,0.9582,"Corpus Christi, TX",,,,
18700,20221001,1.0948,"Corvallis, OR",,,,
18880,20221001,0.883,"Crestview-Fort Walton Beach-Destin, FL",,,,
19060,20221001,0.8757,"Cumberland, MD-WV",,,,
19124,20221001,0.9688,"Dallas-Plano-Irving, TX",,,,
19140,20221001,0.9226,"Dalton, GA",,,,
