cbsa,effectiveDate,geographicWageIndex,name,imputedFloorWageIndex,reclassifiedWageIndex,ruralFloorWageIndex,size
01,20161001,0.6910,ALABAMA,,,,
02,20161001,1.3214,ALASKA,,,,
03,20161001,0.9034,ARIZONA,,,,
04,20161001,0.7219,ARKANSAS,,,,
05,20161001,1.3291,CALIFORNIA,,,,
06,20161001,0.9746,COLORADO,,,,
07,20161001,1.1149,CONNECTICUT,,,,
10,20161001,0.8294,FLORIDA,,,,
11,20161001,0.7433,GEORGIA,,,,
12,20161001,1.0937,HAWAII,,,,
13,20161001,0.6872,IDAHO,,,,
14,20161001,0.8488,ILLINOIS,,,,
15,20161001,0.8297,INDIANA,,,,
16,20161001,0.8412,IOWA,,,,
17,20161001,0.7688,KANSAS,,,,
18,20161001,0.7742,KENTUCKY,,,,
19,20161001,0.6959,LOUISIANA,,,,
20,20161001,0.8477,MAINE,,,,
21,20161001,0.8673,MARYLAND,,,,
22,20161001,1.1235,MASSACHUSETTS,,,,
23,20161001,0.8380,MICHIGAN,,,,
24,20161001,0.9020,MINNESOTA,,,,
25,20161001,0.7420,MISSISSIPPI,,,,
26,20161001,0.7732,MISSOURI,,,,
27,20161001,0.9211,MONTANA,,,,
28,20161001,0.8451,NEBRASKA,,,,
29,20161001,0.9299,NEVADA,,,,
30,20161001,1.0041,NEW HAMPSHIRE,,,,
32,20161001,0.8513,NEW MEXICO,,,,
33,20161001,0.8247,NEW YORK,,,,
34,20161001,0.7963,NORTH CAROLINA,,,,
35,20161001,0.7409,NORTH DAKOTA,,,,
36,20161001,0.8307,OHIO,,,,
37,20161001,0.7632,OKLAHOMA,,,,
38,20161001,1.0103,OREGON,,,,
39,20161001,0.8087,PENNSYLVANIA,,,,
40,20161001,0.4047,PUERTO RICO,,,,
42,20161001,0.8242,SOUTH CAROLINA,,,,
43,20161001,0.8032,SOUTH DAKOTA,,,,
44,20161001,0.7329,TENNESSEE,,,,
45,20161001,0.7766,TEXAS,,,,
46,20161001,0.9259,UTAH,,,,
47,20161001,0.9680,VERMONT,,,,
48,20161001,0.6838,VIRGIN ISLANDS,,,,
49,20161001,0.7609,VIRGINIA,,,,
50,20161001,1.0878,WASHINGTON,,,,
51,20161001,0.7368,WEST VIRGINIA,,,,
52,20161001,0.8884,WISCONSIN,,,,
53,20161001,0.9140,WYOMING,,,,
65,20161001,0.9611,GUAM,,,,
10180,20161001,0.8205,"Abilene, TX",,,,
10380,20161001,0.3433,"Aguadilla-Isabela, PR",,,,
10420,20161001,0.8487,"Akron, OH",,,,
10500,20161001,0.9182,"Albany, GA",,,,
10540,20161001,1.0764,"Albany, OR",,,,
10580,20161001,0.8400,"Albany-Schenectady-Troy, NY",,,,
10740,20161001,0.9261,"Albuquerque, NM",,,,
10780,20161001,0.8110,"Alexandria, LA",,,,
10900,20161001,0.9074,"Allentown-Bethlehem-Easton, PA",,,,
11020,20161001,1.0436,"Altoona, PA",,,,
11100,20161001,0.8189,"Amarillo, TX",,,,
11180,20161001,0.9376,"Ames, IA",,,,
11244,20161001,1.1794,"Anaheim-Santa Ana-Irvine, CA",,,,
11260,20161001,1.3277,"Anchorage, AK",,,,
11460,20161001,0.9959,"Ann Arbor, MI",,,,
11500,20161001,0.7073,"Anniston-Oxford-Jacksonville,",,,,
11540,20161001,0.9390,"Appleton, WI",,,,
11640,20161001,0.4128,"Arecibo, PR",,,,
11700,20161001,0.8593,"Asheville, NC",,,,
12020,20161001,0.8986,"Athens-Clarke County, GA",,,,
12060,20161001,0.9281,"Atlanta-Sandy Springs-Roswell,",,,,
12100,20161001,1.1679,"Atlantic City-Hammonton, NJ",,,,
12220,20161001,0.7633,"Auburn-Opelika, AL",,,,
12260,20161001,0.9372,"Augusta-Richmond County, GA-SC",,,,
12420,20161001,0.9608,"Austin-Round Rock, TX",,,,
12540,20161001,1.2201,"Bakersfield, CA",,,,
12580,20161001,0.9725,"Baltimore-Columbia-Towson, MD",,,,
12620,20161001,0.9980,"Bangor, ME",,,,
12700,20161001,1.3393,"Barnstable Town, MA",,,,
12940,20161001,0.8061,"Baton Rouge, LA",,,,
