cbsa,effectiveDate,geographicWageIndex,name,imputedFloorWageIndex,reclassifiedWageIndex,ruralFloorWageIndex,size
01,20151001,0.6914,ALABAMA,,,,
02,20151001,1.3175,ALASKA,,,,
03,20151001,0.9219,ARIZONA,,,,
04,20151001,0.7311,ARKANSAS,,,,
05,20151001,1.3215,CALIFORNIA,,,,
06,20151001,0.9646,COLORADO,,,,
07,20151001,1.1295,CONNECTICUT,,,,
10,20151001,0.8371,FLORIDA,,,,
11,20151001,0.7439,GEORGIA,,,,
12,20151001,1.0872,HAWAII,,,,
13,20151001,0.7398,IDAHO,,,,
14,20151001,0.8369,ILLINOIS,,,,
15,20151001,0.8416,INDIANA,,,,
16,20151001,0.8451,IOWA,,,,
17,20151001,0.7779,KANSAS,,,,
18,20151001,0.7748,KENTUCKY,,,,
19,20151001,0.7108,LOUISIANA,,,,
20,20151001,0.8583,MAINE,,,,
21,20151001,0.8746,MARYLAND,,,,
22,20151001,1.1553,MASSACHUSETTS,,,,
23,20151001,0.8288,MICHIGAN,,,,
24,20151001,0.9124,MINNESOTA,,,,
25,20151001,0.7570,MISSISSIPPI,,,,
26,20151001,0.7725,MISSOURI,,,,
27,20151001,0.9024,MONTANA,,,,
28,20151001,0.8877,NEBRASKA,,,,
29,20151001,0.9516,NEVADA,,,,
30,20151001,1.0386,NEW HAMPSHIRE,,,,
32,20151001,0.8811,NEW MEXICO,,,,
33,20151001,0.8192,NEW YORK,,,,
34,20151001,0.7899,NORTH CAROLINA,,,,
35,20151001,0.7099,NORTH DAKOTA,,,,
36,20151001,0.8348,OHIO,,,,
37,20151001,0.7799,OKLAHOMA,,,,
38,20151001,0.9949,OREGON,,,,
39,20151001,0.8083,PENNSYLVANIA,,,,
40,20151001,0.4047,PUERTO RICO                                00034006,,,,
42,20151001,0.8370,SOUTH CAROLINA,,,,
43,20151001,0.8312,SOUTH DAKOTA,,,,
44,20151001,0.7277,TENNESSEE,,,,
45,20151001,0.7847,TEXAS,,,,
46,20151001,0.9005,UTAH,,,,
47,20151001,0.9527,VERMONT,,,,
48,20151001,0.7091,VIRGIN ISLANDS                             00034106,,,,
49,20151001,0.7554,VIRGINIA,,,,
50,20151001,1.0877,WASHINGTON,,,,
51,20151001,0.7274,WEST VIRGINIA,,,,
52,20151001,0.9087,WISCONSIN,,,,
53,20151001,0.9291,WYOMING,,,,
65,20151001,0.9611,GUAM                                       00034206,,,,
10180,20151001,0.7440,"Abilene, TX",,,,
10380,20151001,0.3586,"Aguadilla-Isabela, PR",,,,
10420,20151001,0.8539,"Akron, OH",,,,
10500,20151001,0.8128,"Albany, GA",,,,
10540,20151001,1.0879,"Albany, OR",,,,
10580,20151001,0.8453,"Albany-Schenectady-Troy, NY",,,,
10740,20151001,0.9478,"Albuquerque, NM",,,,
10780,20151001,0.7813,"Alexandria, LA",,,,
10900,20151001,0.9121,"Allentown-Bethlehem-Easton, PA-N",,,,
11020,20151001,0.9345,"Altoona, PA",,,,
11100,20151001,0.8277,"Amarillo, TX",,,,
11180,20151001,0.9331,"Ames, IA",,,,
11244,20151001,1.2010,"Anaheim-Santa Ana-Irvine, CA",,,,
11260,20151001,1.2419,"Anchorage, AK",,,,
11460,20151001,1.0219,"Ann Arbor, MI",,,,
11500,20151001,0.7466,"Anniston-Oxford-Jacksonville, AL",,,,
11540,20151001,0.9626,"Appleton, WI",,,,
11640,20151001,0.4213,"Arecibo, PR",,,,
11700,20151001,0.8531,"Asheville, NC",,,,
12020,20151001,0.8774,"Athens-Clarke County, GA",,,,
12060,20151001,0.9369,"Atlanta-Sandy Springs-Roswell, G",,,,
12100,20151001,1.1692,"Atlantic City-Hammonton, NJ",,,,
12220,20151001,0.8071,"Auburn-Opelika, AL",,,,
12260,20151001,0.9225,"Augusta-Richmond County, GA-SC",,,,
12420,20151001,0.9545,"Austin-Round Rock, TX",,,,
12540,20151001,1.1944,"Bakersfield, CA",,,,
12580,20151001,0.9950,"Baltimore-Columbia-Towson, MD",,,,
12620,20151001,0.9825,"Bangor, ME",,,,
12700,20151001,1.3124,"Barnstable Town, MA",,,,
12940,20151001,0.7976,"Baton Rouge, LA",,,,
12980,20151001,1.0112,"Battle Creek, MI",,,,
13020,20151001,0.9630,"Bay City, MI",,,,
13140,20151001,0.8508,"Beaumont-Port Arthur, TX",,,,
13220,20151001,0.8024,"Beckley, WV",,,,
13380,20151001,1.2403,"Bellingham, WA",,,,
13460,20151001,1.1710,"Bend-Redmond, OR",,,,
13740,20151001,0.8686,"Billings, MT",,,,
13780,20151001,0.8476,"Binghamton, NY",,,,
13820,20151001,0.8189,"Birmingham-Hoover, AL",,,,
13900,20151001,0.7216,"Bismarck, ND",,,,
13980,20151001,0.8473,Blacksburg-Christiansburg-Radfor,,,,
14010,20151001,0.9165,"Bloomington, IL",,,,
14020,20151001,0.9062,"Bloomington, IN",,,,
14100,20151001,0.9347,"Bloomsburg-Berwick, PA",,,,
14260,20151001,0.9205,"Boise City, ID",,,,
14454,20151001,1.2679,"Boston, MA",,,,
14500,20151001,0.9907,"Boulder, CO",,,,
14540,20151001,0.8410,"Bowling Green, KY",,,,
14740,20151001,1.0836,"Bremerton-Silverdale, WA",,,,
14860,20151001,1.3289,"Bridgeport-Stamford-Norwalk, CT",,,,
15180,20151001,0.7876,"Brownsville-Harlingen, TX",,,,
15260,20151001,0.8486,"Brunswick, GA",,,,
15380,20151001,1.0240,Buffalo-Cheektowaga-Niagara Fall,,,,
15500,20151001,0.8590,"Burlington, NC",,,,
15540,20151001,1.0121,"Burlington-South Burlington, VT",,,,
15680,20151001,0.8593,"California-Lexington Park, MD",,,,
15764,20151001,1.1159,"Cambridge-Newton-Framingham, MA",,,,
15804,20151001,1.0287,"Camden, NJ",,,,
15940,20151001,0.8521,"Canton-Massillon, OH",,,,
15980,20151001,0.9253,"Cape Coral-Fort Myers, FL",,,,
16020,20151001,0.9094,"Cape Girardeau, MO-IL",,,,
16060,20151001,0.8324,"Carbondale-Marion, IL",,,,
16180,20151001,1.0679,"Carson City, NV",,,,
16220,20151001,1.0860,"Casper, WY",,,,
16300,20151001,0.8850,"Cedar Rapids, IA",,,,
16540,20151001,1.0957,"Chambersburg-Waynesboro, PA",,,,
16580,20151001,0.9076,"Champaign-Urbana, IL",,,,
16620,20151001,0.7982,"Charleston, WV",,,,
16700,20151001,0.8968,"Charleston-North Charleston, SC",,,,
16740,20151001,0.9073,"Charlotte-Concord-Gastonia, NC-S",,,,
16820,20151001,0.9053,"Charlottesville, VA",,,,
16860,20151001,0.8711,"Chattanooga, TN-GA",,,,
16940,20151001,0.9798,"Cheyenne, WY",,,,
16974,20151001,1.0419,Chicago-Naperville-Arlington Hei,,,,
17020,20151001,1.1631,"Chico, CA",,,,
17140,20151001,0.9473,"Cincinnati, OH-KY-IN",,,,
17300,20151001,0.7526,"Clarksville, TN-KY",,,,
17420,20151001,0.7468,"Cleveland, TN",,,,
17460,20151001,0.9233,"Cleveland-Elyria, OH",,,,
17660,20151001,0.9125,"Coeur d'Alene, ID",,,,
17780,20151001,0.9289,"College Station-Bryan, TX",,,,
17820,20151001,0.9441,"Colorado Springs, CO",,,,
17860,20151001,0.8319,"Columbia, MO",,,,
17900,20151001,0.8392,"Columbia, SC",,,,
17980,20151001,0.8293,"Columbus, GA-AL",,,,
18020,20151001,0.9881,"Columbus, IN",,,,
18140,20151001,0.9539,"Columbus, OH",,,,
18580,20151001,0.8740,"Corpus Christi, TX",,,,
18700,20151001,1.1404,"Corvallis, OR",,,,
18880,20151001,0.8156,Crestview-Fort Walton Beach-Dest,,,,
19060,20151001,0.8374,"Cumberland, MD-WV",,,,
19124,20151001,0.9703,"Dallas-Plano-Irving, TX",,,,
19140,20151001,0.8386,"Dalton, GA",,,,
19180,20151001,0.9751,"Danville, IL",,,,
19300,20151001,0.7248,"Daphne-Fairhope-Foley, AL",,,,
19340,20151001,0.9717,"Davenport-Moline-Rock Island, IA",,,,
19380,20151001,0.8938,"Dayton, OH",,,,
19460,20151001,0.7029,"Decatur, AL",,,,
19500,20151001,0.7908,"Decatur, IL",,,,
19660,20151001,0.8376,Deltona-Daytona Beach-Ormond Bea,,,,
19740,20151001,1.0429,"Denver-Aurora-Lakewood, CO",,,,
19780,20151001,0.9168,"Des Moines-West Des Moines, IA",,,,
19804,20151001,0.9296,"Detroit-Dearborn-Livonia, MI",,,,
20020,20151001,0.7163,"Dothan, AL",,,,
20100,20151001,1.0291,"Dover, DE",,,,
20220,20151001,0.8942,"Dubuque, IA",,,,
20260,20151001,1.0107,"Duluth, MN-WI",,,,
20500,20151001,0.9808,"Durham-Chapel Hill, NC",,,,
20524,20151001,1.1345,"Dutchess County-Putnam County, N",,,,
20700,20151001,0.9372,"East Stroudsburg, PA",,,,
20740,20151001,0.9724,"Eau Claire, WI",,,,
20940,20151001,0.9162,"El Centro, CA",,,,
20994,20151001,1.0299,"Elgin, IL",,,,
21060,20151001,0.7701,"Elizabethtown-Fort Knox, KY",,,,
21140,20151001,0.9013,"Elkhart-Goshen, IN",,,,
21300,20151001,0.8690,"Elmira, NY",,,,
21340,20151001,0.8139,"El Paso, TX",,,,
21500,20151001,0.7785,"Erie, PA",,,,
21660,20151001,1.1622,"Eugene, OR",,,,
21780,20151001,0.8537,"Evansville, IN-KY",,,,
21820,20151001,1.1092,"Fairbanks, AK",,,,
22020,20151001,0.7640,"Fargo, ND-MN",,,,
22140,20151001,0.9778,"Farmington, NM",,,,
22180,20151001,0.8042,"Fayetteville, NC",,,,
22220,20151001,0.8598,"Fayetteville-Springdale-Rogers,",,,,
22380,20151001,1.2423,"Flagstaff, AZ",,,,
22420,20151001,1.1148,"Flint, MI",,,,
22500,20151001,0.8016,"Florence, SC",,,,
22520,20151001,0.7577,"Florence-Muscle Shoals, AL",,,,
22540,20151001,0.9084,"Fond du Lac, WI",,,,
22660,20151001,0.9454,"Fort Collins, CO",,,,
22744,20151001,0.9952,Fort Lauderdale-Pompano Beach-De,,,,
22900,20151001,0.7593,"Fort Smith, AR-OK",,,,
23060,20151001,0.9423,"Fort Wayne, IN",,,,
23104,20151001,0.9386,"Fort Worth-Arlington, TX",,,,
23420,20151001,1.1754,"Fresno, CA",,,,
23460,20151001,0.7517,"Gadsden, AL",,,,
23540,20151001,0.8891,"Gainesville, FL",,,,
23580,20151001,0.9185,"Gainesville, GA",,,,
23844,20151001,0.9443,"Gary, IN",,,,
23900,20151001,1.0104,"Gettysburg, PA",,,,
24020,20151001,0.8450,"Glens Falls, NY",,,,
24140,20151001,0.8733,"Goldsboro, NC",,,,
24220,20151001,0.7047,"Grand Forks, ND-MN",,,,
24260,20151001,0.9219,"Grand Island, NE",,,,
24300,20151001,0.9768,"Grand Junction, CO",,,,
24340,20151001,0.8799,"Grand Rapids-Wyoming, MI",,,,
24420,20151001,1.0086,"Grants Pass, OR",,,,
24500,20151001,0.9102,"Great Falls, MT",,,,
24540,20151001,0.9649,"Greeley, CO",,,,
24580,20151001,0.9426,"Green Bay, WI",,,,
24660,20151001,0.8535,"Greensboro-High Point, NC",,,,
24780,20151001,0.9371,"Greenville, NC",,,,
24860,20151001,0.9161,"Greenville-Anderson-Mauldin, SC",,,,
25020,20151001,0.3660,"Guayama, PR",,,,
25060,20151001,0.7896,"Gulfport-Biloxi-Pascagoula, MS",,,,
25180,20151001,0.9080,"Hagerstown-Martinsburg, MD-WV",,,,
25220,20151001,0.9452,"Hammond, LA",,,,
25260,20151001,1.1251,"Hanford-Corcoran, CA",,,,
25420,20151001,0.9734,"Harrisburg-Carlisle, PA",,,,
25500,20151001,0.8946,"Harrisonburg, VA",,,,
25540,20151001,1.1119,Hartford-West Hartford-East Hart,,,,
25620,20151001,0.7761,"Hattiesburg, MS",,,,
25860,20151001,0.8517,"Hickory-Lenoir-Morganton, NC",,,,
25940,20151001,0.8708,Hilton Head Island-Bluffton-Beau,,,,
25980,20151001,0.8568,"HINESVILLE, GA                          00034306",,,,
26140,20151001,0.7625,"Homosassa Springs, FL",,,,
26300,20151001,0.8700,"Hot Springs, AR",,,,
26380,20151001,0.7381,"Houma-Thibodaux, LA",,,,
26420,20151001,0.9734,Houston-The Woodlands-Sugar Land,,,,
26580,20151001,0.8846,"Huntington-Ashland, WV-KY-OH",,,,
26620,20151001,0.8609,"Huntsville, AL",,,,
26820,20151001,0.8933,"Idaho Falls, ID",,,,
26900,20151001,1.0133,"Indianapolis-Carmel-Anderson, IN",,,,
26980,20151001,0.9882,"Iowa City, IA",,,,
27060,20151001,0.9441,"Ithaca, NY",,,,
27100,20151001,0.9345,"Jackson, MI",,,,
27140,20151001,0.7891,"Jackson, MS",,,,
27180,20151001,0.7747,"Jackson, TN",,,,
27260,20151001,0.9117,"Jacksonville, FL",,,,
27340,20151001,0.7549,"Jacksonville, NC",,,,
27500,20151001,0.9079,"Janesville-Beloit, WI",,,,
27620,20151001,0.8359,"Jefferson City, MO",,,,
27740,20151001,0.7436,"Johnson City, TN",,,,
27780,20151001,0.8540,"Johnstown, PA",,,,
27860,20151001,0.7786,"Jonesboro, AR",,,,
27900,20151001,0.8306,"Joplin, MO",,,,
27980,20151001,1.0561,"Kahului-Wailuku-Lahaina, HI",,,,
28020,20151001,1.0048,"Kalamazoo-Portage, MI",,,,
28100,20151001,0.9568,"Kankakee, IL",,,,
28140,20151001,0.9430,"Kansas City, MO-KS",,,,
28420,20151001,0.9617,"Kennewick-Richland, WA",,,,
28660,20151001,0.9133,"Killeen-Temple, TX",,,,
28700,20151001,0.7192,"Kingsport-Bristol-Bristol, TN-VA",,,,
28740,20151001,0.9034,"Kingston, NY",,,,
28940,20151001,0.7015,"Knoxville, TN",,,,
29020,20151001,0.8990,"Kokomo, IN",,,,
29100,20151001,0.9533,"La Crosse-Onalaska, WI-MN",,,,
29180,20151001,0.7869,"Lafayette, LA",,,,
29200,20151001,0.9638,"Lafayette-West Lafayette, IN",,,,
29340,20151001,0.7536,"Lake Charles, LA",,,,
29404,20151001,1.0465,"Lake County-Kenosha County, IL-W",,,,
29420,20151001,0.9199,"Lake Havasu City-Kingman, AZ",,,,
29460,20151001,0.8246,"Lakeland-Winter Haven, FL",,,,
29540,20151001,0.9514,"Lancaster, PA",,,,
29620,20151001,1.0778,"Lansing-East Lansing, MI",,,,
29700,20151001,0.7471,"Laredo, TX",,,,
29740,20151001,0.8739,"Las Cruces, NM",,,,
29820,20151001,1.1900,"Las Vegas-Henderson-Paradise, NV",,,,
29940,20151001,0.8890,"Lawrence, KS",,,,
30020,20151001,0.7918,"Lawton, OK",,,,
30140,20151001,0.8453,"Lebanon, PA",,,,
30300,20151001,0.9430,"Lewiston, ID-WA",,,,
30340,20151001,0.8740,"Lewiston-Auburn, ME",,,,
30460,20151001,0.8972,"Lexington-Fayette, KY",,,,
30620,20151001,0.9342,"Lima, OH",,,,
30700,20151001,0.9704,"Lincoln, NE",,,,
30780,20151001,0.8374,Little Rock-North Little Rock-Co,,,,
30860,20151001,0.8819,"Logan, UT-ID",,,,
30980,20151001,0.8211,"Longview, TX",,,,
31020,20151001,0.9824,"Longview, WA",,,,
31084,20151001,1.2424,"Los Angeles-Long Beach-Glendale,",,,,
31140,20151001,0.8605,"Louisville/Jefferson County, KY-",,,,
31180,20151001,0.8830,"Lubbock, TX",,,,
31340,20151001,0.8830,"Lynchburg, VA",,,,
31420,20151001,0.9129,"Macon, GA",,,,
31460,20151001,0.7789,"Madera, CA",,,,
31540,20151001,1.1130,"Madison, WI",,,,
31700,20151001,1.0049,"Manchester-Nashua, NH",,,,
31740,20151001,0.9271,"Manhattan, KS",,,,
31860,20151001,0.9084,"Mankato-North Mankato, MN",,,,
31900,20151001,0.8771,"Mansfield, OH",,,,
32420,20151001,0.3767,"Mayag?ez, PR",,,,
32580,20151001,0.8175,"McAllen-Edinburg-Mission, TX",,,,
32780,20151001,1.0492,"Medford, OR",,,,
32820,20151001,0.8991,"Memphis, TN-MS-AR",,,,
32900,20151001,1.2713,"Merced, CA",,,,
33124,20151001,0.9673,"Miami-Miami Beach-Kendall, FL",,,,
33140,20151001,0.9472,"Michigan City-La Porte, IN",,,,
33220,20151001,0.7935,"Midland, MI",,,,
33260,20151001,0.8940,"Midland, TX",,,,
33340,20151001,0.9892,"Milwaukee-Waukesha-West Allis, W",,,,
33460,20151001,1.1196,Minneapolis-St. Paul-Bloomington,,,,
33540,20151001,0.8860,"Missoula, MT",,,,
33660,20151001,0.7539,"Mobile, AL",,,,
33700,20151001,1.3136,"Modesto, CA",,,,
33740,20151001,0.7434,"Monroe, LA",,,,
33780,20151001,0.9217,"Monroe, MI",,,,
33860,20151001,0.7678,"Montgomery, AL",,,,
33874,20151001,1.0157,Montgomery County-Bucks County-C,,,,
34060,20151001,0.8270,"Morgantown, WV",,,,
34100,20151001,0.6983,"Morristown, TN",,,,
34580,20151001,0.9792,"Mount Vernon-Anacortes, WA",,,,
34620,20151001,0.9174,"Muncie, IN",,,,
34740,20151001,0.9670,"Muskegon, MI",,,,
34820,20151001,0.8620,Myrtle Beach-Conway-North Myrtle,,,,
34900,20151001,1.6066,"Napa, CA",,,,
34940,20151001,0.8752,"Naples-Immokalee-Marco Island, F",,,,
34980,20151001,0.8969,Nashville-Davidson--Murfreesboro,,,,
35004,20151001,1.2655,"Nassau County-Suffolk County, NY",,,,
35084,20151001,1.1233,"Newark, NJ-PA",,,,
35100,20151001,0.8994,"New Bern, NC",,,,
35300,20151001,1.2207,"New Haven-Milford, CT",,,,
35380,20151001,0.8821,"New Orleans-Metairie, LA",,,,
35614,20151001,1.2837,New York-Jersey City-White Plain,,,,
35660,20151001,0.8705,"Niles-Benton Harbor, MI",,,,
35840,20151001,0.9478,"North Port-Sarasota-Bradenton, F",,,,
35980,20151001,1.1813,"Norwich-New London, CT",,,,
36084,20151001,1.7109,"Oakland-Hayward-Berkeley, CA",,,,
36100,20151001,0.8302,"Ocala, FL",,,,
36140,20151001,1.0584,"Ocean City, NJ",,,,
36220,20151001,0.9867,"Odessa, TX",,,,
36260,20151001,0.9225,"Ogden-Clearfield, UT",,,,
36420,20151001,0.8955,"Oklahoma City, OK",,,,
36500,20151001,1.2018,"Olympia-Tumwater, WA",,,,
36540,20151001,0.9661,"Omaha-Council Bluffs, NE-IA",,,,
36740,20151001,0.9115,"Orlando-Kissimmee-Sanford, FL",,,,
36780,20151001,0.9656,"Oshkosh-Neenah, WI",,,,
36980,20151001,0.7348,"Owensboro, KY",,,,
37100,20151001,1.2822,"Oxnard-Thousand Oaks-Ventura, CA",,,,
37340,20151001,0.8971,"Palm Bay-Melbourne-Titusville, F",,,,
37460,20151001,0.7906,"Panama City, FL",,,,
