cbsa,effectiveDate,geographicWageIndex,name,imputedFloorWageIndex,reclassifiedWageIndex,ruralFloorWageIndex,size
01,20181001,0.6828,ALABAMA,,,,
02,20181001,1.3443,ALASKA,,,,
03,20181001,0.8902,ARIZONA,,,,
04,20181001,0.7079,ARKANSAS,,,,
05,20181001,1.3002,CALIFORNIA,,,,
06,20181001,1.0120,COLORADO,,,,
07,20181001,1.0961,CONNECTICUT,,,,
10,20181001,0.8242,FLORIDA,,,,
11,20181001,0.7355,GEORGIA,,,,
12,20181001,1.1421,HAWAII,,,,
13,20181001,0.7582,IDAHO,,,,
14,20181001,0.8508,ILLINOIS,,,,
15,20181001,0.8088,INDIANA,,,,
16,20181001,0.8360,IOWA,,,,
17,20181001,0.7726,KANSAS,,,,
18,20181001,0.7825,KENTUCKY,,,,
19,20181001,0.6972,LOUISIANA,,,,
20,20181001,0.8468,MAINE,,,,
21,20181001,0.8893,MARYLAND,,,,
22,20181001,1.1066,MASSACHUSETTS,,,,
23,20181001,0.8413,MICHIGAN,,,,
24,20181001,0.9001,MINNESOTA,,,,
25,20181001,0.7481,MISSISSIPPI,,,,
26,20181001,0.7755,MISSOURI,,,,
27,20181001,0.8953,MONTANA,,,,
28,20181001,0.8844,NEBRASKA,,,,
29,20181001,0.7890,NEVADA,,,,
30,20181001,1.0633,NEW HAMPSHIRE,,,,
32,20181001,0.8481,NEW MEXICO,,,,
33,20181001,0.8499,NEW YORK,,,,
34,20181001,0.7797,NORTH CAROLINA,,,,
35,20181001,0.7941,NORTH DAKOTA,,,,
36,20181001,0.8053,OHIO,,,,
37,20181001,0.7728,OKLAHOMA,,,,
38,20181001,1.0523,OREGON,,,,
39,20181001,0.7948,PENNSYLVANIA,,,,
40,20181001,0.4047,PUERTO RICO,,,,
42,20181001,0.8098,SOUTH CAROLINA,,,,
43,20181001,0.7815,SOUTH DAKOTA,,,,
44,20181001,0.7207,TENNESSEE,,,,
45,20181001,0.7884,TEXAS,,,,
46,20181001,0.9091,UTAH,,,,
47,20181001,0.9895,VERMONT,,,,
48,20181001,0.6742,VIRGIN ISLANDS,,,,
49,20181001,0.7689,VIRGINIA,,,,
50,20181001,1.0507,WASHINGTON,,,,
51,20181001,0.7350,WEST VIRGINIA,,,,
52,20181001,0.9073,WISCONSIN,,,,
53,20181001,0.9416,WYOMING,,,,
65,20181001,0.9611,GUAM,,,,
10180,20181001,0.8328,"Abilene, TX",,,,
10380,20181001,0.3430,"Aguadilla-Isabela, PR",,,,
10420,20181001,0.8259,"Akron, OH",,,,
10500,20181001,0.8863,"Albany, GA",,,,
10540,20181001,1.0826,"Albany, OR",,,,
10580,20181001,0.8165,"Albany-Schenectady-Troy, NY",,,,
10740,20181001,0.9073,"Albuquerque, NM",,,,
10780,20181001,0.8355,"Alexandria, LA",,,,
10900,20181001,0.9237,"Allentown-Bethlehem-Easton, PA",,,,
11020,20181001,1.0686,"Altoona, PA",,,,
11100,20181001,0.8348,"Amarillo, TX",,,,
11180,20181001,0.9262,"Ames, IA",,,,
11244,20181001,1.2393,"Anaheim-Santa Ana-Irvine, CA",,,,
11260,20181001,1.2542,"Anchorage, AK",,,,
11460,20181001,0.9894,"Ann Arbor, MI",,,,
11500,20181001,0.6864,"Anniston-Oxford-Jacksonville,",,,,
11540,20181001,0.9449,"Appleton, WI",,,,
11640,20181001,0.4237,"Arecibo, PR",,,,
11700,20181001,0.8663,"Asheville, NC",,,,
12020,20181001,0.8587,"Athens-Clarke County, GA",,,,
12060,20181001,0.9367,"Atlanta-Sandy Springs-Roswell,",,,,
12100,20181001,1.1914,"Atlantic City-Hammonton, NJ",,,,
12220,20181001,0.7452,"Auburn-Opelika, AL",,,,
12260,20181001,0.9055,"Augusta-Richmond County, GA-SC",,,,
12420,20181001,0.9882,"Austin-Round Rock, TX",,,,
12540,20181001,1.1993,"Bakersfield, CA",,,,
12580,20181001,0.9506,"Baltimore-Columbia-Towson, MD",,,,
12620,20181001,1.0061,"Bangor, ME",,,,
12700,20181001,1.3248,"Barnstable Town, MA",,,,
12940,20181001,0.7678,"Baton Rouge, LA",,,,
12980,20181001,0.9002,"Battle Creek, MI",,,,
13020,20181001,0.9886,"Bay City, MI",,,,
13140,20181001,0.8562,"Beaumont-Port Arthur, TX",,,,
13220,20181001,0.7811,"Beckley, WV",,,,
13380,20181001,1.2092,"Bellingham, WA",,,,
13460,20181001,1.1947,"Bend-Redmond, OR",,,,
13740,20181001,0.8800,"Billings, MT",,,,
13780,20181001,0.8445,"Binghamton, NY",,,,
13820,20181001,0.8168,"Birmingham-Hoover, AL",,,,
13900,20181001,0.7903,"Bismarck, ND",,,,
13980,20181001,0.8399,Blacksburg-Christiansburg-Radf,,,,
14010,20181001,0.9255,"Bloomington, IL",,,,
14020,20181001,0.8561,"Bloomington, IN",,,,
14100,20181001,0.8782,"Bloomsburg-Berwick, PA",,,,
14260,20181001,0.8874,"Boise City, ID",,,,
14454,20181001,1.2897,"Boston, MA",,,,
14500,20181001,1.0207,"Boulder, CO",,,,
14540,20181001,0.8229,"Bowling Green, KY",,,,
14740,20181001,1.1015,"Bremerton-Silverdale, WA",,,,
14860,20181001,1.2925,"Bridgeport-Stamford-Norwalk, C",,,,
15180,20181001,0.8454,"Brownsville-Harlingen, TX",,,,
15260,20181001,0.7980,"Brunswick, GA",,,,
15380,20181001,1.0596,Buffalo-Cheektowaga-Niagara Fa,,,,
15500,20181001,0.8464,"Burlington, NC",,,,
15540,20181001,1.0043,"Burlington-South Burlington, V",,,,
15680,20181001,0.9200,"California-Lexington Park, MD",,,,
15764,20181001,1.0949,"Cambridge-Newton-Framingham, M",,,,
15804,20181001,1.0776,"Camden, NJ",,,,
